Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Fit Off - Common Area,,,,,,,,,
,Scope,,,Site QA,Fit Off,,,,
,Rows,,,,,,,,
,,BASEMENT 1,grouping,BASEMENT 1,,,,,
,,JET-B1.1 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,JET-B1.1,Common Area Fit-Off [D],
,,SAF-B1.1 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,SAF-B1.1,Common Area Fit-Off [D],
,,SAF-B1.3 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,SAF-B1.3,Common Area Fit-Off [D],
,,SAF-B1.4 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,SAF-B1.4,Common Area Fit-Off [D],
,,SAF-B1.5 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,SAF-B1.5,Common Area Fit-Off [D],
,,SAF-B1.6 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,SAF-B1.6,Common Area Fit-Off [D],
,,SAF-B1-2 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,SAF-B1-2,Common Area Fit-Off [D],
,,CPEF-B.1 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,CPEF-B.1,Common Area Fit-Off [D],
,,CPSF-B.1 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,CPSF-B.1,Common Area Fit-Off [D],
,,PSF-B1 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,PSF-B1,Common Area Fit-Off [D],
,,PEF-B1 - Common Area Fit-Off [D],,Site QA,Fit Off,BASEMENT 1,PEF-B1,Common Area Fit-Off [D],
,,GROUND FLOOR,grouping,GROUND FLOOR,,,,,
,,FCU-G.1 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.1,Common Area Fit-Off [D],
,,FCU-G.2 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.2,Common Area Fit-Off [D],
,,FCU-G.3 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.3,Common Area Fit-Off [D],
,,FCU-G.4 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.4,Common Area Fit-Off [D],
,,FCU-G.5 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.5,Common Area Fit-Off [D],
,,FCU-G.6 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.6,Common Area Fit-Off [D],
,,FCU-G.7 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.7,Common Area Fit-Off [D],
,,FCU-G.8 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.8,Common Area Fit-Off [D],
,,FCU-G.9 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.9,Common Area Fit-Off [D],
,,FCU-G.10 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.10,Common Area Fit-Off [D],
,,FCU-G.11 - Common Area Fit-Off [D],,Site QA,Fit Off,GROUND FLOOR,FCU-G.11,Common Area Fit-Off [D],
