Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Site QA,,Site QA,,,
,Columns,,,,,,
,,Big Ticket Items,,Big Ticket Items,,,
,,In-Ground,,In-Ground,,,
,,Penetrations,,Penetrations,,,
,,Suspended Drainage,,Suspended Drainage,,,
,,Suspended Copper Works,,Suspended Copper Works,,,
,,Rough In,,Rough In,,,
,,Corridor,,Corridor,,,
,,Fit Off,,Fit Off,,,
,,Commissioning,,Commissioning,,,
,,,,,,,
Big Ticket Items - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Big Ticket Items,dynamic,Big Ticket Items,Site QA,,
,Columns,,,,,,
,,Conduits rain to IFC location,,Conduits rain to IFC location,,,
,,Diversion valve,,Diversion valve,,,
,,Grease interceptor trap,,Grease interceptor trap,,,
,,Hot water unit installation,,Hot water unit installation,,,
,,LPOD,,LPOD,,,
,,Main Gas Meter cupboard,,Main Gas Meter cupboard,,,
,,Main Meter assembly,,Main Meter assembly,,,
,,Rainwater pump set,,Rainwater pump set,,,
,,Rainwater tanks,,Rainwater tanks,,,
,,Sewer control panel,,Sewer control panel,,,
,,Sewer pump installed,,Sewer pump installed,,,
,,Sewer pump well,,Sewer pump well,,,
,,Stormwater control panel,,Stormwater control panel,,,
,,Stormwater detention system,,Stormwater detention system,,,
,,Stormwater pits,,Stormwater pits,,,
,,Stormwater pump installed,,Stormwater pump installed,,,
,,Storwater pump well,,Storwater pump well,,,
,,Torpedo tanks,,Torpedo tanks,,,
,,Water tap in,,Water tap in,,,
,,,,,,,
In-Ground - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,In-Ground,dynamic,In-Ground,Site QA,,
,Columns,,,,,,
,,"Pipework, material & fittings installed as per approved IFC Drawing",,"Pipework, material and fittings installed as per approved IFC Drawing",,,
,,Pipework installation,,Pipework installation,,,
,,Pipework checked for correct invert levels & gradients,,Pipework checked for correct invert levels & gradients,,,
,,Book inspection with VBA for in-ground drainage,,Book inspection with VBA for in-ground drainage.,,,
,,Ensure all backfill is in accordance to specifications & compaction reqs.,,Ensure all backfill is in accordance to specifications & compaction requirements.,,,
,,Test sewer,,Test sewer,,,
,,Pits checked for correct invert levels & finished floor levels,,Pits checked for correct invert levels & finished floor levels,,,
,,Ensure correct locations of pits,,Ensure correct locations of pits.,,,
,,,,,,,
Penetrations - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Penetrations,dynamic,Penetrations,Site QA,,
,Columns,,,,,,
,,All works to be set our as per approved IFC drawings,,All works to be set our as per approved IFC drawings.,,,
,,Fire collar installation,,Fire collar installation,,,
,,Cast in drains,,Cast in drains,,,
,,Photos of collar end labelling referencing fire matrix,,Photos of collar end labelling referencing fire matrix if required,,,
,,,,,,,
Suspended Drainage - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Suspended Drainage,dynamic,Suspended Drainage,Site QA,,
,Columns,,,,,,
,,"Pipework, material & fittings installed as per approved IFC Drawing",,"Pipework, material and fittings installed as per approved IFC Drawing. Includes female/male/DDA bathroom, kitchen",,,
,,Pipework installation,,Pipework installation,,,
,,Ensure acoustic lagging is installed if required to spec. & acoustic engineers report,,Ensure acoustic lagging is installed if required to specification & acoustic engineers report.,,,
,,Smoke seal penetrations,,Smoke seal penetrations,,,
,,Fire collars installed if necessary,,Fire collars installed if necessary,,,
,,,,,,,
Suspended Copper Works - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Suspended Copper Works,dynamic,Suspended Copper Works,Site QA,,
,Columns,,,,,,
,,Pipework installed - domestic hot/cold/rain water,,Pipework installed - domestic hot/cold/rain water,,,
,,Smoke seal penetrations,,Smoke seal penetrations,,,
,,Fire rated if necessary,,Fire rated if necessary,,,
,,Tested,,Tested,,,
,,,,,,,
Rough In - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Rough In,dynamic,Rough In,Site QA,,
,Columns,,,,,,
,,"Includes female/male/DDA bathroom, kitchen",,"Includes female/male/DDA bathroom, kitchen",,,
,,High Level Rough In,,High Level Rough In,,,
,,Wall Set Out,,Wall Set Out,,,
,,Wall Rough In,,Wall Rough In,,,
,,Waste Rollovers,,Waste Rollovers,,,
,,Gas,,Gas,,,
,,Test Water,,Test Water,,,
,,Fire collar installed if necessary,,Fire collar installed if necessary,,,
,,,,,,,
Corridor - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Corridor,dynamic,Corridor,Site QA,,
,Columns,,,,,,
,,Rainwater,,Rainwater,,,
,,Hot Water,,Hot Water,,,
,,Hot Water Lagged,,Hot Water Lagged,,,
,,Cold Water,,Cold Water,,,
,,Test Hot Water,,Test Hot Water,,,
,,Test Cold Water,,Test Cold Water,,,
,,Test Rain Water,,Test Rain Water,,,
,,Fire Caulking (Corridor to Apt),,Fire Caulking (Corridor to Apt),,,
,,Cold Water Meter Manifold,,Cold Water Meter Manifold,,,
,,,,,,,
Fit Off - Detailed Progress,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Fit Off,dynamic,Fit Off,Site QA,,
,Columns,,,,,,
,,Kitchen - Kitchen Mini Stops,,Kitchen Mini Stops,Kitchen Fit Off,,
,,Kitchen - Kitchen Sink Waste,,Kitchen Sink Waste,Kitchen Fit Off,,
,,Kitchen - Kitchen Sink Mixer,,Kitchen Sink Mixer,Kitchen Fit Off,,
,,Kitchen - Kitchen Dishwasher,,Kitchen Dishwasher,Kitchen Fit Off,,
,,Kitchen - Kitchen Cooktop,,Kitchen Cooktop,Kitchen Fit Off,,
,,Female Bathroom - Shower Mixer,,Bathroom Shower Mixer,Female Bathroom Fit Off,,
,,Female Bathroom - Shower Rail/Rose,,Bathroom Shower Rail/Rose,Female Bathroom Fit Off,,
,,Female Bathroom - Basin,,Bathroom Basin,Female Bathroom Fit Off,,
,,Female Bathroom - Basin Mixer,,Bathroom Basin Mixer,Female Bathroom Fit Off,,
,,Female Bathroom - Bottle Trap,,Bathroom Bottle Trap,Female Bathroom Fit Off,,
,,Female Bathroom - Toilet,,Bathroom Toilet,Female Bathroom Fit Off,,
,,Female Bathroom - Urinal,,Bathroom Urinal,Female Bathroom Fit Off,,
,,Female Bathroom - Bath tubs,,Bath tubs,Female Bathroom Fit Off,,
,,Female Bathroom - Floor wastes - cleared of blockages,,Floor wastes - cleared of blockages,Female Bathroom Fit Off,,
,,Male Bathroom - Shower Mixer,,Bathroom Shower Mixer,Male Bathroom Fit Off,,
,,Male Bathroom - Shower Rail/Rose,,Bathroom Shower Rail/Rose,Male Bathroom Fit Off,,
,,Male Bathroom - Basin,,Bathroom Basin,Male Bathroom Fit Off,,
,,Male Bathroom - Basin Mixer,,Bathroom Basin Mixer,Male Bathroom Fit Off,,
,,Male Bathroom - Bottle Trap,,Bathroom Bottle Trap,Male Bathroom Fit Off,,
,,Male Bathroom - Toilet,,Bathroom Toilet,Male Bathroom Fit Off,,
,,Male Bathroom - Urinal,,Bathroom Urinal,Male Bathroom Fit Off,,
,,Male Bathroom - Bath tubs,,Bath tubs,Male Bathroom Fit Off,,
