"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Fit Off Checklist - Miscellaneous Item","",,,0,"Yes","Fit Off Checklist - Miscellaneous Item","286a6cf2-1d9f-44eb-ba1e-036a5bce12fb"
"checkpoint-status",,"","checkpoint","Confirm the structure is in accordance with the details supplied by PBI"
"label","31d45639-4a4a-4893-9d3e-5407e3a8b1f5","","note","If FAILED add brief explanation in comments and click below to email PM",,,
"holdpoint",,"","signoff","EMAIL PM"
"checkpoint-status",,"","checkpoint","Photos taken of installed item"
"checkpoint-status",,"","checkpoint","Installed as per PBI drawings supplied and manufacturer's requirements"

"checklist-flat",,"","checklist","Roof Access Requirements","",,,1,"Yes","Roof Access Requirements","29ce0862-923b-4b9d-9bca-5a6b06fbac99"
"checkpoint-status",,"","checkpoint","Brief description of roof access requirements for Recert Team"
"text","0334d05e-4855-5b04-b088-823ae99e302b","","textbox","Description",,,

"checklist-flat",,"","checklist","Fit Off Checklist - Line","",,,0,"Yes","Fit Off Checklist - Line","511e3e78-5abd-4744-99fc-06ed56d496af"
"checkpoint-status",,"","checkpoint","Confirm the structure is in accordance with the details supplied by PBI"
"label","6242ec89-db8b-4c92-ac8b-40331fb90cc3","","note","If FAILED add brief explanation in comments and click below to email PM",,,
"holdpoint",,"","signoff","EMAIL PM"
"checkpoint-status",,"","checkpoint","Photo taken of line pull test and swages"
"checkpoint-status",,"","checkpoint","Photo taken of Engraved Line Plate / ID Tag"
"checkpoint-status",,"","checkpoint","Video taken of system"
"checkpoint-status",,"","checkpoint","Installed as per PBI drawings supplied and manufacturer's requirements"

"checklist-flat",,"","checklist","Data Plate, Access Point & Carriages/Travellers","",,,1,"Yes","Data Plate, Access Point & Carriages/Travellers","59136336-6819-4f9e-b429-4b893eeac671"
"checkpoint-no-status",,"","checkpoint","Details of Data Plate"
"select","63469906-f15a-5496-8221-9448894bafda","","dropdown","Has the Data Plate been installed on site?","Yes,No",,
"label","d20042fa-7b7b-59f5-810f-ad0743858b6a","","note","Comment why not if 'no' selected",,,
"checkpoint-status",,"","checkpoint","1 photo required of Data Plate"
"checkpoint-no-status",,"","checkpoint","Details of Access Point"
"select","0e6a920d-bef6-5104-bb3f-af69c22c9a99","","dropdown","Has the Access Point been confirmed?","Yes, No",,
"label","d0ddc701-4f77-5d80-a6ea-7cf06d1fbdaf","","note","Comment why not if 'no' selected",,,
"checkpoint-status",,"","checkpoint","1 photo required of Access Area"
"checkpoint-no-status",,"","checkpoint","Details of Rail Carriages/Cable Travellers"
"select","e64fb688-5f88-58ac-a761-ee142bdb13e1","","dropdown","Has the Rail Carriages/Cable Travellers been left on site","Yes, No",,
"label","09d4b280-ffd0-5382-8504-c7adb1ec24a9","","note","Comment why not if 'no' selected",,,
"checkpoint-status",,"","checkpoint","1 photo required of carriages/travellers"

"checklist-flat",,"","checklist","Rail Checklist","",,,9,"Yes","Rail Checklist","76ab5327-a0fd-44de-acf4-8ce2155929cc"
"checkpoint-status",,"","checkpoint","Confirm the structure is in accordance with the details supplied by PBI"
"label","e8290b74-d9f4-4fff-8ae6-12b9cea20415","","note","If FAILED add brief explanation in comments and click below to email PM",,,
"holdpoint",,"","signoff","EMAIL PM"
"checkpoint-status",,"","checkpoint","Photo taken of Engraved Line Plate / ID Tag"
"checkpoint-status",,"","checkpoint","Video taken of system"
