type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP - Thin Asphalt Construction,itp,,,,,,
section,1.0 Pre-Commencement Activities (Design suitability),,,,,,,
checkpoint,1.1 - Treatment Design confirmed,,,,,,,
label,Frequency - Pre site works,,,,,,,
label,Criteria Notes - Treatment Design approved by Principal,,,,,,,
label,Contractor - H,,,,,,,
label,Records & Remarks - Principal approval signature on Design document,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.2 - Renewal Quality Plan,,,,,,,
label,Frequency - Pre site works,,,,,,,
label,Criteria Notes - RQP approved by Principal,,,,,,,
label,Contractor - H,,,,,,,
label,Records & Remarks - Principal approval signature on RQP,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.3 - Asphalt JMF confirmed,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27 & P11 Mix design report submitted to NZTA",,,,,,,
label,Frequency - Pre site works,,,,,,,
label,Criteria Notes - Design meets specification requirements and is approved by Principal,,,,,,,
label,Principals Rep - H,,,,,,,
label,Records & Remarks - Contractor's asphalt designer has signed JMF report,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.4 - Underground and surface utilities identified and accounted for in design,,,,,,,
label,Frequency - Pre site works,,,,,,,
label,Criteria Notes - Existing utility owners contacted and acknowledgement of proposed works. ,,,,,,,
label,○ Service lid condition and levels confirmed suitable for proposed works.,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Included in Asphalt Design Report,,,,,,,
checkpoint,1.5 - Traffic Management,,,,,,,
label,Applicable Standard & Acceptance Criteria - TMP checked and approved,,,,,,,
label,○ Plans approved ,,,,,,,
label,○ Current EED (if applicable),,,,,,,
label,Frequency - Before traffic management set up,,,,,,,
label,Criteria Notes - Hold point - No traffic management is to be set up until TMP has been checked and approved,,,,,,,
label,Contractor - H,,,,,,,
label,Records & Remarks - Includer approved TMP,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.6 - Notification of intention to start work,,,,,,,
label,Applicable Standard & Acceptance Criteria - Letter drop to local residents. Greater consultation where required,,,,,,,
label,Frequency - Before work commences,,,,,,,
label,Criteria Notes - Hold point - No physical work is to be commenced on site until notification has been sent  no later than 24 hours of establishing on site.,,,,,,,
label,Contractor - H,,,,,,,
label,Records & Remarks - letter drops,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,1.7 - Pavement Marking Records,,,,,,,
label,Applicable Standard & Acceptance Criteria - Measure existing markings to aid reinstatement,,,,,,,
label,Frequency - Measure existing markings to aid reinstatement,,,,,,,
label,Criteria Notes - Hold point - No physical work is to be commenced on site until notification has been sent  no later than 24 hours of establishing on site.,,,,,,,
label,Contractor - H,,,,,,,
label,Records & Remarks - Site Measure or Video Viewer,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,HP – Asphalt design verified for site commencement,,,,,,,
label,Criteria Notes - Contractor checklist copied to Principal,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Pre-commencement checklist signed and filed,,,,,,,
section,2.0 Material - Source Properties Compliance,,,,,,,
checkpoint,2.1 - Binder content,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27 and P11 IANZ accredited test cert",,,,,,,
label,Frequency - 1 per 200t at asphalt plant,,,,,,,
label,Criteria Notes - Individual Test Result: ± 0.5,,,,,,,
label,○ Mean of Three Test Results: ± 0.3,,,,,,,
label,Principals Rep - W,,,,,,,
label,"Records & Remarks - Test report reviewed for compliance , filed and copy sent to Principal",,,,,,,
checkpoint,2.2 - Particle Size Distribution,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27 and P11 IANZ accredited test cert",,,,,,,
label,Frequency - 1 per 200t at asphalt plant,,,,,,,
label,Criteria Notes - Refer to Table 5.3,,,,,,,
label,Principals Rep - W,,,,,,,
label,"Records & Remarks - Test report reviewed for compliance , filed and copy sent to Principal",,,,,,,
checkpoint,2.3 - Max. Specific Gravity (MSG) of mix,,,,,,,
label,Applicable Standard & Acceptance Criteria - IANZ accredited test cert,,,,,,,
label,Frequency - 1 per 600t at asphalt plant,,,,,,,
label,Criteria Notes - Report,,,,,,,
label,Principals Rep - W,,,,,,,
label,"Records & Remarks - Test report reviewed for compliance , filed and copy sent to Principal",,,,,,,
checkpoint,2.4 - Air Voids at lab design compaction,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27 and P11 IANZ accredited test cert",,,,,,,
label,Frequency - 1 per 600t at asphalt plant,,,,,,,
label,"Criteria Notes - Individual Test Results: +2.0, -1.0",,,,,,,
label,"○ Mean of Three Test Results: +1.2, -0.6",,,,,,,
label,Principals Rep - W,,,,,,,
label,"Records & Remarks - Test report reviewed for compliance , filed and copy sent to Principal",,,,,,,
checkpoint,"HP – Material compliance confirmed (binder, & production properties)",,,,,,,
label,Criteria Notes - Material compliance checklist copied to Principal,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Asphalt material compliance checklist signed & filed,,,,,,,
section,3.0 Asphalt construction,,,,,,,
checkpoint,3.1 - Pre-AC Construction Site Checklist (week prior),,,,,,,
label,Frequency - Prior to AC Construction on each site,,,,,,,
label,Criteria Notes - No change from design report,,,,,,,
label,Records & Remarks - Record any issues noted,,,,,,,
checkpoint,3.2 - Go/No Go Checklist (within 24 hours),,,,,,,
label,Frequency - Prior to AC Construction on each site,,,,,,,
label,"Criteria Notes - Weather, readiness of materials and plant, air temperature, pavement temperature, surface compliance post milling, saturation, chipseal tack coat et al",,,,,,,
label,Contractor - H,,,,,,,
label,Principals Rep - W,,,,,,,
label,"Records & Remarks - Pre-commencement checklist (ie pre-start reqs, by foreman/crew manager)",,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,3.3 - Milling Insitu pavement,,,,,,,
label,Applicable Standard & Acceptance Criteria - String to determine specified depth achieved,,,,,,,
label,"Criteria Notes - Specified AC depth achievable, area covered, lane and shoulder width",,,,,,,
label,Contractor - DR,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.4 - Over Milling,,,,,,,
label,Applicable Standard & Acceptance Criteria - Renewals Manager and NZTA invited to inspect milled surface and agree need and extent of over-milling and infill.,,,,,,,
label,Frequency - Prior to pre-level,,,,,,,
label,Criteria Notes - On site measurements & photos,,,,,,,
label,Contractor - DR,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.5 - Pre-Level,,,,,,,
label,Applicable Standard & Acceptance Criteria - Renewals Manager and NZTA invited to inspect milled surface and agree pre-level extents,,,,,,,
label,Frequency - Prior to surfacing,,,,,,,
label,Criteria Notes - On site measurements & photos,,,,,,,
label,Contractor - DR,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.6 - Paving Method,,,,,,,
label,Applicable Standard & Acceptance Criteria - Paving plan to be completed prior to establish on site.,,,,,,,
label,Frequency - Prior to surfacing,,,,,,,
label,Criteria Notes - Paving Plan should be showing total paving runs with paving run width.,,,,,,,
label,Contractor - DR,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.7 - Tack / Chipseal,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27, P11",,,,,,,
label,Frequency - Each application pre paving,,,,,,,
label,Criteria Notes - Design report requirements met. Provide the specific tack coat chipseal and residual binder,,,,,,,
label,Contractor - DR,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.8 - Asphalt temperature,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27, P11",,,,,,,
label,Frequency - Every load on entry to site and again during compaction,,,,,,,
label,Criteria Notes - Reference QMP for set temperatures,,,,,,,
label,Contractor - DR,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.9 - Thickness Monitoring,,,,,,,
label,Applicable Standard & Acceptance Criteria - Confirm Pavement height will allow thickness required to be achieved.,,,,,,,
label,Frequency - Every 10 - 15 metres,,,,,,,
label,Criteria Notes - Dipping on paver runs,,,,,,,
label,Contractor - DR,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Site records,,,,,,,
checkpoint,3.10 - Construction trial where specified,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27, P11",,,,,,,
label,"Criteria Notes - Include a minimum trial area, width of the paver and width of the roller. Include joints, offsets and overlap areas.",,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Trial records reviewed & filed,,,,,,,
checkpoint,3.11 - Compaction TAC,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27, P11",,,,,,,
label,Frequency - Minimum Requirements For TAC,,,,,,,
label,"○ 1 Test per 300m² with 1 Core per 600m² on Mat , 1 Test per 100m Length with 1 core per 100m length on Joint.",,,,,,,
label,Criteria Notes - As per NZTA M10 Specification,,,,,,,
label,Contractor - DR,,,,,,,
label,Records & Remarks - Site / Lab records,,,,,,,
checkpoint,3.12 - Compaction SAC,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27, P12",,,,,,,
label,Frequency - As per NZTA M10 Specification,,,,,,,
label,Criteria Notes - As per NZTA M10 Specification,,,,,,,
label,Contractor - DR,,,,,,,
label,Records & Remarks - Site / Lab records,,,,,,,
checkpoint,3.13 - Post compaction testing,,,,,,,
label,Applicable Standard & Acceptance Criteria - Shape - NZTA M10 and M27 section 9.8 and P11.,,,,,,,
label,○ Levels - NZTA M10 and M27 section 10.2 and P11,,,,,,,
label,Frequency - Post AC Construction on each site,,,,,,,
label,Criteria Notes - Roughness - Where the length of the site or the geometry is such that a road roughness-measuring vehicle cannot be used then the straight edge can be used for checking the surface shape. ,,,,,,,
label,○ Not more than 5mm under a 3m Straight Edge. ,,,,,,,
label,○ Level - -0 < +5mm from Specified Level ,,,,,,,
label,○ Where there is Kerb and Channel shall be flush with or no more than 5mm above the LOC.,,,,,,,
label,Principals Rep - W,,,,,,,
label,Records & Remarks - Site records,,,,,,,
section,4.0 Post-construction,,,,,,,
checkpoint,4.1 - Construction Test Results - Cores,,,,,,,
label,"Applicable Standard & Acceptance Criteria - NZTA M10, M27 section 9.7 and P11",,,,,,,
label,Frequency - Average of 4 measurements per core,,,,,,,
label,Criteria Notes - Average Thickness > Specified Depth (Nominal),,,,,,,
label,Contractor - DR,,,,,,,
checkpoint,4.2 - Construction Test Results - Insitu density and air voids,,,,,,,
label,Applicable Standard & Acceptance Criteria - NZTA M10 and M27 section 9.9 and P11 IANZ accredited test cert.,,,,,,,
label,Criteria Notes - Insitu density and air voids as specified,,,,,,,
label,Contractor - DR,,,,,,,
checkpoint,4.3 - QA Handover,,,,,,,
