type,name,values,prefix,postfix,usage count,user addable,template name
checklist,QA - Basement Underslab,,,,,,
section,Area Prestart / Acceptance & Drawings,,,,,,
checkpoint-no-status,Zone / Area,,,,,,
text,Zone / Area,,,,,,
checkpoint,"Area ready for works (grids setout, area accessible and approval to start)",,,,,,
checkpoint,Current Dimensioned Slab Set Out Drawings numbers and revisions recorded,,,,,,
section,Under Slab Pipe install,,,,,,
checkpoint,Correct pipe laid to specified level and grade (all joints sealed correctly as specified),,,,,,
text,Zone / Area,,,,,,
text,Start Invert,,,,,,
text,Finish Invert,,,,,,
text,Grade of Pre-Line %,,,,,,
text,Product Type,,,,,,
checkpoint,Pipe supported,,,,,,
checkpoint,"Install Tests completed, reviewed & approved",,,,,,
text,Test method used,,,,,,
text,Duration,,,,,,
checkpoint,Local Authority Inspection Passed,,,,,,
text,Witnessed by,,,,,,
holdpoint,Signoff required,,,,,,
text,Representing (Company),,,,,,
text,Date,,,,,,
checkpoint,All relevant test plugs removed where applicable,,,,,,
checkpoint,Open ends sealed,,,,,,
checkpoint,"General photos, comments and observations",,,,,,
checkpoint,Pipe Laying Completed,,,,,,
text,Laid by,,,,,,
bool,Bedding Sound,,,,,,
bool,Soil Removed,,,,,,
bool,Trench Compacted,,,,,,
bool,Hard Filled,,,,,,
section,Area Completion/Signoff,,,,,,
checkpoint,Specified Protection Around All feeds/pipes penetrating slab,,,,,,
checkpoint,All Measurements Double Checked,,,,,,
checkpoint,As-Built Drawings recorded (drawing & revision number(s),,,,,,
checkpoint,"All relevant under slab works completed, reviewed and approved",,,,,,
text,Completion Date,,,,,,
,,,,,,,
checklist,QA - Manhole,,,,,,
section,Manhole Install,,,,,,
checkpoint,Latest consented drawings,,,,,,
text,Drawing Ref No.,,,,,,
checkpoint,Setout Completed checked and accurate,,,,,,
checkpoint,Excavation Accurate - Location & Depth,,,,,,
checkpoint,Ground conditions checked & acceptable,,,,,,
checkpoint,Bedding depth and material correct & compacted,,,,,,
checkpoint,Correct manhole installed to specified height and sitting level,,,,,,
checkpoint,Manhole Risers Installed (if applicable),,,,,,
checkpoint,Joints & connections correctly sealed as specified,,,,,,
checkpoint,Manhole benching completed and acceptable,,,,,,
checkpoint,Concrete Lid Installed and sitting appropriately,,,,,,
checkpoint,Cast Iron Lid Installed and sitting flush,,,,,,
checkpoint,Signoff on Completed Work (Council etc),,,,,,
section,Backfill,,,,,,
checkpoint,Backfill methodology and material confirmed,,,,,,
checkpoint,Any formwork/ debris removed from area,,,,,,
checkpoint,Any waterproofing/ drainage / service requirements completed and inspected,,,,,,
checkpoint,Approval given to commence backfill - attach any other relevant inspections and observations closedout,,,,,,
checkpoint,General photos and observations during backfill,,,,,,
checkpoint,Backfill completed correctly and heights checked/ correct,,,,,,
,,,,,,,
checklist ,QA - Main Water Reticulation,,,,,,
section,Cold Water Main,,,,,,
checkpoint-no-status,Zone / Area,,,,,,
text,Zone / Area,,,,,,
checkpoint,Connections welded/crimped correctly,,,,,,
checkpoint,Clip spacing to manufacturer's specs horizontal/ vertical,,,,,,
checkpoint,Lagging installed and neat,,,,,,
checkpoint,Labels installed,,,,,,
checkpoint,Correct valves fitted correctly,,,,,,
checkpoint,Seismic bracing completed,,,,,,
checkpoint,Tested,,,,,,
