"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Anomaly Repairs - R001","dynamic","anomaly repairs","r001","site qa"
,,"Anomaly Repairs - R002","dynamic","r002","anomaly repairs","site qa"
,,"Anomaly Repairs - R003","dynamic","r003","anomaly repairs","site qa"
,,"Anomaly Repairs - R004","dynamic","anomaly repairs","r004","site qa"
,,"Anomaly Repairs - R005","dynamic","anomaly repairs","r005","site qa"
,,"Anomaly Repairs - R006","dynamic","r006","anomaly repairs","site qa"
,,"Anomaly Repairs - R007","dynamic","r007","anomaly repairs","site qa"
,,"Anomaly Repairs - R008","dynamic","anomaly repairs","r008","site qa"
,,"Anomaly Repairs - R009","dynamic","anomaly repairs","r009","site qa"
,,"Anomaly Repairs - R010","dynamic","r010","anomaly repairs","site qa"
,,"Anomaly Repairs - R011","dynamic","anomaly repairs","r011","site qa"
,,"Anomaly Repairs - R012","dynamic","anomaly repairs","r012","site qa"
,,"Anomaly Repairs - R013","dynamic","r013","anomaly repairs","site qa"
,,"Anomaly Repairs - R014","dynamic","r014","anomaly repairs","site qa"
,,"Anomaly Repairs - R015","dynamic","anomaly repairs","r015","site qa"
,,"Anomaly Repairs - R016","dynamic","anomaly repairs","r016","site qa"
,,"Anomaly Repairs - R017","dynamic","r017","anomaly repairs","site qa"
,,"Anomaly Repairs - R018","dynamic","r018","anomaly repairs","site qa"
,,"Anomaly Repairs - R019","dynamic","anomaly repairs","r019","site qa"
,,"Anomaly Repairs - R020","dynamic","r020","anomaly repairs","site qa"
,,"Material Testing","dynamic","material testing","site qa"
,"Columns"
,,"SECTION 5 – CONSTRUCTION ACTIVITY – TNZ F/01:1997 SPECIFICATION FOR EARTHWORKS CONSTRUCTION",,"section 5 – construction activity – tnz f/01:1997 specification for earthworks construction"
,,"SECTION 6 – CONSTRUCTION ACTIVITY – TNZ B/02:2005 SPECIFICATION FOR CONSTRUCTION OF UNBOUND GRANULAR PAVEMENT LAYERS",,"section 6 – construction activity – tnz b/02:2005 specification for construction of unbound granular pavement layers"
,,"SECTION 4 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL",,"section 4 – material, personnel & third party approval"
,,"SECTION 7 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER)",,"section 7 – post construction (final inspection and handover)"

