resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,BUILDING-D,,,,,,,,
,,,,step,,,,Lower Ground ,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,RACF Kitchen,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,RACF Staff Room,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,RACF Training Room,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,RACF Clean Laundry,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,RACF Chef Desk Area,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,RACF RCM Office,,,,,
,,,,step,,,,, Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,RACF Kitchen,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,RACF Staff Room,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,RACF Training Room,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,RACF Clean Laundry,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,RACF Chef Desk Area,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,RACF RCM Office,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level 1,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Nurse Station,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Equipment Station,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Medication Room,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,D.O.N office,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,101,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,102,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,103,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,104,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,105,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,106,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,107,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,108,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,109,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,110,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,111,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,112,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,113,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,114,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,115,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Level 1 RACF- Dining,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Level 1 RACF- Lounge,,,,,
,,,,step,,,,, Ceiling Closure,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Nurse Station,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Equipment Station,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Medication Room,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,D.O.N office,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,101,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,102,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,103,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,104,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,105,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,106,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,107,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,108,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,109,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,110,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,111,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,112,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,113,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,114,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,115,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Level 1 RACF- Dining,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,Level 1 RACF- Lounge,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level 2,,,,,,,
,,,,step,,,,, Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Nurse Station,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Equipment Station,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,Medication Room,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,201,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,202,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,203,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,204,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,205,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,206,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,207,,,,,
