Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Wet Fire (Sprinkler Installation/Fitoff),,,,,,,,
,Scope,,,Wet Fire,,,,
,Rows,,,,,,,
,,Pre-Action Sprinkler Control Valve Assembly 2 (West),grouping,Pre-Action Sprinkler Control Valve Assembly 2 (West),,,,
,,PAV.H,,Sprinkler Installation/Fitoff,PAV.H,Pre-Action Sprinkler Control Valve Assembly 2 (West),Wet Fire,Leemark - Site QA
,,PAV.LV2,,Sprinkler Installation/Fitoff,PAV.LV2,Pre-Action Sprinkler Control Valve Assembly 2 (West),Wet Fire,Leemark - Site QA
,,Pre-Action Sprinkler Control Valve Assembly 1 (East),grouping,Pre-Action Sprinkler Control Valve Assembly 1 (East),,,,
,,PAV.DH1,,Sprinkler Installation/Fitoff,PAV.DH1,Pre-Action Sprinkler Control Valve Assembly 1 (East),Wet Fire,Leemark - Site QA
,,PAV.LV1,,Sprinkler Installation/Fitoff,PAV.LV1,Pre-Action Sprinkler Control Valve Assembly 1 (East),Wet Fire,Leemark - Site QA
,,PAV.DH2,,Sprinkler Installation/Fitoff,PAV.DH2,Pre-Action Sprinkler Control Valve Assembly 1 (East),Wet Fire,Leemark - Site QA
,,Ground Floor (FSW-ITR-100),grouping,Ground Floor (FSW-ITR-100),,,,
,,Circulation (Wet),,Sprinkler Installation/Fitoff,Circulation (Wet),Ground Floor (FSW-ITR-100),Wet Fire,Leemark - Site QA
,,Office,,Sprinkler Installation/Fitoff,Office,Ground Floor (FSW-ITR-100),Wet Fire,Leemark - Site QA
,,Level 1 (FSW-ITR-101),grouping,Level 1 (FSW-ITR-101),,,,
,,Circulation (Wet),,Sprinkler Installation/Fitoff,Circulation (Wet),Level 1 (FSW-ITR-101),Wet Fire,Leemark - Site QA
,,Office,,Sprinkler Installation/Fitoff,Office,Level 1 (FSW-ITR-101),Wet Fire,Leemark - Site QA
,,Level 2 (FSW-ITR-102),grouping,Level 2 (FSW-ITR-102),,,,
,,Circulation (Wet),,Sprinkler Installation/Fitoff,Circulation (Wet),Level 2 (FSW-ITR-102),Wet Fire,Leemark - Site QA
,,Office,,Sprinkler Installation/Fitoff,Office,Level 2 (FSW-ITR-102),Wet Fire,Leemark - Site QA
,,Level 2a (FSW-ITR-102a),grouping,Level 2a (FSW-ITR-102a),,,,
,,Office,,Sprinkler Installation/Fitoff,Office,Level 2a (FSW-ITR-102a),Wet Fire,Leemark - Site QA
,,Level 2b (FSW-ITR-102b),grouping,Level 2b (FSW-ITR-102b),,,,
,,Office,,Sprinkler Installation/Fitoff,Office,Level 2b (FSW-ITR-102b),Wet Fire,Leemark - Site QA
,,Level 3 (FSW-ITR-103),grouping,Level 3 (FSW-ITR-103),,,,
,,Circulation (Wet),,Sprinkler Installation/Fitoff,Circulation (Wet),Level 3 (FSW-ITR-103),Wet Fire,Leemark - Site QA
,,Office,,Sprinkler Installation/Fitoff,Office,Level 3 (FSW-ITR-103),Wet Fire,Leemark - Site QA
,,Roof (FSW-ITR-105),grouping,Roof (FSW-ITR-105),,,,
,,Office,,Sprinkler Installation/Fitoff,Office,Roof (FSW-ITR-105),Wet Fire,Leemark - Site QA
,Columns,,,,,,,
,,Sprinkler Rough-In - Latest consented drawings checked & referenced,,Latest consented drawings checked & referenced,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - Drawing & Revision #,Drawing & Revision #,Latest consented drawings checked & referenced,Sprinkler Rough-In,,,
,,"Sprinkler Rough-In - Area clear, tidy & accessible","Area clear, tidy and accessible",Latest consented drawings checked & referenced,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - Supports spacing & fixing as per AS2118,,Supports spacing & fixing as per AS2118,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - Pipework installed as per drawings,,Pipework installed as per drawings,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - Concealed space sprinklers installed,,Concealed space sprinklers installed,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - All ends blanked off/plugged for testing,,All ends blanked off/plugged for testing,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - Pipes left out,,Pipes left out,Sprinkler Rough-In,,,
,,Sprinkler Rough-In - Pipes left out - installed,Pipes left out - installed,Pipes left out,Sprinkler Rough-In,,,
,,Sprinkler Fit-Off - Latest consented drawings checked & referenced,,Latest consented drawings checked & referenced,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Drawing & Revision #,Drawing & Revision #,Latest consented drawings checked & referenced,Sprinkler Fit-Off,,,
,,"Sprinkler Fit-Off - Area clear, tidy and accessible","Area clear, tidy and accessible",Latest consented drawings checked & referenced,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Ceiling grid levelled,,Ceiling grid levelled,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Sprinklers installed as per drawings,,Sprinklers installed as per drawings,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Sprinkler Type & temperature as per drawings,,Sprinkler Type & temperature as per drawings,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - All escutcheon plates installed,,All escutcheon plates installed,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Areas not fitted-off,,Areas not fitted-off,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Areas not fitted-off - completed,Areas not fitted-off - completed,Areas not fitted-off,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Client Sign Off Sheets Complete,,Client Sign Off Sheets Complete,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Painting carried out,,Painting carried out,Sprinkler Fit-Off,,,
,,Sprinkler Fit-Off - Pressure Tested (refer ITR 401) - Completed,,Pressure Tested (refer ITR 401) - Completed,Sprinkler Fit-Off,,,
,,Works completed to spec./drawings,,Works completed to specification/drawings - Attach photos of work below,Completion,,,
,,Area left clean & tidy,Area left clean & tidy,Works completed to specification/drawings - Attach photos of work below,Completion,,,
