"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Area 1 - A01 - Accommodation Unit 1","dynamic","area 1","a01 - accommodation unit 1"
,,"Area 1 - A01/A02 - Accommodation Unit 1/2","dynamic","area 1","a01/a02 - accommodation unit 1/2"
,,"Area 1 - A02 - Accommodation Unit 2","dynamic","a02 - accommodation unit 2","area 1"
,,"Area 1 - A03 - Accommodation Unit 3","dynamic","area 1","a03 - accommodation unit 3"
,,"Area 1 - A03/A04 - Accommodation Unit 3/4","dynamic","area 1","a03/a04 - accommodation unit 3/4"
,,"Area 1 - A04 - Accommodation Unit 4","dynamic","area 1","a04 - accommodation unit 4"
,,"Area 1 - Msu - Management & Separates Unit","dynamic","area 1","msu - management & separates unit"
,,"Area 2 - Spo - Sports Hall","dynamic","area 2","spo - sports hall"
,,"Area 2 - Dcu - Dedicated Collections Unit","dynamic","area 2","dcu - dedicated collections unit"
,,"Area 2 - Ops - Operations, Support & Central Control","dynamic","area 2","ops - operations, support & central control"
,,"Area 2 - Vis - Prisoner Visits, Avl & Parole Board","dynamic","area 2","vis - prisoner visits, avl & parole board"
,,"Area 2 - Wha - Cultural Building - Whare","dynamic","area 2","wha - cultural building - whare"
,,"Area 3 - Ind - Workshops/Industries - Standard","dynamic","ind - workshops/industries - standard","area 3"
,,"Area 3 - Fm3 - Fm Store 3","dynamic","fm3 - fm store 3","area 3"
,,"Area 3 - Kit - Central Kitchen Facility","dynamic","kit - central kitchen facility","area 3"
,,"Area 3 - Lau - Central Laundry Facility","dynamic","lau - central laundry facility","area 3"
,,"Area 3 - Hr1 - Horticulture & Grounds Maintenance 1","dynamic","hr1 - horticulture & grounds maintenance 1","area 3"
,,"Area 3 - Hr2 - Horticulture & Grounds Maintenance 2","dynamic","hr2 - horticulture & grounds maintenance 2","area 3"
,,"Area 3 - Was - Waste Management & Recycling - Typical/General","dynamic","was - waste management & recycling - typical/general","area 3"
,,"Area 4 - Ins - Industry Search","dynamic","ins - industry search","area 4"
,,"Area 4 - Hro - Health, Receiving Office & Fm Store 2","dynamic","area 4","hro - health, receiving office & fm store 2"
,,"Area 4 - Mh1 – Mental Health (Csu & Tsu)","dynamic","area 4","mh1 – mental health (csu & tsu)"
,,"Area 4 - Mh2 – Mental Health (Isu & Smh)","dynamic","mh2 – mental health (isu & smh)","area 4"
,,"Area 4 - Pro - Programmes Facility","dynamic","pro - programmes facility","area 4"
,,"Area 5 - Ghs - Gatehouse","dynamic","ghs - gatehouse","area 5"
,,"Area 5 - Ut1 - Utilities 1","dynamic","area 5","ut1 - utilities 1"
,"Columns"
,,"Partition Framing",,"partition framing"
,,"Partition Lining",,"partition lining"
,,"Ceiling Framing",,"ceiling framing"
,,"Ceiling Lining",,"ceiling lining"

