type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP-234-RAIL-Ferris-ITP Track Removal & Construction,itp,,,,,ITP-234-RAIL-Ferris-ITP Track Removal & Construction Rev 1,
section,1. Referenced Documentation,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,
label,Document Title: ITP-234-Rail-Track Removal & Construction,,,,,,,
label,ITP Description: Track Removal & Construction,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 234-Rail,,,,,,,
label,Revision Number: 1,,,,,,,
label,Revision Date: 22/10/2024,,,,,,,
label,ITP created by: Jake Argentaro,,,,,,,
label,1.01 - Non Dependent,,,,,,,
label,"Reference - Ferris Road Track & Civil IFC Drawing Set MRP-DPK-103-00-CPW-0060, MRP-DPK-103-00-CPW-0063",,,,,,,
label,1.02 - Non Dependent,,,,,,,
label,Reference - NIST-2654 Ballast,,,,,,,
label,1.03 - Non Dependent,,,,,,,
label,Reference - NIST-2651 Sleepers and Fastenings,,,,,,,
label,1.04 - Non Dependent,,,,,,,
label,Reference - NIST-2650 Rail Use Laying and Adjustment,,,,,,,
label,1.05 - Non Dependent,,,,,,,
label,Reference - NIST-2630 Track Construction,,,,,,,
label,1.06 - Non Dependent,,,,,,,
label,Reference - NIST-2706 Track Geometry,,,,,,,
label,1.07 - Non Dependent,,,,,,,
label,Reference - NIST-2659 Earthworks and Drainage,,,,,,,
label,1.08 - Non Dependent,,,,,,,
label,Reference - NIST-2618 Track Design,,,,,,,
label,1.09 - Non Dependent,,,,,,,
label,Reference - NIFO-2650.5 Aluminothermic Weld Record,,,,,,,
label,1.10 - Non Dependent,,,,,,,
label,Reference - NIFO-2690.3 Certificate of Track for Operation,,,,,,,
section,2. Preliminaries,,,,,,,
checkpoint,2.01 - Obtain and submit Material Certificate of Compliance for Track Materials;,,,,,,,
label,– Track Rail,,,,,,,
label,– Track Sleepers,,,,,,,
label,– Track Jewellery,,,,,,,
label,– Geofabric,,,,,,,
label,– Ballast Matting,,,,,,,
label,– Ballast 60mm Aggregate,,,,,,,
label,– Welding Kits ,,,,,,,
label,– Welding Crucibles,,,,,,,
label,"Reference - IFC Drawing(s), Track Constrction Site Mudmap, Bill of Materials",,,,,,,
label,"Acceptance Criteria - Units to be free from damage, total and types of units for full set validated No signs of discoloration",,,,,,,
label,○ Attach: Manufactuer Cetificates of Compliance,,,,,,,
label,Method - Review Document,,,,,,,
label,Frequency - Once,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Site/Project Engineer,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.02 - Submit Welding Procedure/welding qualification welders Record,,,,,,,
label,"Reference - NIST-2650 Rail, AS 1085.20 Welding Rail Steels",,,,,,,
label,Acceptance Criteria - Qualified personnel & welding accordance with manufacturers specs.,,,,,,,
label,Method - Review Document,,,,,,,
label,Frequency - Once,,,,,,,
label,Category - HP,,,,,,,
label,Responsibility - Site/Project Engineer,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.03 - Inspect supplied items upon delivery,,,,,,,
label,Reference - Bill of Materials,,,,,,,
label,Acceptance Criteria - No damage or debris on components,,,,,,,
label,○ Validate total number and type of components matches drawing,,,,,,,
label,○ Attach: Photos on site;,,,,,,,
label, – Track Rail,,,,,,,
label, – Track Sleepers,,,,,,,
label, – Track Jewellery,,,,,,,
label, – Geofabric,,,,,,,
label, – Ballast 53mm Aggregate,,,,,,,
label, – Welding Kits ,,,,,,,
label, – Welding Crucibles,,,,,,,
label,"Method - Visual, Measure",,,,,,,
label,Frequency - Per delivery,,,,,,,
label,Category - IP,,,,,,,
label,Responsibility - Site/Project Engineer,,,,,,,
label,Verifying Documents - Material Inspection Report,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.04 - Confirm extent of track removal required for civil works,,,,,,,
label,"Reference - IFC Drawing(s), Track Constrction Site Mudmap",,,,,,,
label,"Acceptance Criteria - Extent of civil works and subsequent track removal to be confirmed in conjunction with MRPA civil team, limits of removal to be marked up on site",,,,,,,
label,○ Pre-removal survey of existing track alignment,,,,,,,
label,"Method - Visual, Measure",,,,,,,
label,Frequency - Once,,,,,,,
label,Category - IP,,,,,,,
label,Responsibility - Site/Project Engineer,,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
section,3. Construction / Installation Activities,,,,,,,
checkpoint,"3.01 - Deconstruct and remove track componends, including rail, sleepers, jewellery & ballast. Stockpile materials as required for reuse during construction",,,,,,,
label,"Reference - IFC Drawing(s), Track Constrction Site Mudmap",,,,,,,
label,Acceptance Criteria - Track structure to be removed to the designated limits as identified.,,,,,,,
label,○ Visual confirmation of removal on site,,,,,,,
label,"Method - Visual, Measure",,,,,,,
label,Frequency - Once,,,,,,,
label,Category - IP,,,,,,,
label,"Responsibility - Track Supervisor, Site/Project Engineer",,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.02 - Earthworks completed and site handed over from Civil Contractor,,,,,,,
label,Reference - NIST-2659 Earthworks and Drainage,,,,,,,
label,Acceptance Criteria - Confirmation of completion of underlying ITP(s),,,,,,,
textbox,Underlying ITP reference:,,,,,,,
label,○ Applicable: Stage 2 - Track Construction,,,,,,,
label,"Method - Visual, Measure",,,,,,,
label,Frequency - Once,,,,,,,
label,Category - IP,,,,,,,
label,"Responsibility - Track Supervisor, Site/Project Engineer",,,,,,,
label,Verifying Documents - This ITP,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,3.03 - Installlation of Bottom Ballast,,,,,,,
label,Reference - NIST-2654 Ballast,,,,,,,
label,Acceptance Criteria - Overal Minimum 300mm bottom ballast depth,,,,,,,
label,"○ Ballast to be placed in 150mm max layers. Layers to be compacted with 10 tonne smooth drum vibrating roller with minimum 3 passes, in areas where wheeled roller cannot access, ballast to be compated using a vibratory compaction plate",,,,,,,
label,○ Bottom Ballast to be left 20mm below final design level,,,,,,,
label,○ Tolerance: Under sleeper -0mm/+25mm. ,,,,,,,
label,○ Attach Site Photo: Installed Bottom Ballast Layer,,,,,,,
label,○ Applicable: Stage 2 - Track Construction,,,,,,,
label,"Method - Visual, Measure",,,,,,,
