type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Punch Window Frame Installation,,,,,,
section,Joinery Install,,,,,,
checkpoint,"Opening and Sill Acceptable, All elements approved as per drawings",,,,,,
checkpoint,Check the dimensions & Level,,,,,,
textbox,,,,,,,
checkpoint,Waterproofing (Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,
checkpoint,Check the joinery if there is any damage,,,,,,
checkpoint,Install the Sub-frame perimeter into the position with approved fixing,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,
checkpoint,Application of the Airseal Sealant w/ PE rod complete PHOTOS REQUIRED,,,,,,
textbox,,,,,,,
checkpoint,Install frames,,,,,,
checkpoint,Glazing rubber installed around frame and Unit. PHOTO REQUIRED,,,,,,
checkpoint,Install fixings and INTERNAL ANGLE to fixoff frames as per drawings PHOTO REQUIRED,,,,,,
checkpoint,Brick closer angle installed and sealed as per drawings PHOTO REQUIRED,,,,,,
section,Glass,,,,,,
checkpoint,Glass installed and no damaged glass,,,,,,
section,Wight Aluminium sign off,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,
