"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"First Fix to Walls - Level 0 - Overall Progress"
,"Scope",,
,"Rows"
,,"Zone 1","grouping","zone 1"
,,"Circulation - RAD - 0.004",,"zone 1","first fix to walls","level 0","circulation - rad - 0.004"
,,"Circulation - RAD - 0.005",,"zone 1","circulation - rad - 0.005","first fix to walls","level 0"
,,"Circulation - RAD - 0.006",,"zone 1","first fix to walls","level 0","circulation - rad - 0.006"
,,"Circulation - RAD - 0.007",,"zone 1","first fix to walls","level 0","circulation - rad - 0.007"
,,"Circulation - RAD - 0.008a - gridline 10 B-E",,"zone 1","first fix to walls","circulation - rad - 0.008a - gridline 10 b-e","level 0"
,,"Circulation - RAD - 0.008b - gridline E 8-10",,"zone 1","circulation - rad - 0.008b - gridline e 8-10","first fix to walls","level 0"
,,"Circulation - RAD - 0.008c - gridline E 10-12",,"circulation - rad - 0.008c - gridline e 10-12","zone 1","first fix to walls","level 0"
,,"Circulation - RAD - 0.009",,"circulation - rad - 0.009","zone 1","first fix to walls","level 0"
,,"Circulation - RAD - 0.011",,"circulation - rad - 0.011","zone 1","first fix to walls","level 0"
,,"Consult - RAD - 0.040",,"consult - rad - 0.040","zone 1","first fix to walls","level 0"
,,"Reporting - RAD - 0.073",,"reporting - rad - 0.073","zone 1","first fix to walls","level 0"
,,"Reporting - RAD - 0.074",,"zone 1","first fix to walls","level 0","reporting - rad - 0.074"
,,"Reporting - RAD - 0.075",,"zone 1","first fix to walls","level 0","reporting - rad - 0.075"
,,"Reporting - RAD - 0.076",,"zone 1","first fix to walls","level 0","reporting - rad - 0.076"
,,"Film/Study Area - RAD - 0.077",,"zone 1","film/study area - rad - 0.077","first fix to walls","level 0"
,,"WC ST - RAD - 0.078",,"zone 1","wc st - rad - 0.078","first fix to walls","level 0"
,,"WC ST - RAD - 0.079",,"zone 1","wc st - rad - 0.079","first fix to walls","level 0"
,,"STD Bay- Property Staff - RAD - 0.080",,"zone 1","first fix to walls","level 0","std bay- property staff - rad - 0.080"
,,"STD Staff Room - RAD - 0.081",,"std staff room - rad - 0.081","zone 1","first fix to walls","level 0"
,,"Nurse Work Area - RAD - 0.082",,"zone 1","first fix to walls","level 0","nurse work area - rad - 0.082"
,,"Hold - RAD - 0.101",,"hold - rad - 0.101","zone 1","first fix to walls","level 0"
,,"Hold - RAD - 0.102",,"hold - rad - 0.102","zone 1","first fix to walls","level 0"
,,"Hold - RAD - 0.103",,"zone 1","first fix to walls","level 0","hold - rad - 0.103"
,,"Hold - RAD - 0.104",,"zone 1","first fix to walls","level 0","hold - rad - 0.104"
,,"Hold - RAD - 0.105",,"zone 1","first fix to walls","hold - rad - 0.105","level 0"
,,"Hold - RAD - 0.106",,"zone 1","first fix to walls","level 0","hold - rad - 0.106"
,,"Hold - RAD - 0.107",,"hold - rad - 0.107","zone 1","first fix to walls","level 0"
,,"STD Patient Bay- Holding - RAD - 0.108",,"zone 1","std patient bay- holding - rad - 0.108","first fix to walls","level 0"
,,"STD WC PT - RAD - 0.109",,"zone 1","first fix to walls","level 0","std wc pt - rad - 0.109"
,,"Hold - RAD - 0.110",,"hold - rad - 0.110","zone 1","first fix to walls","level 0"
,,"Hold - RAD - 0.111",,"zone 1","hold - rad - 0.111","first fix to walls","level 0"
,,"Hold - RAD - 0.112",,"hold - rad - 0.112","zone 1","first fix to walls","level 0"
,,"Bay- Teapoint - RAD - 0.114",,"bay- teapoint - rad - 0.114","zone 1","first fix to walls","level 0"
,,"Staff Station - RAD - 0.115",,"staff station - rad - 0.115","zone 1","first fix to walls","level 0"
,,"Equip. - RAD - 0.117",,"zone 1","equip. - rad - 0.117","first fix to walls","level 0"
,,"Equip. - RAD - 0.118",,"equip. - rad - 0.118","zone 1","first fix to walls","level 0"
,,"Store-Equipment - RAD - 0.119",,"store-equipment - rad - 0.119","zone 1","first fix to walls","level 0"
,,"ENS - RAD - 0.120",,"ens - rad - 0.120","zone 1","first fix to walls","level 0"
,,"Scrub - RAD - 0.201",,"scrub - rad - 0.201","zone 1","first fix to walls","level 0"
,,"Sterile/Set-Up - RAD - 0.202/0.203",,"zone 1","sterile/set-up - rad - 0.202/0.203","first fix to walls","level 0"
,,"Control/Report - RAD - 0.204",,"zone 1","first fix to walls","level 0","control/report - rad - 0.204"
,,"Angio - RAD - 0.206",,"zone 1","angio - rad - 0.206","first fix to walls","level 0"
,,"Equipment - RAD - 0.207",,"equipment - rad - 0.207","zone 1","first fix to walls","level 0"
,,"WC/SHR ACC - RAD - 0.301",,"zone 1","first fix to walls","level 0","wc/shr acc - rad - 0.301"
,,"WC ACC - RAD - 0.302",,"wc acc - rad - 0.302","zone 1","first fix to walls","level 0"
,,"CH ACC - RAD - 0.304",,"zone 1","first fix to walls","level 0","ch acc - rad - 0.304"
,,"Fluoroscopy Room - RAD - 0.305",,"zone 1","first fix to walls","level 0","fluoroscopy room - rad - 0.305"
,,"Spect/CT Imaging Room - RAD - 0.402",,"zone 1","first fix to walls","level 0","spect/ct imaging room - rad - 0.402"
,,"Hot Lab - RAD - 0.403",,"zone 1","first fix to walls","level 0","hot lab - rad - 0.403"
,,"CH ACC - RAD - 0.706",,"zone 1","first fix to walls","level 0","ch acc - rad - 0.706"
,,"CH - RAD - 0.707",,"ch - rad - 0.707","zone 1","first fix to walls","level 0"
,,"HOLD - RAD - 0.708",,"zone 1","first fix to walls","level 0","hold - rad - 0.708"
,,"Resus/equip - RAD - 0.709/0.710",,"zone 1","first fix to walls","resus/equip - rad - 0.709/0.710","level 0"
,,"STD WC ACC - RAD - 0.711",,"std wc acc - rad - 0.711","zone 1","first fix to walls","level 0"
,,"Sub-Wait - RAD - 0.712",,"zone 1","sub-wait - rad - 0.712","first fix to walls","level 0"
,,"CH - RAD - 0.808",,"ch - rad - 0.808","zone 1","first fix to walls","level 0"
,,"Reporting - RAD - 0.809",,"zone 1","reporting - rad - 0.809","first fix to walls","level 0"
,,"Prep Bay - RAD - 0.810",,"zone 1","first fix to walls","level 0","prep bay - rad - 0.810"
,,"WC ACC - RAD - 0.812",,"zone 1","first fix to walls","level 0","wc acc - rad - 0.812"
,,"Bottle - RAD - 0.903",,"bottle - rad - 0.903","zone 1","first fix to walls","level 0"
,,"Linen - RAD - 0.904",,"linen - rad - 0.904","zone 1","first fix to walls","level 0"
