"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","/3","checklist-flat","Attach Drawings","","Miscellaneous/Attach Drawings",1,"790e3210-ffbf-4bc0-8540-0a211630b157"
"",,"checkpoint-no-value","Document Attached",,,,

"","f58c64ac-1313-4d51-8c43-646af854e2d7/1","checklist","Ceilings","","Ceilings",966,"fb853077-e1ca-4c0e-b0fb-28f156c76ae4"
"","acc3d382-dc8a-43f2-bf3f-88035796c642","section","QA - Hanlon Plumbing",,,,
"","38ddccc4-2483-4a33-aa2a-805132ac4958","checkpoint","Work complete and no further access needed",,,,
"","ee9226f2-3f6d-43f9-a7b6-9dab901bb9fa","checkpoint","Aconex field issues (defects) closed",,,,
"","023eb47c-16e4-4511-abdf-7fb734943cb0","section","QA - HelRimu",,,,
"","29cf5b7a-6cb4-4875-aac3-6380e7615ec6","checkpoint","Work complete and no further access needed",,,,
"","f379b931-211e-42cf-815e-cfeb0eb2dc95","checkpoint","Aconex field issues (defects) closed",,,,
"","ea300015-a566-4797-8502-063541a1b865","section","QA - Gilcom",,,,
"","870f61d0-6697-4d9f-a6f9-00a947f7055d","checkpoint","Work complete and no further access needed",,,,
"","dc667444-44f8-4eb2-99f1-d843f6b23d4f","checkpoint","Aconex field issues (defects) closed",,,,
"","d79d20ff-c0f8-4d47-9a06-3206b88183e6","section","QA - Rauland",,,,
"","7bafc6c3-a2dd-47f1-9fe3-773409f1f592","checkpoint","Work complete and no further access needed",,,,
"","39f17d99-87dc-4274-8c01-51b8815a1140","checkpoint","Aconex field issues (defects) closed",,,,
"","59448308-94de-4389-be95-6782275dce71","section","QA - Premier Fire",,,,
"","baf10844-67ff-42cb-b59d-6872064780c7","checkpoint","Work complete and no further access needed",,,,
"","5ba77b11-26cd-4376-87f2-db4f1478dec4","checkpoint","Aconex field issues (defects) closed",,,,
"","0b9dd80b-09a0-465d-b821-6fe89c563c47","section","QA - Data Talk",,,,
"","0de083f7-5938-4f7b-be37-f719617f00fe","checkpoint","Work complete and no further access needed",,,,
"","424731c2-d567-45af-a2de-368a1b5b8180","checkpoint","Aconex field issues (defects) closed",,,,
"","5e811389-bcb3-4424-a24a-7571ee0f0efb","section","QA - Lamson",,,,
"","9e9dcd67-b628-4ca3-bad3-78182bab3581","checkpoint","Work complete and no further access needed",,,,
"","c1b788a2-d546-4272-8a3f-bf7bcdd18657","checkpoint","Aconex field issues (defects) closed",,,,
"","baf6ef7a-2717-473a-bdb8-1a1fac64a37c","section","QA - VAE",,,,
"","0c1ac956-e697-4b73-820b-da4e21c0463e","checkpoint","Work complete and no further access needed",,,,
"","023b1c3d-b682-46df-941a-df237b9283ba","checkpoint","Aconex field issues (defects) closed",,,,
"","0a96b4a3-462f-4bf2-ae1a-0fa4b31821ed","section","QA - Contego",,,,
"","c3cb565a-51db-4363-824b-17db04986375","checkpoint","Fire rating complete and no further access needed",,,,
"","0890f526-dc1a-47f9-9e4a-6840c40a12a0","checkpoint","Aconex field issues (defects) closed",,,,
