Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Civil Progress,,,,,
,Scope,,,Civil,
,Rows,,,,
,,Civil,dynamic,Civil,Site QA
,Columns,,,,
,,Gas Installation completed,,Gas Installation completed,
,,Lightning Installation completed,,Lightning Installation completed,
,,Foul Installation completed,,Foul Installation completed,
,,Flushing Water Installation completed,,Flushing Water Installation completed,
,,HV Ducts Installation completed,,HV Ducts Installation completed,
,,Earthing Protection Installation completed,,Earthing Protection Installation completed,
,,Potable Water Installation completed,,Potable Water Installation completed,
,,Comms Installation completed,,Comms Installation completed,
,,Storm Installation completed,,Storm Installation completed,
,,Sub Soil Installation completed,,Sub Soil Installation completed,
,,Any onsite changes documented,,"Any onsite changes documented (Attach marked up drawings, etc)",
,,,,,
Foundations Progress,,,,,
,Scope,,,Foundations,
,Rows,,,,
,,Foundations,dynamic,Foundations,Site QA
,Columns,,,,
,,Site establishment completed,,Site establishment completed,
,,All Services located/isolated,,All Services located/ isolated (Pass once all services are located/isolated),
,,All demolition works completed/checked/approved,,"All demolition works completed, checked and approved",
,,"Survey work completed, checked & accurate",,"Survey work completed, checked and accurate",
,,Correct locations & RL's,,Excavation completed - Correct locations and RL's achieved,
,,Detailed excavation completed/reviewed/approved,,"Detailed excavation completed, reviewed and approved",
,,Concrete Pour completed,,Concrete Pour completed - All final checks and documentation completed and attached,
,,Waterproofing install completed/reviewed/approved,,"Waterproofing install completed, reviewed and approved to meet required specifications",
,,No blow outs,,No blow outs,
,,All framing completed correctly within tolerance,,All framing completed correctly within tolerance in respective area,
,,All subfloor services correctly installed,,All subfloor services correctly installed to respective area,
,,Retaining wall completed to required specifications,,Retaining wall completed to required specifications,
,,Waterproofing install completed/reviewed/approved,,"Waterproofing install completed, reviewed and approved to meet required specifications",
,,Site concrete pour completed & finish acceptable,,Site concrete pour completed and finish acceptable,
,,Blockwork wall(s) complete to required specification,,Blockwork wall(s) complete to required specification,
,,Backfill completed correctly & heights checked/correct,,Backfill completed correctly and heights checked/ correct,
,,Paint application complete - area inspected/checked/correct,,"Paint application complete - area inspected, checked and correct to required specification",
,,Panel install complete,,Panel install complete (checked location & level),
,,All piles completed,,All piles completed (locations and heights checked and correct within tolerance),
,,Concrete Pour completed,,Concrete Pour completed - All final checks and documentation completed and attached,
,,Load testing complete,,Load testing complete,
,,Set out confirmed,,Set out confirmed,
,,RL base isolator checked,,RL base isolator checked,
,,"General photos, comments & observations during drilling",,"General photos, comments and observations during drilling",
,,,,,
Foundation Services Progress,,,,,
,Scope,,,Foundation Services,
,Rows,,,,
,,Foundation Services,dynamic,Foundation Services,Site QA
,Columns,,,,
