type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITR-E-64 General Lighting,,,,,,,
section,Details,,,,,,,
checkpoint,General Lighting,,,,,,,
button,Check equipment and nameplate details are correct and in accordance with the data sheet and Equipment Schedule.,"Yes,N/A",,,,,,
button,No mechanical damage and paintwork in good condition.,"Yes,N/A",,,,,,
button,Operation of emergency lighting fixtures checked,"Yes,N/A",,,,,,
button,Mounting arrangement and degree unit is installed is correct,"Yes,N/A",,,,,,
button,External cabling is correctly installed and labelled.,"Yes,N/A",,,,,,
button,Battery run-down test per manufacturers specification,"Yes,N/A",,,,,,
button,Power / load balance on distribution board checked,"Yes,N/A",,,,,,
button,Operation of remote lighting control checked,"Yes,N/A",,,,,,
button,All spare entries blanked off with correct plugs.,"Yes,N/A",,,,,,
button,"Check item is suitably rated for area (E.g. IP rating, Ex rating)","Yes,N/A",,,,,,
button,Conforms to Specifications and Drawings.,"Yes,N/A",,,,,,
button,Insulation resistance of final sub-circuits checked,"Yes,N/A",,,,,,
button,Operation of photo-electric cell control checked,"Yes,N/A",,,,,,
button,Lighting pole is adequately earthed,"Yes,N/A",,,,,,
button,Circuit ID fitted to all light switches,"Yes,N/A",,,,,,
button,All fittings correctly labelled,"Yes,N/A",,,,,,
button,"All switching tested and confirmed as correct (two way, intermediate, on/off/auto etc","Yes,N/A",,,,,,
button,As-Built drawings completed ,"Yes,N/A",,,,,,
checkpoint,Lux Levels,,,,,,,
button,Lux levels meet minimum client specifications (Closed door and measure lux level at darkest point of personnel accessible area),"Yes,N/A",,,,,,
textbox,Lux Results:,,,,,,,
signoff,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,
,,,,,,,,
checklist,ITR-E-34A Low Voltage Switch Board,,,,,,,
section,Details,,,,,,,
checkpoint,Low Voltage Switch Board,,,,,,,
button,Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.,"Yes,N/A",,,,,,
button,Check holding down/mounting arrangement is correct.,"Yes,N/A",,,,,,
button,Check for mechanical damage.,"Yes,N/A",,,,,,
button,"Confirm that all temporary supports, jumpers and ties have been removed.","Yes,N/A",,,,,,
button,"Incoming cables correctly installed, terminated and supported.","Yes,N/A",,,,,,
button,Phase identification correct.,"Yes,N/A",,,,,,
button,Confirm that padlocking facilities are provided and operate correctly allowing all circuit breakers to be locked in the open position and safety shutters locked in the closed position.,"Yes,N/A",,,,,,
button,Confirm all cubicle doors can be opened without obstruction and minimum required clearances are retained,"Yes,N/A",,,,,,
button,Bus bar terminations tightened to specified torque,"Yes,N/A",,,,,,
button,"Confirm components, fuses etc. correctly sized and identified as per design drawings and Single Line Diagrams.","Yes,N/A",,,,,,
button,"Instruments, indication lamps and interlocks correct.","Yes,N/A",,,,,,
button,Ammeter and current transformer correctly installed.,"Yes,N/A",,,,,,
button,Check internals for cleanliness.,"Yes,N/A",,,,,,
button,"Check that Switchboard is correctly earthed.  Check door, escutcheon, gland plate, gland and frame. ","Yes,N/A",,,,,,
textbox,Test and confirm the earth resistance between switchboard and local earth system is less than 0.5ohms,,,,,,,
button,"All internal cabling and wiring neat, correct, and undamaged.","Yes,N/A",,,,,,
button,Unused cable entry sealed.,"Yes,N/A",,,,,,
button,Heaters correctly installed.,"Yes,N/A",,,,,,
button,Confirm that all insulating bushings and barriers are satisfactory.,"Yes,N/A",,,,,,
checkpoint,Check Busbar insulation resistance between earth and phases. For a duration of 60 seconds with the following voltages.,,,,,,,
label,System KV || Test V (dc) || Min IR Reading,,,,,,,
label,<1.0   ||   500   ||   10 MΩ,,,,,,,
label,<2.5   ||   1000   ||   50 MΩ,,,,,,,
label,< 4.6   ||   2500   ||   100 MΩ,,,,,,,
label,>4.6   ||   5000   ||   250 MΩ,,,,,,,
textbox,L1 - Earth,,,mega ohms,,,,
textbox,L2 - Earth,,,mega ohms,,,,
textbox,L3 - Earth,,,mega ohms,,,,
textbox,L1 - L2,,,mega ohms,,,,
textbox,L1 - L3,,,mega ohms,,,,
textbox,L2 - L3,,,mega ohms,,,,
textbox,N - Earth,,,mega ohms,,,,
signoff,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,
,,,,,,,,
checklist,ITR-E-40A Bus Bar,,,,,,,
section,Details,,,,,,,
checkpoint,Bus Bar,,,,,,,
button,Check entire Bus Bar and confirm there is no damage,"Yes,N/A",,,,,,
textbox,Verify zone bus-bar is rated for,,,,,,,
note,Please attatch photo of Bus Bar,,,,,,,
button,Bus Bar alignment is correct,"Yes,N/A",,,,,,
button,Confirm all jointing bolts are present and have been torque tested in accordance with the manufacturer and design requirements.,"Yes,N/A",,,,,,
label,Acceptable Bus Bar Torque Settings:,,,,,,,
label,Bolt: M6 || M8 || M10 || M12 || M16,,,,,,,
label,Torque: 10Nm || 20Nm || 30Nm || 40Nm || 60Nm,,,,,,,
button,Confirm all transit packing and preservation materials have been removed.,"Yes,N/A",,,,,,
button,Confirm Bus Bar clearances conform to manufactures and design requirements.,"Yes,N/A",,,,,,
button,Confirm all Bus Bars are secure within the supports.,"Yes,N/A",,,,,,
textbox,Record the total number of bus bar joints.,,,,,,,
signoff,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,
,,,,,,,,
checklist,ITR-I-21A - Instrument and COntrol Cables,,,,,,,
section,Details,,,,,,,
checkpoint,Instrument and Control Cable,,,,,,,
button,"Verify cable type, size, colour code and tags are in accordance with the Cable Schedule.","Yes,N/A",,,,,,
button,"Check dressing / cleating, cable undamaged","Yes,N/A",,,,,,
button,Cable mechanically protected,"Yes,N/A",,,,,,
button,Cable terminated with correct lugs and crimped with the correct die.,"Yes,N/A",,,,,,
button,Screen correctly made off,"Yes,N/A",,,,,,
button,Glanding / Locknuts correctly installed.,"Yes,N/A",,,,,,
textbox,Gland type - from:,,Haz. Area Rating,,,,,
textbox,Haz. Area Cert Details.,,,,,,,
textbox,Gland type - to:,,Haz. Area Rating,,,,,
textbox,Haz. Area Cert Details.,,,,,,,
textbox,Confirm spare cores and shields are terminated and conform to drawings and client spec.,,,,,,,
checkpoint,Electrical Checks,,,,,,,
textbox,"Record test results: Insulation Resistance, Continuity, Bonding, Other.",,,,,,,
signoff,Installed by:,,,,,,,
checkpoint,Client Representative,,,,,,,
signoff,Client Representative:,,,,,,,
,,,,,,,,
checklist,Electrical Safety Ceritificate (ESC),,,,,,,
section,Details,,,,,,,
checkpoint,Please upload Electrical Safety Certificate here when complete (ESC),,,,,,,
,,,,,,,,
checklist,ITR-I-01 Fire and Gas Detection Alarms,,,,,,,
section,Details,,,,,,,
checkpoint,Fire and Gas detection alarms,,,,,,,
textbox,Make and Model,,,,,,,
textbox,Type,,,,,,,
button,Location correct as per drawings,"Yes,N/A",,,,,,
button,Component & Type / Model correct per equipment schedule,"Yes,N/A",,,,,,
button,Cable connection & termination correct,"Yes,N/A",,,,,,
button,Installation free of mechanical damage and clean,"Yes,N/A",,,,,,
button,Glanding correct and spare entries plugged with correctly rated plug,"Yes,N/A",,,,,,
button,E.O.L Installation,"Yes,N/A",,,,,,
button,Test tubing installation,"Yes,N/A",,,,,,
button,Detection Path Clear,"Yes,N/A",,,,,,
checkpoint,Inspection,,,,,,,
textbox,Tag No.,,,,,,,
textbox,RX Tag No:,,,,,,,
button,Area Classification correct,"Yes,N/A",,,,,,
textbox,Hazardous Area Certificate:,,,,,,,
textbox,Detector Type:,,,,,,,
textbox,Gas Type:,,,,,,,
textbox,Supply Voltage:,,,,,,,
textbox,Output Signal:,,,,,,,
checkpoint,Functional Check,,,,,,,
