Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
64faf6b9-013f-5a51-aaf5-d16b92dca9ea,,not-started,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,2 BED (03.A.014),Pre Ceiling Sign off,Medical Gas - MEDGAS SYSTEMS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
a3a14c57-4fe5-5b4c-a938-f342302bc5e2,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,WS PPE (03.A.015),Pre Sheet Sign off,Medical Gas - DE-ELLIS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
c6135501-4519-5f9e-8db5-b1a6ff667c63,,not-started,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,WS PPE (03.A.015),Pre Ceiling Sign off,Medical Gas - MEDGAS SYSTEMS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
a243cc26-f248-5559-ae05-c9a96a9e48f7,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Rough-in complete
8d42d979-3889-5028-9082-8c6792b90825,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Cut outs marked
0c1116d9-ab07-5c84-91a7-d3fa31471985,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Pressure boxes installed
c1978bd9-4b81-5c19-9a47-3b141d3194f7,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Pressure box rough-in sealed
0383a734-da4f-57d1-81a6-5907540519f1,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Access panel / Valve box locations framed as marked
35d6b1a6-8594-53a0-a104-1a2f372fff01,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Noggins installed as marked
fe3498e9-9146-5ac4-b0a7-1085c567f1c0,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Sheet Sign off,Medical Gas - DE-ELLIS,Subcontractor presheet works complete (S/C to sign)
a2485820-de13-581f-8486-6bea5b26287a,,not-started,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,BMEQ (03.A.016),Pre Ceiling Sign off,Medical Gas - MEDGAS SYSTEMS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
