Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
489d394e-637d-56a4-876b-de7274bc69aa,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Rough-in complete
fddf1be5-5d77-5d30-98a6-3ef54fffbeba,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Pressure boxes installed
f7a6c098-5e3a-5891-97ee-1e6be30ed695,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Pressure box rough-in sealed
6062c606-675b-553e-b6ca-5c8fcfd48957,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Fire rated boxes installed
8dc2ddf6-0ac6-5ca2-8913-c92815995413,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Cut outs marked
80d2983c-b778-5552-b6d0-e99401da458c,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Noggins installed as marked / TV support
c0f0c564-0ce1-5c3f-89ee-17648041a675,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Sheet Sign off,AV - SKS,Subcontractor presheet works complete (S/C to sign)
d90d58b8-7475-561d-9328-326023a5647c,,not-started,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,ENS (03.A.013),Pre Ceiling Sign off,Non Medical AV - SKS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
22653539-99a8-5a6c-b13d-8af0135e0cc5,,not-applicable,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,2 BED (03.A.014),Pre Sheet Sign off,AV - SKS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
81948635-cf0a-51bc-b9ca-0ed8f2d57399,,not-started,,checkpoint,TRUE,TRUE,Building A,Level 3,Area A.1,2 BED (03.A.014),Pre Ceiling Sign off,Non Medical AV - SKS,"PASS if you have work in this room and have completed all checks below - mark NOT APPLICABLE / N/A if you do not have work in this room - if FAIL, add comments"
