Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
2118d4bd-d4d1-5835-b958-096ee414788c,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,STAIR (03.B.036),Pre Sheet Sign off,AV - SKS,Sign Off
68a515c1-8af1-5174-a096-d081f30edd44,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,STAIR (03.B.036),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
54072548-131e-51be-9b14-2fc42cc2e5fb,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,STAIR PRESS (03.B.087),Pre Sheet Sign off,AV - SKS,Sign Off
bff4389e-7faa-5509-9558-33b483d9c116,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,STAIR PRESS (03.B.087),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
42ffd977-b955-52c8-83e3-9c8dff386044,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,HAEMATOLOGY LAB (03.B.384),Pre Sheet Sign off,AV - SKS,Sign Off
e523663f-50de-5694-a8e6-1dbb92cd021b,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,HAEMATOLOGY LAB (03.B.384),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
f313b574-9c4d-528d-a4aa-9836a9691dae,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,LABORATORY HISTOLOGY/CYTOLOGY (03.B.385),Pre Sheet Sign off,AV - SKS,Sign Off
97682a74-afb7-57c6-975c-b34942719763,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,LABORATORY HISTOLOGY/CYTOLOGY (03.B.385),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
8895a404-c23d-5e6f-ba2b-bf9d0f0d1e81,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,GENETICS LABORATORY (03.B.386),Pre Sheet Sign off,AV - SKS,Sign Off
7bf89f8f-e53b-56ac-86b7-9ae1ac1d8e2b,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,GENETICS LABORATORY (03.B.386),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
848ffd46-eb93-5132-9bf6-a201582bb0c1,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,BLOOD BANK & LAB (03.B.387),Pre Sheet Sign off,AV - SKS,Sign Off
883e5ff0-07f7-5fe1-b2c5-589ea5f9f76c,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,BLOOD BANK & LAB (03.B.387),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
33adea4c-13be-544f-be2f-ed084f301f43,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,RECEPT (03.B.388),Pre Sheet Sign off,AV - SKS,Sign Off
9a33a091-28ba-591c-a188-ca912043a6bf,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,RECEPT (03.B.388),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
3a4fa782-0ce9-5923-a555-4f40655dd065,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P (03.B.389),Pre Sheet Sign off,AV - SKS,Sign Off
f96e3afc-a1d7-56f8-854e-a8b4f6e5cb21,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P (03.B.389),Pre Ceiling Sign off,Non Medical AV - SKS,Sign off
