Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
77bdb95c-a306-595e-aa44-3f2da1199c1f,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,STAIR PRESS (03.B.087),Pre Sheet Sign off,Nurse Call,Sign Off
6ad8cf07-d35d-531f-bd24-56462414b0a0,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,STAIR PRESS (03.B.087),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
3d992db6-1d41-5b01-bfcf-d97041701c84,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,HAEMATOLOGY LAB (03.B.384),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
54b72eb1-2233-5b32-b4ab-edb94c627902,,not-started,,signoff,TRUE,TRUE,Building B,Level 3,Area A,GENETICS LABORATORY (03.B.386),Pre Sheet Sign off,Nurse Call,Sign Off
07407e85-bcc1-55b5-a5a6-b6161680cd76,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,GENETICS LABORATORY (03.B.386),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
84ff2e73-0d9b-58a6-b229-088fcb65d999,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,BLOOD BANK & LAB (03.B.387),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
46962b35-4fcb-5927-8f03-95e3ab1291ef,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,RECEPT (03.B.388),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
1b4be3d9-e107-5ff5-b87c-4d39e1b7bf6b,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P (03.B.389),Pre Sheet Sign off,Nurse Call,Sign Off
8035d3bf-b657-5e67-ab3a-4839083ebe1f,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P (03.B.389),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
53d80203-f821-5dae-8e9d-d1a7297d5a74,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P (03.B.390),Pre Sheet Sign off,Nurse Call,Sign Off
cd103c13-1bf5-5c98-82a7-69ee7b919f11,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P (03.B.390),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
7576e733-377f-501a-8c6e-56331e953b68,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,COLLAB (03.B.391),Pre Sheet Sign off,Nurse Call,Sign Off
4a2d006d-ae2d-59e5-9443-8831f56dbd1d,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,COLLAB (03.B.391),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
57ece481-3b8f-5944-92c5-7bc08a9319fd,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,MEET M (03.B.392),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
044794a1-41d7-538c-ac7f-86f4dcf1ab19,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,ST PCOPY (03.B.393),Pre Sheet Sign off,Nurse Call,Sign Off
6902665d-1112-58f4-a774-5b7a72230426,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,ST PCOPY (03.B.393),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
9d7bf193-3ebf-59c8-8840-7df2d1e6e29b,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P HIST (03.B.394),Pre Sheet Sign off,Nurse Call,Sign Off
8c062780-4669-50b6-8535-dfa8a157ce9d,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 1P HIST (03.B.394),Pre Ceiling Sign off,Nurse Call - DATA VOICE,Sign off
c67301ad-b3e7-5ece-a292-023f34fa114b,,not-applicable,,signoff,TRUE,TRUE,Building B,Level 3,Area A,OFF 2P (03.B.395),Pre Sheet Sign off,Nurse Call,Sign Off
