type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-207-CIV-Guard Rail (Supply and Install),itp,,,,,ITP-207-CIV-Guard Rail (Supply and Install) Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-207-CIV-Guard Rail (Supply and Install),,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Guard Rail (Supply and Install),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 207-CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 8/10/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Jason Quan/Derek Collins,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference: VicRoads Section 708 November 2018,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference: VicRoads Section 703 August 2021,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminary,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Accepted Products and material confirmation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Spec. Cl.708.04,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Only safety barrier products listed in VicRoads Road Design Note 06-04 shall be used.,,,,,,,,,,,,,,,,,,,,,,
label,"○ Check design drawing for correct type of barrier, transitions and/or end connection and any additional material component requirements",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each member material component,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Identification of guard fence components,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Spec. Cl.708.05 (a),,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - w-beam sections, both ends of posts and all plastic components of proprietary end treatments unotrusively and permanently marked in text not more than 20mm high with: name of manufacturer, batch number or date of manufacture and strength grade and base metal thickness of steel w-beams",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each member material component,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Obtain and submit Material Test Certificate of Compliance for the barrier systems,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - VicRoads Spec. Cl.708.05(b & c) AS/NZS 1594, AS1627, AS 4680 ISO/IEC 17025 a",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Treated in accordance with AS1627- Parts 1 & 4. All test reports shall be endorsed in accordance with the AS ISO/IEC 17025 accreditation for that laboratory.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Min 14 days prior to commencing, 1 per 1000m of material",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Obtain and submit Material Test Certificate of Compliance for the barrier systems,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 708.5 (c),,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - W-beams and terminal sections shall comply with AS/NZS1594 Grade HA350. Steel posts and blocks shall comply with AS/NZS1594 Grade HA250.,,,,,,,,,,,,,,,,,,,,,,
label,○ Steel posts and blocks shall be manufactured from steel which meets the requirements of AS/NZS 1594 Grade HA250.,,,,,,,,,,,,,,,,,,,,,,
label,○ Terminal sections and stiffener plates shall be manufactured from steel which meets the requirements of AS/NZS 1594 Grade HA350.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Min 14 days prior to commencing, 1 per 1000m of material",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.5 - Verification of Protective treament/ galvanisation records,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Spec. Cl.708.05(d),,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Surface preparation in accordance with AS1627 parts 1 & 4. and finished by Hot-dipped galvanizing in accordance with AS 4680 or for components of proprietary end treatments as per the manufacturer's recommendations/ requirements. All galv coatings to be smooth, adherent and free from stains, gross surface imperfections, markings, brand names and/or inclusions. Colour shall be uniform. Hot-dipped galvanized coating on bolts, nuts & washers shall comply with AS 1214",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Min 14 days prior to commencing, 1 per 1000m of material",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.6 - Concrete mix design,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - VicRoads Spec. Cl.703, Cl.708.05(g) AS1379",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Concrete to comply with the requirements of AS 1379 and VicRoads Section 703, for either:",,,,,,,,,,,,,,,,,,,,,,
label," (i) Portland cement-based concrete, N20 strength grade, or",,,,,,,,,,,,,,,,,,,,,,
label," (ii) Geopolymer binder-based concrete, 20 MPa strength grade.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencing,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Survey Set-out,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Project Spec. Cl.1190.07 IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Survey activities undertaken to ensure and validate that all Works meet level and location requirements within the tolerances as per the table 610.463 (November 2018) / 610.473 (March/June 2019) as applicable to the element.,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Commencing Excavation,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Obtain approval of location and length,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Spec. Cl.708.08 IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The required location and length of all guard fence shall be confirmed with the Superintendent.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to Installation,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,"3.3 - Install posts, rails and terminations",,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings, VicRoads Spec. Cl.708 .07(a & d) IFC Drawings",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Posts shall be installed to the depth, line and spacing shown on the drawings. Ensure line and level are within tolerance: true plan position of posts ±20mm, line of w-beams from vertical profile ±10mm, w-beams from horizontal alignment ±20mm, posts from vertical ±15mm, orientation of block and /or post to w-beam +0, -15mm, dimension of holes +50, -0mm, top of bolt head relative to w-beam +5, -0mm, top of rail shall be within 25mm of level and 50mm of line. Variations from specified line and level shall not occur at a rate exceeding 15 mm in any 5 m length.",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - During construction.,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.4 - Construct crushed rock base for maintenance strip,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - VicRoads Spec. Cl.708 .11, Cl.812",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Min 75mm thick class 3 CR, min 2% crossfall away from road. All bedding material used for cast in place concrete construction works shall be in accordance with Section 812 for Class 3 Crushed Rock",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - During construction.,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.5 - Construct concrete maintenance strip,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - VicRoads Spec. Cl.708.12a, Cl.708.5g, Cl.703.11",,,,,,,,,,,,,,,,,,,,,,
