type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist,ITP-079-CIV-PSDS-Unbound Flexible Pavement,itp,,,,,ITP-079-CIV-PSDS-Unbound Flexible Pavement Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-079-CIV PSDS-Unbound Flexible Pavement,,,,,,,,,,,,,,
label,ITP Description: PSDS-Unbound Flexible Pavement,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 079-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 2/05/2024,,,,,,,,,,,,,,
label,ITP created by: Victor Mira,,,,,,,,,,,,,,
label,ITP approved for use by: Aldrin Guinchoma,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: Reference Documents: IFC Drawings,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 173 (10/9/2008),,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 304 (13/8/13),,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 801 (19/07/18),,,,,,,,,,,,,,
label,1.5 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 812 (13/07/16),,,,,,,,,,,,,,
section,Preliminaries-Materials,,,,,,,,,,,,,,
checkpoint,2.1 Crushed Rock Mix Design,,,,,,,,,,,,,,
label,"REFERENCE: Section 304.03, Section 304.05, Section 812.04, Table 812.121",,,,,,,,,,,,,,
label,○ IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All crushed rock proposed for use shall be current registered mixes in accordance with VicRoads Code of Practice RC500.02 and conform to specified requirements applicable to that class of product.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Material conformance as per Table 812.121,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: NA,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: TeamBinder Material Approval Number,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries-Documentation,,,,,,,,,,,,,,
checkpoint,3.1 Subgrade Preparation,,,,,,,,,,,,,,
label,REFERENCE: 304.04,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Prior to placing subbase material, the subgrade shall meet the requirements of Section 204.",,,,,,,,,,,,,,
textbox,Reference: Subgrade Preparation/Type fill Lot Number:,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Underlying layer Lot number,,,,,,,,,,,,,,
checkpoint,3.2 Select Scale,,,,,,,,,,,,,,
label,"REFERENCE: Project Requirement Specifications, IFC Drawings",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Specify site specific scale:,,,,,,,,,,,,,,
textbox,"Enter: Site Specific Scale (A, B or C)",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Prior to Commencement, Each lot",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
section,Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,
checkpoint,4.1 Survey Set-out and Lot size,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings, Section 304.06",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Lot size shall be the lesser of 4000sqm or a days production.,,,,,,,,,,,,,,
label,○ Set out pegs are in place and clearly mark out limits of works as per IFC Drawings and VR 304.06.,,,,,,,,,,,,,,
label,○ ATTACH: LOT MARKED UP LOCATION ON THE IFC DRAWING (LOT MAP),,,,,,,,,,,,,,
label,"METHOD: Survey, Document Review, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,,,,,
checkpoint,5.1 Crushed Rock Delivery Dockets,,,,,,,,,,,,,,
label,REFERENCE: 304.04,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: A delivery docket for each load shall be issued to the Superintendent at the point of delivery. Check Delivery docket for compliance to the referenced Material Approval (Line Item 2.1),,,,,,,,,,,,,,
label,ATTACH: Delivery Docket(s),,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: Attached Docket, Sign ITP",,,,,,,,,,,,,,
checkpoint,5.2 Placement of Material,,,,,,,,,,,,,,
label,"REFERENCE: Section 304.03, Section 304.06, Section 304.08",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Place and compact layer. Surface finish is smooth and uniform. Free from segregated areas. ,,,,,,,,,,,,,,
label,○ Base layer shall not exceed 150mm. Subbase layer shall not exceed 200mm. Minimum layer thickness shall be 4 times the nominal size of the material.,,,,,,,,,,,,,,
label,"○ Water added to the pavement material shall be clean and substantially free from detrimental impurities such as oils, salts, acids, alkalis and vegetable substances.",,,,,,,,,,,,,,
label,○ At no location shall water pond on the surface of any pavement layer.,,,,,,,,,,,,,,
label,METHOD: Visual and Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
checkpoint,5.3 Construction - Jointing,,,,,,,,,,,,,,
label,REFERENCE: Section 304.07,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The layout of joints shall conform to the following requirements:,,,,,,,,,,,,,,
label,(a) material shall be spread in such a manner as to minimize the number of joints;,,,,,,,,,,,,,,
label,"(b) for all pavement layers, transverse joints in adjoining paver runs shall be offset by not less than 2 m;",,,,,,,,,,,,,,
label,(c) transverse joints shall be offset from one layer to the next by not less than 2 m;,,,,,,,,,,,,,,
label,(d) longitudinal joints shall be offset from one layer to the next by not less than 150 mm;,,,,,,,,,,,,,,
label,(e) longitudinal joints shall be located within 300 mm of the planned position of traffic lanes lines or within 300 mm of the centre of a traffic lane.,,,,,,,,,,,,,,
label,METHOD: Visual and Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
checkpoint,5.4 Compaction test (Frequency),,,,,,,,,,,,,,
label,REFERENCE: 304 .11 (b),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The Contractor shall initially test every lot for acceptance of compaction in accordance with the requirements of the Specification.,,,,,,,,,,,,,,
label,○ The Contractor may reduce the frequency of compaction testing to the minimum test frequency (One per 2 Lots).,,,,,,,,,,,,,,
label,○ Scales A and B: 6 samples,,,,,,,,,,,,,,
label,○ Scale C: 3 Samples,,,,,,,,,,,,,,
label,○ Pass: Tested,,,,,,,,,,,,,,
label,○ NA: Not Tested,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot Where applicable,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Sign ITP,,,,,,,,,,,,,,
checkpoint,5.5 Post Compaction Materials Testing (Frequency),,,,,,,,,,,,,,
label,REFERENCE: 304.11 (c ),,,,,,,,,,,,,,
