Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Level B1 - Zone 3,dynamic,Underside Level B1,On Site QA
,,Level 00 - Zone 1,dynamic,Underside Level 00,On Site QA
,,Level 00 - Zone 2,dynamic,Underside Level 00,On Site QA
,,Level 01 - Zone 1,dynamic,Underside Level 01,On Site QA
,,Level 01 - Zone 2,dynamic,Underside Level 01,On Site QA
,,Level 01 - Zone 3,dynamic,Underside Level 01,On Site QA
,,Level 03 - Zone 1,dynamic,Underside Level 03,On Site QA
,,Level 03 - Zone 2,dynamic,Underside Level 03,On Site QA
,,Level 04 - Zone 1,dynamic,Underside Level 04,On Site QA
,,Level 04 - Zone 2,dynamic,Underside Level 04,On Site QA
,,Level 05 - Zone 1,dynamic,Underside Level 05,On Site QA
,,Level 05 - Zone 2,dynamic,Underside Level 05,On Site QA
,,Level 06 - Zone 1,dynamic,Underside Level 06,On Site QA
,,Level 06 - Zone 2,dynamic,Underside Level 06,On Site QA
,,Level 07 - Zone 2,dynamic,Underside Level 07,On Site QA
,Columns,,,,
,,Precommencment,,Precommencment,
,,Sealer coat,,Sealer coat,
,,First Coat,,First Coat,
,,Final Coat Trims,,Final Coat Trims,
,,Final Coat Walls,,Final Coat Walls,
