type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,FC - S - Flashing installation,,,,,,FC - S - Flashing installation
checkpoint,Head flashing installed with sealant at windows and doors (STO system),,,,,,
checkpoint,Rainshield installed between joinery and lintel (brick),,,,,,
checkpoint,DPC and WANZ bar installed at the bottom of the joinery (see fixing) as per manufacturer's spec,,,,,,
checkpoint,Aluminium window jamb side flashings are installed,,,,,,
checkpoint,All flashing installed at windows and doors to specification & within tolerance in respective area(s) ,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,FC - S - Tapes,,,,,,FC - S - Tapes
checkpoint,3m taping around windows and sliders around the exterior framings as per the manufacturer specifications,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist,FC - S - Soffits ,,,,,,FC - S - Soffits 
section,Pre-Installation Checks,,,,,,
checkpoint,"Wiring in and anchored down for downlights, checked and accurate",,,,,,
checkpoint,Air Conditioning pre wire and pipe completed and acceptable ,,,,,,
checkpoint,Fire sprinklers droppers installed and acceptable,,,,,,
section,Soffits works checks,,,,,,
checkpoint,"Framing completed, checked and accurate including sheet joins/blocking",,,,,,
checkpoint,"Framing centre correct at 600mm centres, including set out to allow all sheets joints to be fully supported",,,,,,
checkpoint,"Villaboard installed, stopped and painted, checked and acceptable",,,,,,
checkpoint,Plaster installed as per spec and painted and acceptable ,,,,,,
checkpoint,All soffits completed and acceptable,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
