Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Outstations,,,,,,
,Scope,,,,,
,Rows,,,,,
,,OS-A1-01,grouping,OS-A1-01,,
,,os fat,expanded,outstations,os-a1-01,os fat
,,os installation,expanded,os installation,outstations,os-a1-01
,,cable id: os-a1-01 / sla-dha1-01,expanded,cable id: os-a1-01 / sla-dha1-01,outstations,os-a1-01
,,cable id: sla-dha1-01 / sla-dha1-03,expanded,cable id: sla-dha1-01 / sla-dha1-03,outstations,os-a1-01
,,cable id: sla-dha1-03 / sla-dha1-05,expanded,outstations,cable id: sla-dha1-03 / sla-dha1-05,os-a1-01
,,cable id: sla-dha1-05 / sla-dha1-07,expanded,outstations,os-a1-01,cable id: sla-dha1-05 / sla-dha1-07
,,cable id: sla-dha1-07 / sla-dha1-09,expanded,outstations,os-a1-01,cable id: sla-dha1-07 / sla-dha1-09
,,cable id: sla-dha1-09 / sla-dha1-11,expanded,outstations,os-a1-01,cable id: sla-dha1-09 / sla-dha1-11
,,cable id: os-a1-01 / db-glp-ae-gl-01,expanded,cable id: os-a1-01 / db-glp-ae-gl-01,outstations,os-a1-01
,,cable id: os-a1-01 / db-glp-ae-gl-05,expanded,outstations,cable id: os-a1-01 / db-glp-ae-gl-05,os-a1-01
,,cable id: os-a1-01 / db-glp-ae-gl-09,expanded,cable id: os-a1-01 / db-glp-ae-gl-09,outstations,os-a1-01
,,hli cabling copper/fiber,expanded,outstations,os-a1-01,hli cabling copper/fiber
,,OS-A1-02,grouping,OS-A1-02,,
,,os fat,expanded,os-a1-02,outstations,os fat
,,os installation,expanded,os installation,os-a1-02,outstations
,,cable id: os-a1-02 / sla-dha1-02,expanded,os-a1-02,outstations,cable id: os-a1-02 / sla-dha1-02
,,cable id: sla-dha1-02 / sla-dha1-04,expanded,os-a1-02,outstations,cable id: sla-dha1-02 / sla-dha1-04
,,cable id: sla-dha1-04 / sla-dha1-06,expanded,cable id: sla-dha1-04 / sla-dha1-06,os-a1-02,outstations
,,cable id: sla-dha1-06 / sla-dha1-08,expanded,os-a1-02,cable id: sla-dha1-06 / sla-dha1-08,outstations
,,cable id: sla-dha1-08 / sla-dha1-10,expanded,os-a1-02,cable id: sla-dha1-08 / sla-dha1-10,outstations
,,cable id: os-a1-02 / db-glp-ae-gl-03,expanded,os-a1-02,outstations,cable id: os-a1-02 / db-glp-ae-gl-03
,,cable id: os-a1-02 / db-glp-ae-gl-07,expanded,os-a1-02,outstations,cable id: os-a1-02 / db-glp-ae-gl-07
,,cable id: os-a1-02 / db-café,expanded,os-a1-02,outstations,cable id: os-a1-02 / db-café
,,hli cabling copper/fiber,expanded,os-a1-02,outstations,hli cabling copper/fiber
,,OS-A2-01,grouping,OS-A2-01,,
,,os fat,expanded,outstations,os-a2-01,os fat
,,os installation,expanded,os installation,outstations,os-a2-01
,,cable id: os-a2-01 / sla-dha2-01,expanded,outstations,cable id: os-a2-01 / sla-dha2-01,os-a2-01
,,cable id: sla-dha2-01 / sla-dha2-03,expanded,outstations,os-a2-01,cable id: sla-dha2-01 / sla-dha2-03
,,cable id: sla-dha2-03 / sla-dha2-05,expanded,cable id: sla-dha2-03 / sla-dha2-05,outstations,os-a2-01
,,cable id: sla-dha2-05 / sla-dha2-07,expanded,outstations,cable id: sla-dha2-05 / sla-dha2-07,os-a2-01
,,cable id: sla-dha2-07 / sla-dha2-09,expanded,outstations,os-a2-01,cable id: sla-dha2-07 / sla-dha2-09
,,cable id: sla-dha2-09 / sla-dha2-11,expanded,outstations,os-a2-01,cable id: sla-dha2-09 / sla-dha2-11
,,cable id: os-a2-01 / db-glp-ah-gl-02,expanded,cable id: os-a2-01 / db-glp-ah-gl-02,outstations,os-a2-01
,,cable id: os-a2-01 / db-glp-ah-gl-06,expanded,cable id: os-a2-01 / db-glp-ah-gl-06,outstations,os-a2-01
,,cable id: os-a2-01 / db-glp-ah-gl-10,expanded,cable id: os-a2-01 / db-glp-ah-gl-10,outstations,os-a2-01
,,hli cabling copper/fiber,expanded,outstations,os-a2-01,hli cabling copper/fiber
,,OS-A2-02,grouping,OS-A2-02,,
,,os fat,expanded,outstations,os-a2-02,os fat
,,os installation,expanded,os installation,outstations,os-a2-02
,,cable id: os-a2-02 / sla-dha2-02,expanded,outstations,os-a2-02,cable id: os-a2-02 / sla-dha2-02
,,cable id: sla-dha2-02 / sla-dha2-04,expanded,outstations,os-a2-02,cable id: sla-dha2-02 / sla-dha2-04
,,cable id: sla-dha2-04 / sla-dha2-06,expanded,outstations,os-a2-02,cable id: sla-dha2-04 / sla-dha2-06
,,cable id: sla-dha2-06 / sla-dha2-08,expanded,cable id: sla-dha2-06 / sla-dha2-08,outstations,os-a2-02
,,cable id: sla-dha2-08 / sla-dha2-10,expanded,cable id: sla-dha2-08 / sla-dha2-10,outstations,os-a2-02
,,cable id: os-a2-02 / db-glp-ah-gl-04,expanded,cable id: os-a2-02 / db-glp-ah-gl-04,outstations,os-a2-02
,,cable id: os-a2-02 / db-glp-ah-gl-08,expanded,cable id: os-a2-02 / db-glp-ah-gl-08,outstations,os-a2-02
,,cable id: os-a2-02 / a-pv-db-ae-gf-01,expanded,outstations,os-a2-02,cable id: os-a2-02 / a-pv-db-ae-gf-01
,,hli cabling copper/fiber,expanded,outstations,os-a2-02,hli cabling copper/fiber
,,OS-A3-01,grouping,OS-A3-01,,
,,os fat,expanded,os-a3-01,outstations,os fat
,,os installation,expanded,os-a3-01,os installation,outstations
,,cable id: os-a3-01 / mw-dcw-s-01 _c1,expanded,os-a3-01,cable id: os-a3-01 / mw-dcw-s-01 _c1,outstations
,,cable id: os-a3-01 / mw-dcw-s-05_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / mw-dcw-s-05_c1
,,cable id: os-a3-01 / mw-ps-xx-01 _c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / mw-ps-xx-01 _c1
,,cable id: os-a3-01 / mw-ps-xx-02 _c1,expanded,os-a3-01,cable id: os-a3-01 / mw-ps-xx-02 _c1,outstations
,,cable id: os-a3-01 / wm-dcw-s-06 _c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-dcw-s-06 _c1
,,cable id: os-a3-01 / wm-dcw-s-07 _c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-dcw-s-07 _c1
,,cable id: os-a3-01 / wm-rw-s-03 _c1,expanded,cable id: os-a3-01 / wm-rw-s-03 _c1,os-a3-01,outstations
,,cable id: os-a3-01 / wm-dcw-s-03_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-dcw-s-03_c1
,,cable id: os-a3-01 / wm-rw-s-02_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-rw-s-02_c1
,,cable id: os-a3-01 / wm-dcw-s-rwp-01_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-dcw-s-rwp-01_c1
,,cable id: os-a3-01 / wm-rw-s-rwp-01_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-rw-s-rwp-01_c1
,,cable id: os-a3-01 / wm-dcw-s-09_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-dcw-s-09_c1
,,cable id: os-a3-01 / wm-sd-w-01 _c1,expanded,os-a3-01,cable id: os-a3-01 / wm-sd-w-01 _c1,outstations
,,cable id: os-a3-01 / wm-sd-w-02_c1,expanded,os-a3-01,cable id: os-a3-01 / wm-sd-w-02_c1,outstations
,,cable id: os-a3-01 / wm-sd-w-03_c1,expanded,os-a3-01,outstations,cable id: os-a3-01 / wm-sd-w-03_c1
,,cable id: os-a3-01 / trw-s-01_c1,expanded,os-a3-01,cable id: os-a3-01 / trw-s-01_c1,outstations
,,cable id: os-a3-01 / trw-s-01_c2,expanded,cable id: os-a3-01 / trw-s-01_c2,os-a3-01,outstations
,,cable id: os-a3-01 / fdb-ae-gl-01,expanded,os-a3-01,outstations,cable id: os-a3-01 / fdb-ae-gl-01
,,cable id: os-a3-01 / db-ev,expanded,os-a3-01,cable id: os-a3-01 / db-ev,outstations
,,cable id: os-a3-01 / lft-01,expanded,os-a3-01,outstations,cable id: os-a3-01 / lft-01
,,cable id: os-a3-01 / lft-02,expanded,os-a3-01,cable id: os-a3-01 / lft-02,outstations
,,cable id: os-a3-01 / rwp-rw-s-01,expanded,os-a3-01,cable id: os-a3-01 / rwp-rw-s-01,outstations
,,hli cabling copper/fiber,expanded,os-a3-01,outstations,hli cabling copper/fiber
