type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,DN1212-ITP-023 Earthing & Bonding,itp,,,,,DN1212-ITP-023 Earthing & Bonding,
section,1.0 - OH &S,,,,,,,
checkpoint,1.1 - The following document is to be submitted for review/approval: Safe Work Method Statement (SWMS),,,,,,,
label,Application Std. & Acceptance Criteria - AS/NZS ISO 480-1-2001 & project OH&S Management Plan,,,,,,,
label,Timing or Frequency - Prior to commencement,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
section,2.0 - ENVIRONMENTAL,,,,,,,
checkpoint,2.1 - Environmental: Environmental Control Plan,,,,,,,
label,Application Std. & Acceptance Criteria - AS/NZS ISO 14001-2000. Project Environmental Management Plan & Associated Sub-Plans.,,,,,,,
label,Timing or Frequency - Continuous,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
section,3.0 - MATERIAL RECEIPT,,,,,,,
checkpoint,3.1 - All major product items delivered to site shall be : Inspected on receipt then stored in designated area(s),,,,,,,
label,Application Std. & Acceptance Criteria - Construction Management Plan.,,,,,,,
label,Timing or Frequency - On receipt & Continuous,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - W,,,,,,,
section,4.0 - BONDING INSTALLATION,,,,,,,
checkpoint,4.1 - Balustrade Guard Conductor to PET Equpotential Earth Bar 35 mm2 Cu cable bonds,,,,,,,
label,Application Std. & Acceptance Criteria - IFC Bonding Plans; AKL Basic Design Drawings; Extraneous Bonding Layouts,,,,,,,
label,Timing or Frequency - PET Cabinet Bonds,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - X,,,,,,,
checkpoint,4.2 - Girder to Girder Bonds 50 mm2 Cu cable bonds,,,,,,,
label,Application Std. & Acceptance Criteria - IFC Bonding Plans; AKL Basic Design Drawings; Extraneous Bonding Layouts,,,,,,,
label,Timing or Frequency - Girder Bonds,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - X,,,,,,,
checkpoint,4.3 - Balustrade Guard Conductor to Balustrade Guard Conductor Bond 35 mm2 Cu cable bonds,,,,,,,
label,Application Std. & Acceptance Criteria - IFC Bonding Plans; AKL Basic Design Drawings; Extraneous Bonding Layouts,,,,,,,
label,Timing or Frequency - Ballustrades Guard Conductor Bonds,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - X,,,,,,,
checkpoint,4.4 - Connections & Terminations,,,,,,,
label,Application Std. & Acceptance Criteria - AKL Basic Design Drawings,,,,,,,
label,Timing or Frequency - At Procurement,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - X,,,,,,,
section,5.0 - BONDING CONTINUITY TESTS,,,,,,,
checkpoint,5.1 - Ensure correct Contnuity tester is used. DLRO (Digital Low Resistance Ohmmeter).,,,,,,,
label,Application Std. & Acceptance Criteria - E-SP-AE-61318 AEA Earthing and Bonding,,,,,,,
label,○ E-ST-AE-0101 AEA Earthing and Bonding Design Standards,,,,,,,
label,Timing or Frequency - Prior to test,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
checkpoint,5.2 - Ensure testing equipment is calibrated for use with photo evidence.,,,,,,,
label,Application Std. & Acceptance Criteria - E-SP-AE-61318 AEA Earthing and Bonding,,,,,,,
label,○ E-ST-AE-0101 AEA Earthing and Bonding Design Standards,,,,,,,
label,Timing or Frequency - Prior to test,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
checkpoint,5.3 - Tests shall be conduted at 10 amps and readings should be less than 0.5 ohms.,,,,,,,
label,"Application Std. & Acceptance Criteria - ≤ 0.5 ohms, AS/NZS 3000:2007",,,,,,,
label,Timing or Frequency - After Bonding,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
checkpoint,5.4 - Record Test results on ITR Bonding testing sheet.,,,,,,,
label,Application Std. & Acceptance Criteria - DNR-43032-NIMT-CHK-001-Rev0 - Homai Bonding Check Sheet,,,,,,,
label,Timing or Frequency - After Bonding,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
label,Comments - Test Failed.,,,,,,,
label,○ Need to retest once mortar has cured,,,,,,,
section,6.0 - Insulation Resistance Tests,,,,,,,
checkpoint,6.1 - Insulation Resistance test between bridge screen and concrete barrier at 1000V DC to provied result greater than 1M ohm.,,,,,,,
label,Application Std. & Acceptance Criteria - BECA-4323-10-HOMAI-RPT-001,,,,,,,
label,Timing or Frequency - After Installation,,,,,,,
label,Records & Remarks: Downer - W,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
checkpoint,6.2 - Ensure testing equipment is calibrated for use with photo evidence.,,,,,,,
label,Application Std. & Acceptance Criteria - E-SP-AE-61318 AEA Earthing and Bonding,,,,,,,
label,○ E-ST-AE-0101 AEA Earthing and Bonding Design Standards,,,,,,,
label,Timing or Frequency - Prior to test,,,,,,,
label,Records & Remarks: Downer - W,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
checkpoint,6.3 - Record Test results on ITR Bonding testing sheet.,,,,,,,
label,Application Std. & Acceptance Criteria - KR-43029-NAL-ITR-005-Rev0 - OLE Bonding Test Sheet,,,,,,,
label,○ KR-43029-NAL-ITR-028-Rev0 - OLE Bonding Check Sheet,,,,,,,
label,Timing or Frequency - After Bonding,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
checkpoint,6.4 - Record Test results on ITR Bonding testing sheet.,,,,,,,
label,Application Std. & Acceptance Criteria - DNR-43032-NIMT-CHK-002-Rev0 - Homai IR Check Sheet,,,,,,,
label,Timing or Frequency - After Bonding,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - R,,,,,,,
section,7.0 - AS CONSTRUCTED RECORDS,,,,,,,
checkpoint,7.1 - Relevant RFI(s).,,,,,,,
label,Application Std. & Acceptance Criteria - All RFIs closed,,,,,,,
label,Records & Remarks: Downer - R,,,,,,,
label,Records & Remarks: Alpha Rail - H,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,7.2 - Snags,,,,,,,
label,Application Std. & Acceptance Criteria - Snags to be rectified/addressed with evidence to be sent to engineer for confirmation to allow for close out,,,,,,,
checkpoint,7.3 - Record on Bonding Plans.,,,,,,,
label,Application Std. & Acceptance Criteria - IFC Bonding Plans,,,,,,,
label,Timing or Frequency - After Installation,,,,,,,
label,Records & Remarks: Downer - W,,,,,,,
label,Records & Remarks: Alpha Rail - W,,,,,,,
checkpoint,7.4 - COC issued no more than 20 days after works are completed.,,,,,,,
label,Application Std. & Acceptance Criteria - AS/NZS 3000:2007,,,,,,,
label,Timing or Frequency - After Installation,,,,,,,
label,Records & Remarks: Downer - H,,,,,,,
label,Records & Remarks: Alpha Rail - H,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,7.5 - ROI Issued no more than 20 working days after works completed.,,,,,,,
label,Application Std. & Acceptance Criteria - AS/NZS 3000:2007,,,,,,,
label,Timing or Frequency - After Installation,,,,,,,
checkpoint,7.6 - EAC part 1&2 signed 20 working days after works completed.,,,,,,,
label,Application Std. & Acceptance Criteria - E-ST-AL-0183-FO EAC Certificate,,,,,,,
label,Timing or Frequency - After Installation,,,,,,,
section,ITP APPROVAL PROCESS,,,,,,,
checkpoint-no-status,Works completed satisfactorily in accordance with relevant Sandards & Specifications as indicated above,,,,,,,
label,Prepared by: Alan Twine,,,,,,,
label,Approved by: Tab Kilisimasi,,,,,,,
label,Distributed: Danny Cox,,,,,,,
holdpoint,Signed on behalf of Installer : Alpha Rail,,,,,,,
checkpoint,Client Final Inspection - the signature below verifies that this ITP has been completed in accordance with the Specifications and verifies lot compliance.,,,,,,,
textbox,Contractor's Rep Name:,,,,,,,
textbox,Engineer's Rep. Name:,,,,,,,
date,Date:,,,,,,,
signoff,Add Signature,,,,,,,
