type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,SOU - Rough-in,,,,,,SOU - Rough-in
checkpoint,Pipework rough-in complete,,,,,,
checkpoint,Interconnect control cable rough-in complete,,,,,,
checkpoint,Wall Controller cable rough-in complete,,,,,,
checkpoint,Drain rough-in back to tundish location,,,,,,
checkpoint,Plenum sheetmetal box installed on façade louvre,,,,,,
checkpoint,"Plastic ductwork installed, sealed & supported, as per drawings",,,,,,
checkpoint,Exhaust fan installed as per drawings,,,,,,
checkpoint,Exhaust fan flexible duct connected to ductwork,,,,,,
checkpoint,Power cable for FCU rough-in,,,,,,
checkpoint,Power cable for Fan rough-in,,,,,,
,,,,,,,
checklist-flat,SOU - Fit Off,,,,,,SOU - Fit Off
checkpoint,Ductwork connected to range-hood complete,,,,,,
checkpoint,FCU fitted off and in correct position,,,,,,
checkpoint,"Pipework, drain and control cables terminated at FCU",,,,,,
checkpoint,Wall controller fitted off as per drawings,,,,,,
checkpoint,"Drain terminated into tundish, as per drawings",,,,,,
checkpoint,"Exhaust grille installed, as per drawings",,,,,,
checkpoint,Access Panels marked and in correct location.,,,,,,
