Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,BASEMENT,grouping,BASEMENT,
,,BASEMENT,,BASEMENT,Site QA
,,LEVEL 1,dynamic,LEVEL 1,Site QA
,,LEVEL 2,dynamic,LEVEL 2,Site QA
,,LEVEL 3,dynamic,LEVEL 3,Site QA
,,LEVEL 4,dynamic,LEVEL 4,Site QA
,,LEVEL 5,dynamic,LEVEL 5,Site QA
,,ROOF,dynamic,ROOF,
,Columns,,,,
,,Timber Framing (Exterior),,Timber Framing (Exterior),
,,Weatherline,,Weatherline,
,,Timber Framing (Interior),,Timber Framing (Interior),
,,Strapping,,Strapping,
,,Soffits,,Soffits,
,,Doors,,Doors,
,,Trims,,Trims,
,,Trusses,,Trusses,
