resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,"Stage 9 (TH 1-10, 81, 82)",,,,,,,,
,,,step,,,,"TH01 (TH03, 04, 05, 06)",,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 3,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 4,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 5,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 6,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 1 Commissioning,,,,,,
,,,step,,,,"TH02 (TH01,02)",,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 1,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 2,,,,,,
,,,step,,,,"TH03 (TH 81, 82)",,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 81,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 82,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 2 Commissioning,,,,,,
,,,step,,,,"TH07 (07, 08, 09, 10)",,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 7,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 8,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 9,,,,,,
Pre Wire,Termination and Testing,Fit Off,folder-with-checklists,,,,,Townhouse Unit 10,,,,,,
Plinth Commissioning,,,checklist,,,,,Plinth 3 Commissioning,,,,,,
