Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress - LG,,,,,
,Scope,,,LG,
,Rows,,,,
,,LG,dynamic,LG,
,Columns,,,,
,,Reo,,reo,
,,IFC Drawing,,ifc drawing,
,,Steel Supplier,Steel Supplier,ifc drawing,
,,Other Steel Supplier,Other Steel Supplier,ifc drawing,
,,Reo Manufacture date DD/MM/YY,Reo Manufacture date DD/MM/YY,ifc drawing,
,,Cage dimensions,,cage dimensions,
,,Fittings marked,,fittings marked,
,,Formwork,,formwork,
,,Formwork ready to commence - Take photos,,formwork ready to commence - take photos,
,,Panel type,Panel type,formwork ready to commence - take photos,
,,Other Panel type,Other Panel type,formwork ready to commence - take photos,
,,Panel difficulty,Panel difficulty,formwork ready to commence - take photos,
,,Other Location,Other Location,formwork ready to commence - take photos,
,,Quantity,Quantity,formwork ready to commence - take photos,
,,Panel Weight (t),Panel Weight (t),formwork ready to commence - take photos,
,,Volume (m3),Volume (m3),formwork ready to commence - take photos,
,,Manufacture date DD/MM/YY,Manufacture date DD/MM/YY,formwork ready to commence - take photos,
,,Formwork dimensions,,formwork dimensions,
,,Panel thickness,Panel thickness,formwork dimensions,
,,Thickness projection,Thickness projection,formwork dimensions,
,,Panel width,Panel width,formwork dimensions,
,,Width projection,Width projection,formwork dimensions,
,,Panel height,Panel height,formwork dimensions,
,,Height projection,Height projection,formwork dimensions,
,,Square,,square,
,,Silicone Bed,,silicone bed,
,,Edge Form/ Fillets,,edge form/ fillets,
,,Position of reinforcement,,position of reinforcement,
,,Fittings locations,,fittings locations,
,,ID Tag,,id tag,
,,Lifting devices securely/in place,,lifting devices securely/in place,
,,Top Lifters type,Top Lifters type,lifting devices securely/in place,
,,Other Top Lifters type,Other Top Lifters type,lifting devices securely/in place,
,,Edge/Face Lifters type,Edge/Face Lifters type,lifting devices securely/in place,
,,Other Edge/Face Lifters type,Other Edge/Face Lifters type,lifting devices securely/in place,
,,Ready to pour- Take photo of QA drawing,,ready to pour- take photo of qa drawing,
,,Notes/Changes,Notes/Changes,ready to pour- take photo of qa drawing,
,,Drafting - Missing information,Missing information,drafting,
,,Drafting - Inconsistent information,Inconsistent information,drafting,
,,Drafting - Wrong information,Wrong information,drafting,
,,Drafting - Versions,Versions,drafting,
,,Boxing - Squareness,Squareness,boxing,
,,Boxing - dimensions,dimensions,boxing,
,,Boxing - Rebate,Rebate,boxing,
,,Boxing - GT,GT,boxing,
,,Boxing - Panel Orientation,Panel Orientation,boxing,
,,Boxing - Fitments,Fitments,boxing,
,,Boxing - Tag,Tag,boxing,
,,Steel - Cover,Cover,steel,
,,Steel - Missing bars,Missing bars,steel,
,,Steel - Wrong bars,Wrong bars,steel,
,,Steel - Wrong configuration,Wrong configuration,steel,
,,Steel - Orientation,Orientation,steel,
,,Steel - Wrong projection/ embedment,Wrong projection/ embedment,steel,
,,Pre Pouring,,pre pouring,
,,Take a picture or attach copy of concrete doc,,take a picture or attach copy of concrete doc,
,,Concrete Supplier,Concrete Supplier,take a picture or attach copy of concrete doc,
,,Other Concrete Supplier,Other Concrete Supplier,take a picture or attach copy of concrete doc,
,,Concrete schedule docket #,Concrete schedule docket #,take a picture or attach copy of concrete doc,
,,Pouring date DD/MM/YY,Pouring date DD/MM/YY,take a picture or attach copy of concrete doc,
,,Concrete Requisition (m3),Concrete Requisition (m3),take a picture or attach copy of concrete doc,
,,Correct mix being used,,correct mix being used,
,,28 Mpa required,28 Mpa required,correct mix being used,
,,Other Mpa required,Other Mpa required,correct mix being used,
,,Type of concrete,Type of concrete,correct mix being used,
,,Other Type of concrete,Other Type of concrete,correct mix being used,
,,Concrete strength tested,Concrete strength tested,correct mix being used,
,,Concrete - Poured with lower Mpa,Poured with lower Mpa,concrete,
,,Post Production,,post production,
,,Post Production ready to commence - Lifting Mpa,,post production ready to commence - lifting mpa,
,,Date panel stripped,Date panel stripped,post production ready to commence - lifting mpa,
,,"Fitments removed (GT Caps, fillets, Ferrule caps)",,"fitments removed (gt caps, fillets, ferrule caps)",
,,Correct dimensions,,correct dimensions,
,,"Bulges, Dents and airholes within tolerances",,"bulges, dents and airholes within tolerances",
,,Cracks within tolerances,,cracks within tolerances,
,,Marking,,marking,
,,Panel conform to specifications/ tolerances,,panel conform to specifications/ tolerances,
,,Patching/fixing required,Patching/fixing required,panel conform to specifications/ tolerances,
,,Concrete Test results (28 days result) - Please take a photo or attach report,,concrete test results (28 days result) - please take a photo or attach report,
,,Post production - Patching required,Patching required,post production,
,,On site - Squareness,Squareness,on site,
,,On site - Dimensions,Dimensions,on site,
,,On site - Rebate,Rebate,on site,
,,On site - GT,GT,on site,
,,On site - Fitments,Fitments,on site,
,,On site - Tag,Tag,on site,
,,On site - Reo,Reo,on site,
,,Storage,,storage,
,,Inserts/Rebates removed,,inserts/rebates removed,
,,Filling points/lifters exposed,,filling points/lifters exposed,
,,Location (Rack #),Location (Rack #),filling points/lifters exposed,
,,Other Location (Rack #),Other Location (Rack #),filling points/lifters exposed,
,,Status,Status,filling points/lifters exposed,
