type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist-flat,CHK-003-CIV-Precast Reinforced Concrete Pipes & Pits - Material Delivery Inspection,itp,,,,,CHK-003-CIV-Precast Reinforced Concrete Pipes & Pits - Material Delivery Inspection Rev 1,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: CHK-003-CIV-Precast Reinforced Concrete Pipes & Pits - Material Delivery Inspection,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Precast Reinforced Concrete Pipes & Pits - Material Delivery Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 1,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 09/02/2024,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Aldrin Guinchoma,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1 - Materials - Fabrication,,,,,,,,,,,,,,,,,,,,,,
label,"Reference / ITP Reference - IFC Drawings Section 620, Section 701",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - (1) Precast items manufactured in accordnace with IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
textbox,Drawing Ref No.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material Delivery Docket,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2 - Materials - Delivery,,,,,,,,,,,,,,,,,,,,,,
label,"Reference / ITP Reference - IFC Drawings Section 620, Section 701",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - (1) Purchase Order and Material Description and Qtys matches,,,,,,,,,,,,,,,,,,,,,,
label,(2) Ensure precast concrete elements are as per IFC Drawings upon delivery and no damage evident.,,,,,,,,,,,,,,,,,,,,,,
label,(3) Lifting and Manufacture compliance certification provided,,,,,,,,,,,,,,,,,,,,,,
textbox,Purchase Order No.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Material Delivery Docket, Purchase Order",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3 - Materials - Manufacture's Certificate of Compliance,,,,,,,,,,,,,,,,,,,,,,
label,"Reference / ITP Reference - IFC Drawings Section 620, Section 701",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - (1) Ensure Manufacturer’s certificates of compliance are received for precast RCP during delivery on site and min required strength is achieved prior to transporting.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Material Delivery Docket, Compliance Certificate",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4 - Materials - Delivery to site,,,,,,,,,,,,,,,,,,,,,,
label,"Reference / ITP Reference - IFC Drawings Section 620, Section 701",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - (1) Identification of product is legible (Stamp, Label, Etc) and should be marked on every precast element.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material Delivery Docket,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5 - Materials - Others,,,,,,,,,,,,,,,,,,,,,,
