"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7c9b3d26-c20b-4613-95d0-f88ce3f286f3","","pass","Job Details Checklist","checklist","FALSE","FALSE","Job Details"
"665844ac-0f26-5956-927d-c9d626922db8","","pass","","checkpoint","TRUE","TRUE","Job Details","General details"
"0e8a564c-e84a-44ea-8ed1-82e0643c7f83","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"cb4132ca-bac7-4ad0-9b42-66d2852569be","","work-in-progress","","folder","TRUE","FALSE","Stormwater"
"473e12d5-0c89-42c0-8efa-73f1e7a10bfe","","no-status-not-started","","folder","TRUE","FALSE","Stormwater","Main lines"
"e378244a-76e0-4b93-bce2-fe5a32377ea8","","work-in-progress","","folder","TRUE","FALSE","Stormwater","Cesspits"
"8ea2814e-334a-47eb-8f00-26cf6c049fee","","work-in-progress","","folder","TRUE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1"
"28f33e85-c99c-4be7-b69f-ae25a304ea1d","","pass","dc81cf0e97ff30c0f557218e5506f40685bc2fe23ae2e0c8f32266730eed8b72","checklist","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Cess-Pit Details"
"c6c8ee40-3efa-54df-a0c5-a048c20527cf","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Connections","Downstream connection"
"05759d8f-3baa-5c59-9e65-802d2f334862","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Connections","Upstream connection"
"df387fe4-a23e-57cb-a53f-6031054b2dad","","not-applicable","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Connections","Line connections"
"ef5daee7-f206-5519-bc60-ef82299b2cf5","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Backfill"
"d7daecfa-9c35-5656-b96e-467e6b0ea42b","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Backfill","Backfill"
"f761059b-a59b-5542-98e1-a7e4bceff73b","","not-applicable","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Tests"
"509ee820-fe35-50ab-abfe-9fc962928bcc","","not-applicable","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Line SWCP 1.2.1.1 to SWMH 1.2.1","Tests","Tests"
"f1d4a051-1bdc-415b-bc8d-faf7fa3aa549","","pass","Clegg Test Checklist","checklist","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Clegg report SWCP 1.2.1.1 to SWMH SWMH 1.2.1"
"a276b639-c31f-579c-803f-f143f93ecee8","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Clegg report SWCP 1.2.1.1 to SWMH SWMH 1.2.1","General details"
"0fba926d-d321-555a-ad99-a8961d340c85","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Clegg report SWCP 1.2.1.1 to SWMH SWMH 1.2.1","Layer 1"
"9a6ee9ea-d4a3-52b1-a598-f829daccf813","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Clegg report SWCP 1.2.1.1 to SWMH SWMH 1.2.1","Layer 2"
"6c622c14-a324-57fe-9713-e44cd6c3914b","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Clegg report SWCP 1.2.1.1 to SWMH SWMH 1.2.1","Layer 3"
"7ba51c90-50f4-573a-b4f9-57164deae9eb","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Clegg report SWCP 1.2.1.1 to SWMH SWMH 1.2.1","Signoff"
"eeb4bddc-1b4e-4f99-a781-0270c6bd6a39","","not-started","Pipeline Checklist","checklist","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test"
"4add851c-3730-57ed-877c-009a419207cb","","not-started","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Overview"
"d6822ede-08c7-51e3-bd55-16e28258fe22","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Overview","Overview"
"47d112e4-5379-5bca-ad14-5834d8b9e723","","not-started","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Base"
"a2f9e8d8-44a4-5e51-a46a-623e7831bab3","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Base","Base"
"e0d1b7c9-fd48-5824-b777-8461dedcc60a","","not-started","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Connections"
"482c53de-f89b-5ae3-9b1e-9a659cf7ab0f","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Connections","Downstream connection"
"7f16c9d9-8100-5742-86d5-2eccc26fec49","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Connections","Upstream connection"
"b2c3081d-8dcc-5d33-9fe9-8792358b7b99","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Connections","Line connections"
"3d4fb0ef-ca6b-578b-b6f1-3ea45c4b0323","","not-started","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Backfill"
"0e3cf0ed-3592-5c6b-8855-cc0251d54288","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Backfill","Backfill"
"b38725f8-277f-540f-be90-f5352aeeab85","","not-started","","section","FALSE","FALSE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Tests"
"3479cd24-e50b-5c28-8efa-ebfded880ae2","","not-started","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","Cesspit 1.2.1.1 to SWMH 1.2.1","Pipeline Checklist test","Tests","Tests"
"587952a6-2069-4f2c-af58-89eacc994088","","pass","","folder","TRUE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection"
"26c9bb34-0dc7-4c4e-8939-2e99c7b11e0e","","pass","Cess-Pit Report","checklist","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2"
"f4a328a5-dc5b-594f-9e0c-d8fbb8b7613c","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","Cess-Pit Details"
"9f4b8ce2-1e1c-511d-8d17-202ef2b5882a","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","Cess-Pit Details","Cess-Pit Details"
"5e97f2dd-4587-53a3-86a0-6f508e54106f","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","DISCHARGE"
"e697fcc4-51b0-5b4a-9afb-f684066a4666","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","DISCHARGE","Discharge"
"de9accab-ea58-528a-8982-da8e85ce7b42","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","BASE"
"4c0bea5f-ae85-501c-9020-6f04d9dc56f0","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","BASE","Base"
"6a93830f-2265-5b42-948a-12147069969c","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","INTERNAL"
"11328eb5-6d5c-5c17-bd0a-d14bad5353d0","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","INTERNAL","Internal"
"bbc7bd35-1925-5992-a73e-20970127b534","","not-applicable","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","GRATE"
"03b2a6b0-0ccf-5e0a-9407-76d3502e79ba","","not-applicable","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","GRATE","Grate"
"543cd39b-8fd3-5b7c-b0ff-dda72ea5329b","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","BACK-FILL"
"d3233944-bca1-5154-a5aa-8cd2d05b12c9","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","SWCP 1.2.2","BACK-FILL","Back-Fill"
"6377761f-099d-4380-8e79-39f4c1b72301","","pass","Pipeline Checklist","checklist","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection"
"a6debb08-5a93-5b0c-abb0-d9699f9ec54d","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Overview"
"6383a349-3e77-50cd-b152-7148d1f9718e","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Overview","Overview"
"31c86c3d-cd44-5de3-8fba-6a35649674f8","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Base"
"a5d92c35-d295-5a1d-b887-2bd02cfd7f7b","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Base","Base"
"dc068489-57d6-51e2-a370-a109c33a7845","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Connections"
"0bb89800-0ffc-5751-9642-2844a956f944","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Connections","Downstream connection"
"331c36f7-acfa-567d-b584-41fced35b41c","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Connections","Upstream connection"
"62a6db9b-2ad7-547e-8e4c-27bf89812d9d","","not-applicable","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Connections","Line connections"
"552078cc-a113-5c60-a195-656693ee5ccc","","pass","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Backfill"
"14ddb75d-9a9f-5b94-b346-b11900e76ef0","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Backfill","Backfill"
"35857fe5-9f26-5695-ad97-2c8905269ee5","","not-applicable","","section","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Tests"
"307a938b-8595-5698-a907-e367b1ee367d","","not-applicable","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Line SWCP 1.2.2 to Line connection","Tests","Tests"
"acc39b8e-0021-43cd-b04f-57171d3189b7","","pass","Clegg Test Checklist","checklist","FALSE","FALSE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Clegg SWCP 1.2.2 to Line"
"5159dfb5-b8aa-5a07-a0a5-908fb1eb2cc9","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Clegg SWCP 1.2.2 to Line","General details"
"dfad7e7a-0a54-5a72-92e6-9ed3516e5928","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Clegg SWCP 1.2.2 to Line","Layer 1"
"d59487c5-cb3d-5580-8521-cab31a1c4566","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Clegg SWCP 1.2.2 to Line","Layer 2"
"27119e3c-de3d-5968-b283-4c60fe4aba5b","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Clegg SWCP 1.2.2 to Line","Layer 3"
"89f115e5-6500-51f9-809a-d3fe24fa4398","","pass","","checkpoint","TRUE","TRUE","Stormwater","Cesspits","SWCP 1.2.2 to line connection","Clegg SWCP 1.2.2 to Line","Signoff"
"c317e00d-5d6e-4239-9b45-1c9f9389e253","","no-status-not-started","","folder","TRUE","FALSE","Stormwater","Cesspits","SWCP 1.2.1 to SWMH 1.2"
"447f814f-3f62-4816-b20d-70065efe8e21","","no-status-not-started","","folder","TRUE","FALSE","Wastewater"
