Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Level 2 Checklist - Interior QA - Block A/C,,,,,,,
,Scope,,,Interior QA,,,
,Rows,,,,,,
,,Block A,grouping,Block A,,,
,,House 9,,Interior QA,Block A,House 9,Level 2 Checklist
,,House 10,,Interior QA,Block A,House 10,Level 2 Checklist
,,House 11,,Interior QA,Block A,House 11,Level 2 Checklist
,,House 12,,Interior QA,Block A,House 12,Level 2 Checklist
,,House 13,,Interior QA,Block A,House 13,Level 2 Checklist
,,House 14,,Interior QA,Block A,House 14,Level 2 Checklist
,,House 15,,Interior QA,Block A,House 15,Level 2 Checklist
,,House 16,,Interior QA,Block A,House 16,Level 2 Checklist
,,House 17,,Interior QA,Block A,House 17,Level 2 Checklist
,,House 18,,Interior QA,Block A,House 18,Level 2 Checklist
,,House 19,,Interior QA,Block A,House 19,Level 2 Checklist
,,House 20,,Interior QA,Block A,House 20,Level 2 Checklist
,,House 21,,Interior QA,Block A,House 21,Level 2 Checklist
,,House 22,,Interior QA,Block A,House 22,Level 2 Checklist
,,House 23,,Interior QA,Block A,House 23,Level 2 Checklist
,,House 24,,Interior QA,Block A,House 24,Level 2 Checklist
,,House 25,,Interior QA,Block A,House 25,Level 2 Checklist
,,Block C,grouping,Block C,,,
,,House 52,,Interior QA,Block C,House 52,Level 2 Checklist
,,House 53,,Interior QA,Block C,House 53,Level 2 Checklist
,,House 54,,Interior QA,Block C,House 54,Level 2 Checklist
,,House 55,,Interior QA,Block C,House 55,Level 2 Checklist
,,House 63,,Interior QA,Block C,House 63,Level 2 Checklist
,,House 64,,Interior QA,Block C,House 64,Level 2 Checklist
,,House 65,,Interior QA,Block C,House 65,Level 2 Checklist
,,House 66,,Interior QA,Block C,House 66,Level 2 Checklist
,,House 67,,Interior QA,Block C,House 67,Level 2 Checklist
,,House 68,,Interior QA,Block C,House 68,Level 2 Checklist
,,House 69,,Interior QA,Block C,House 69,Level 2 Checklist
,,House 70,,Interior QA,Block C,House 70,Level 2 Checklist
,,House 71,,Interior QA,Block C,House 71,Level 2 Checklist
,Columns,,,,,,
,,Level 2 Mid floor Framing,,Level 2 Mid floor Framing,,,
,,Level 2 Joist Hangers,,Level 2 Joist Hangers,,,
,,Level 2 Mid floor Stringer Bolt Fixings,,Level 2 Mid floor Stringer Bolt Fixings,,,
,,Level 2 Nailon Plates,,Level 2 Nailon Plates,,,
,,Level 2 Mid floor Plywood,,Level 2 Mid floor Plywood,,,
,,Level 2 Ply wood Fixing,,Level 2 Ply wood Fixing,,,
,,Level 2 Internal Framing,,Level 2 Internal Framing,,,
,,Stair Fixings,,Stair Fixings,,,
,,,,,,,
Level 2 Checklist - Exterior QA - Block A/C,,,,,,,
,Scope,,,Exterior QA,,,
,Rows,,,,,,
,,Block A,grouping,Block A,,,
,,House 9,,Exterior QA,Block A,House 9,Level 2 Checklist
,,House 10,,Exterior QA,Block A,House 10,Level 2 Checklist
,,House 11,,Exterior QA,Block A,House 11,Level 2 Checklist
,,House 12,,Exterior QA,Block A,House 12,Level 2 Checklist
,,House 13,,Exterior QA,Block A,House 13,Level 2 Checklist
,,House 14,,Exterior QA,Block A,House 14,Level 2 Checklist
,,House 15,,Exterior QA,Block A,House 15,Level 2 Checklist
,,House 16,,Exterior QA,Block A,House 16,Level 2 Checklist
,,House 17,,Exterior QA,Block A,House 17,Level 2 Checklist
,,House 18,,Exterior QA,Block A,House 18,Level 2 Checklist
,,House 19,,Exterior QA,Block A,House 19,Level 2 Checklist
,,House 20,,Exterior QA,Block A,House 20,Level 2 Checklist
,,House 21,,Exterior QA,Block A,House 21,Level 2 Checklist
,,House 22,,Exterior QA,Block A,House 22,Level 2 Checklist
,,House 23,,Exterior QA,Block A,House 23,Level 2 Checklist
,,House 24,,Exterior QA,Block A,House 24,Level 2 Checklist
,,House 25,,Exterior QA,Block A,House 25,Level 2 Checklist
,,Block C,grouping,Block C,,,
,,House 52,,Exterior QA,Block C,House 52,Level 2 Checklist
,,House 53,,Exterior QA,Block C,House 53,Level 2 Checklist
,,House 54,,Exterior QA,Block C,House 54,Level 2 Checklist
,,House 55,,Exterior QA,Block C,House 55,Level 2 Checklist
,,House 63,,Exterior QA,Block C,House 63,Level 2 Checklist
,,House 64,,Exterior QA,Block C,House 64,Level 2 Checklist
,,House 65,,Exterior QA,Block C,House 65,Level 2 Checklist
,,House 66,,Exterior QA,Block C,House 66,Level 2 Checklist
,,House 67,,Exterior QA,Block C,House 67,Level 2 Checklist
,,House 68,,Exterior QA,Block C,House 68,Level 2 Checklist
,,House 69,,Exterior QA,Block C,House 69,Level 2 Checklist
,,House 70,,Exterior QA,Block C,House 70,Level 2 Checklist
,,House 71,,Exterior QA,Block C,House 71,Level 2 Checklist
,Columns,,,,,,
,,Level 2 Mid floor Framing,,Level 2 Mid floor Framing,,,
,,Level 2 Joist Hangers,,Level 2 Joist Hangers,,,
,,Level 2 Mid floor Stringer Bolt Fixings,,Level 2 Mid floor Stringer Bolt Fixings,,,
,,Level 2 Nailon Plates,,Level 2 Nailon Plates,,,
,,Level 2 Mid floor Plywood,,Level 2 Mid floor Plywood,,,
,,Level 2 Ply wood Fixing,,Level 2 Ply wood Fixing,,,
,,Level 2 Internal Framing,,Level 2 Internal Framing,,,
,,Stair Fixings,,Stair Fixings,,,
