Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Soffit Progress,,,,,
,Scope,,,,
,Rows,,,,
,,BUILDING A,grouping,BUILDING A,
,,CARPARK (LG),,CARPARK (LG),BUILDING A
,,GROUND LEVEL,,GROUND LEVEL,BUILDING A
,,LEVEL 3,,LEVEL 3,BUILDING A
,,BUILDING B,grouping,BUILDING B,
,,CARPARK (LG),,CARPARK (LG),BUILDING B
,,GROUND LEVEL,,GROUND LEVEL,BUILDING B
,,LEVEL 2,,LEVEL 2,BUILDING B
,,LEVEL 3,,LEVEL 3,BUILDING B
,,LEVEL 4,,LEVEL 4,BUILDING B
,,LEVEL 5,,LEVEL 5,BUILDING B
,,LEVEL 8,,LEVEL 8,BUILDING B
,,BUILDING C,grouping,BUILDING C,
,,CARPARK (LG),,CARPARK (LG),BUILDING C
,,GROUND LEVEL,,GROUND LEVEL,BUILDING C
,,LEVEL 3,,LEVEL 3,BUILDING C
,,BUILDING D,grouping,BUILDING D,
,,CARPARK (LG),,CARPARK (LG),BUILDING D
,,GROUND LEVEL,,GROUND LEVEL,BUILDING D
,,LEVEL 4,,LEVEL 4,BUILDING D
,,LEVEL 6,,LEVEL 6,BUILDING D
,,BUILDING E,grouping,BUILDING E,
,,CARPARK (LG),,CARPARK (LG),BUILDING E
,,GROUND LEVEL,,GROUND LEVEL,BUILDING E
,,LEVEL 3,,LEVEL 3,BUILDING E
,Columns,,,,
,,Check Product & Drawings ,,Check Product & Drawings ,
,,Fix to soffits,,Fix to soffits,
,,Application of foil tape,,Application of foil tape,
,,Product Compliance,,Product Compliance,
,,RCP Markup,,RCP Markup,
,,Final Inspection,,Final Inspection,
,,Site Clean,,Site Clean,
,,Submit QA documentation,,Submit QA documentation,
