type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist,ITP-083-CIV-PSDS-Footpath-Industrial Crossover-Traffic Island,itp,,,,,ITP-083-CIV-PSDS-Footpath-Industrial Crossover-Traffic Island Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-083-CIV-PSDS-Footpath-Industrial crossover-Traffic island,,,,,,,,,,,,,,
label,ITP Description: PSDS-Footpath-Industrial crossover-Traffic island,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 083-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 21/02/2024,,,,,,,,,,,,,,
label,ITP created by: Abhi Patil,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 304 August 2013,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 703 April 2019,,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,
label,"Reference: Council CoGD SD 308-F, CoGD SD 304-E, CoGD SD 704-B",,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS 1379-2007,,,,,,,,,,,,,,
label,1.5 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 812 July 2016,,,,,,,,,,,,,,
label,1.6 Non Dependent,,,,,,,,,,,,,,
label,Reference: IFC Drawings: MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232,,,,,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,,,,,
checkpoint,2.1 Bedding Material Placement & Compaction,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings: MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 812.04, 703.21",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Footpaths: SIZE 20mm CLASS 3 CRUSHED ROCK,,,,,,,,,,,,,,
label,○ Material is registered with VicRoads in accordance with Code of Practice RC500.02.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.2 Concrete Mix,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings: MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.05 (a), 703.07",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Concrete mix meets strength, grade, and maximum aggregate size as detailed on the drawings:",,,,,,,,,,,,,,
label,Footpaths (Pavement Type 7):,,,,,,,,,,,,,,
label,– Concrete Strength: 25Mpa,,,,,,,,,,,,,,
label,– N25 with eMesh (Macro Synthetic) Fibres Applied at 5.6kg/m3,,,,,,,,,,,,,,
label,– Min 30% SCM,,,,,,,,,,,,,,
label,Industrial Vehicle Crossings (Pavement Type 8):,,,,,,,,,,,,,,
label,– Concrete Strength: 25MPa,,,,,,,,,,,,,,
label,– Min 30% SCM,,,,,,,,,,,,,,
label,Raised Concrete Median / Traffic Island on Remnant Pavement (Pavement Type 4),,,,,,,,,,,,,,
label,– Concrete Strength: 25MPa,,,,,,,,,,,,,,
label,○ No air entraining chemical admixtures shall be used without approval from the Nominated Authority.,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.3 Reinforcement,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings: MRP-091-C-BEC-DRG-00-DNG-CPT-7231/7232, 703.16",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Reinforcement shall comply with AS4671.,,,,,,,,,,,,,,
label,"Alternatively, provide a current ACRS certification for materials and for bar processing (as this covers a higher certification) following steel mesh requirements shall apply as per IFC Drawings:",,,,,,,,,,,,,,
label,Footpaths (Pavement Type 7): ,,,,,,,,,,,,,,
label,– eMESH Fibres Applied at 5.6kg/m3,,,,,,,,,,,,,,
label,Industrial Vehicle Crossings (Pavement Type 8): ,,,,,,,,,,,,,,
label,– SL82 Mesh (Centrally Placed),,,,,,,,,,,,,,
label,Raised Concrete Median / Traffic Island on Remnant Pavement (Pavement Type 4),,,,,,,,,,,,,,
label,– SL72 Mesh (Centrally Placed),,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,
