type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP019 - Topsoil & Grassing,itp,,,,,ITP019 - Topsoil & Grassing,,,
section,1.0 Preliminary activities,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Current revision drawing is being used including the subcontractors copy.,,,,,,,,,
note,• Current Revision to be obtained via Aconex,,,,,,,,,
note,Reference Documents: Drawings and Aconex,,,,,,,,,
note,Inspection/ Test Method: Visual inspection,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,"Acceptance Criteria: All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WP",,,,,,,,,
note,"Reference Documents: PSP, EMP, TMP, SWMS, WP",,,,,,,,,
note,Inspection/ Test Method: Inspect,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.3 - Material Approval,,,,,,,,,
note,Frequency: Prior to hydro seeding,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• Hydro mulch application to be Flexterra HP-FGH, Vital-Bon, or Mydro Mulch 1000 to be used only for soil stabilisation for when working around live runways/taxiways unless agreed otherwise by Melbourne Airport. ",,,,,,,,,
note,• Hydroseedlings to use 50% couch and 50% perennial at 80kg per hectare.,,,,,,,,,
note,• Approval from Contract Administrator required for:,,,,,,,,,
note,○ Fertilizer,,,,,,,,,
note,○ Grass seed mix,,,,,,,,,
note,○ Hydromulching mixture,,,,,,,,,
note,○ Propriety stabilisation material,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• Appendix J,,,,,,,,,
note,• 7203 (ii),,,,,,,,,
note,• 7214,,,,,,,,,
note,• 7215,,,,,,,,,
note,• WP 7215-1,,,,,,,,,
note,• WP 7215-2,,,,,,,,,
note,• WP 7215-3,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,"Record of conformity: ACONEX, This signed ITP	",,,,,,,,,
note,WP,,,,,,,,,
note,Responsibility: Site Engineer/ Contract Administrator,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,2.0 Herbicide,,,,,,,,,
checkpoint,2.1 - Herbicide,,,,,,,,,
note,Frequency: Prior to topsoil placement,,,,,,,,,
note,Acceptance Criteria: Selective herbicides will be used for broad-leaved weeks in grass areas. Glyphosate are to be applied in grass areas with the use of “Spot-spraying” to treat selected weeks such as Surrated tussock.,,,,,,,,,
note,Reference Documents: Appendix J SP7203 (i),,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Environmental Coordinator,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,3.0 Placement of top soil,,,,,,,,,
checkpoint,3.1 - Topsoil placement,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• APAM engineering standard (MAS-CVL-001-V1 Grassing Airside 24/12/2021) calls for a uniform thickness of not less than 100mm of topsoil prior to seeding and subject to the Contractor making necessary allowance for compaction of the topsoil prior to Hydro mulching.,,,,,,,,,
note,• The finished compacted thickness of the topsoil layer in erosion areas must not be less than 100 mm in accordance to APAM engineering standard (MAS-CVL-001-V1 Grassing Airside 24/12/2021).,,,,,,,,,
note,"• Topsoil will be placed and spread to fill voids in the surface. During compaction, the surface of the topsoil must be smooth and free from lumps of the soil.",,,,,,,,,
note,• Topsoil must be free of aggregates exceeding 20mm in diameter.,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• Cl 5.2 Drawing no. 12554937-C464,,,,,,,,,
note,• Appendix J 7209 (a) HP 7209-1,,,,,,,,,
note,• Appendix J 7209 (b),,,,,,,,,
note,• Appendix J 7209 (d),,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Survey data,,,,,,,,,
note,HP,,,,,,,,,
note,Responsibility: Site Engineer Foreman,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,3.2 - Fertiliser Application Rate,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Fertiliser (refer Section 7203(c)) must be applied to the surface of the topsoil at a uniform rate of 40 g/m2. A wetting agent must also be incorporated. ,,,,,,,,,
note,• Fertiliser must be thoroughly mixed into the topsoil layer using a rake or other approved method.,,,,,,,,,
note,Reference Documents: Appendix J 7209 (c),,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer Foreman,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,4.0 Hydromulching,,,,,,,,,
checkpoint,4.1 - Watering before Application,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: Water the topsoil to ensure it is moistened to its full depth before applying the hydromulching mixture to the prepared surface.,,,,,,,,,
note,Reference Documents: Appendix J 7210 (a),,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,4.2 - Hydromulching,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: ,,,,,,,,,
note,"• Apply the slurry using high pressure pumping equipment operated by trained personnel. Spray the mixed slurry under pressure, maintaining a thoroughly mixed supply, operating on a front so that the mixture is evenly distributed over the area.",,,,,,,,,
note,• Complete each front before commencing the next.,,,,,,,,,
note,Reference Documents: Appendix J 7210 (b),,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,5.0 Propriety Stabilisation,,,,,,,,,
checkpoint,5.1 - Propriety Stabilisation,,,,,,,,,
note,Frequency: Prior to opening area to airport traffic,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• Areas not turfed and with exposed topsoil, must be treated as follows: ",,,,,,,,,
