type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP015 - AGL Cabling Works,itp,,,,,ITP015 - AGL Cabling Works,,,
section,1.0 Preliminary Works,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria: Ensure that all employees and subcontractors are using the latest and complete set of drawings,,,,,,,,,
note,Reference Documents: IFC Drawings,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Drawings,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,"Acceptance Criteria: All necessary measures and controls are being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,,,
note,"Reference Documents: PSP, EMP, TMP, JSEA, SWMS, WP",,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Site and Office Inspection,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.3 - Definition of the work Area & Survey check,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria: Work area has been cleared and surveyed (marked on site). Limits of excavation clearly defined as per For Construction drawings prior to trenching and install.,,,,,,,,,
note,Reference Documents: IFC Drawings 12554937-E014 to E028,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,
note,SCP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.4 - Plug & Socket,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• The Contractor must supply a sample representative constructed plug and socket connection to the Contract Administrator upon request,,,,,,,,,
note,• The Contractor shall advise The Contract Administrator when the first assembly is to be installed in the field and shall be implemented as a witness point for the Contract Administrator.,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )3.11.4,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,
note,WP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor/Principal’s Representative,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,2.0 Material / Equipment Approvals,,,,,,,,,
checkpoint,2.1 - Cable Condition verification,,,,,,,,,
note,Frequency: Prior to commencing any activities,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• Upon delivery of the cable drums, they must be visually inspected for damage incurred during transport or storage.",,,,,,,,,
note,"• The seal on the inner and outer cable end must be examined and the condition of armouring, serving or sheath inspected for damage, corrosion or leakage of impregnating oil. Any damage discovered must be reported to the Contract Administrator.",,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications 3.11.1,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.2 - Cabling Record,,,,,,,,,
note,Frequency: Each lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Measure and record the insulation resistance of each primary cable drum prior to installation.,,,,,,,,,
note,"• The cable drum identification (drum number, date, time, etc) and any unique markings for each cable run must be included as “As Constructed” information on the drawings and in the Operation and Maintenance Manuals.",,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )3.11.2,,,,,,,,,
note,Inspection/ Test Method: Test / Record,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.3 - Primary Cable,,,,,,,,,
note,Frequency: Prior to Start,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• New Primary cabling shall comply with the requirements of the FAA advisory circular 150/5345-7 and ICAO Aerodrome design manual part 5.,,,,,,,,,
note,– 6mm2 cable with polyethylene jacket and copper tape screen,,,,,,,,,
note,– Rated for 5000V,,,,,,,,,
note,– 7 Strands,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )2.6.1,,,,,,,,,
note,Inspection/ Test Method: Aconex,,,,,,,,,
note,Record of conformity: Datasheet,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.4 - Primary connectors,,,,,,,,,
note,Frequency: Prior to Start,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Primary connector kits shall be in full compliance with the latest edition of FAA AC 150/5345-26. Field attached primary cable plug and sockets must be utilised to connect primary cables and to attach primary cables to SITs.,,,,,,,,,
note,"• The plug and socket arrangement consists of a moulded thermoplastic rubber housing, filled with insulating silicone to fill any voids, and fitted with a cable gland for improved sealing.",,,,,,,,,
note,"• The primary plug and socket connectors must consist of FAA type L-823, Type 1 Class B specification AC 150/5345-26D plug Style 3 and receptacle Style 10, suitable for use with the shielded primary cable type.",,,,,,,,,
note,• The primary cable connectors include the use of silicone compounds to provide watertight seal and ensure electrical insulation.,,,,,,,,,
note,"• Connectors must be EFLA KDL series for screened cable, or approved equivalent. Connectors must be equipped with compression glands at their cable ends, and snap-on locking ring to secure the plug and sockets together.",,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )3.11.4 & 2.6.4,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Datasheet,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.5 - Secondary Cable,,,,,,,,,
note,Frequency: Prior to Start,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• New Secondary cabling shall comply with the requirements of the Department of Transport YSVE4005 issue 2, V5-2842 and ICAO Aerodrome Design Manual Part 5",,,,,,,,,
note,– 6mm2 Cable with black nylon jacket.,,,,,,,,,
note,– Rated for 600V,,,,,,,,,
note,– 56 strands,,,,,,,,,
note,Reference Documents: -,,,,,,,,,
note,Inspection/ Test Method: Aconex,,,,,,,,,
note,Record of conformity: Datasheet,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.6 - Secondary cable connectors,,,,,,,,,
note,Frequency: Each lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Connection of the existing secondary cable to the new SIT must be by FAA type L-823:,,,,,,,,,
note,– Secondary cable: Type 2 Class A plug Style 1 and receptacle  ,,,,,,,,,
note,• Style 8 (elevated lights) ,,,,,,,,,
note,• Style 7 (other)  ,,,,,,,,,
note,○ The secondary lead must be not less than 4 mm,,,,,,,,,
note,○ 2 copper twin conductor and must be insulated for not less than 600 Volts AC and have a length of not less than 1 metre. The secondary lead must be compatible and suitable for connection in the field to the secondary circuits using hexagonal crimp links and overlapping heat shrink sleeve style joints.  Details of required compression sleeves must be provided prior to installation.,,,,,,,,,
note,○ Provide details prior to installation of the type and construction of the proposed secondary cable joint.  The details must fully describe the joint construction and its electrical characteristics. Certified test certificates detailing the electrical characteristics of the completed joint must accompany the joint details.,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )cl.3.12.4 & 2.6.4,,,,,,,,,
note,Inspection/ Test Method: Visual inspection,,,,,,,,,
note,Record of conformity: This ITP signed & Sub-contractor ITC,,,,,,,,,
note,HP,,,,,,,,,
note,Responsibility: Site Engineer / Foreman,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,2.7 - Conduit cleaning,,,,,,,,,
note,Frequency: Prior to start,,,,,,,,,
note,Acceptance Criteria: Provide clear written details of the proposed cleaning method and equipment to be utilised to the Contract Administrator for approval prior to commencing the works.,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )cl 3.12.2,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP signed / Aconex Reference of Cleaning Methodology,,,,,,,,,
note,HP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
section,3.0 Cable Installation,,,,,,,,,
checkpoint,3.1 - Cable Route,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: Cabling route installed as per path shown in construction drawings. ,,,,,,,,,
note,Reference Documents: IFC Drawings,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,3.2 - Secondary cable slots,,,,,,,,,
note,Frequency: Each lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Cable slots should not be sawn until the laying of the secondary cables is in readiness to proceed and the slots must be filled and sealed immediately after the laying of the cables.,,,,,,,,,
note,• Slots must be the shortest direct routes when sawn in flexible pavement.,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )cl.3.12.1,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,3.3 - Cabling in existing conduits,,,,,,,,,
note,Frequency: Each lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• Where new cabling is installed in existing conduit, prior to the installation of the cable, conduits shall be thoroughly cleaned to remove dirt, debris and grout that may exist within the conduits. ",,,,,,,,,
note,• Inspection of ducts following cleaning of duct banks prior to installation of new pits,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )cl.3.12.2 & 3.10.2,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP signed / Aconex Reference of Cleaning Methodology,,,,,,,,,
note,WP,,,,,,,,,
note,Responsibility: Site Engineer / Foreman / /Principal’s Representative,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,3.4 - Primary Cabling Connections / Joints,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• PVC insulated yellow-green lugged flexible copper cable must be used for continuity of the screened primary cable. Plug and socket connections must be connected with the earth cable terminals aligned as per the manufacturer’s instructions.,,,,,,,,,
note,• Refer to detail on the drawings for configuration and method of installation.,,,,,,,,,
note,• Joints for primary cables must be suitable and must maintain the insulation and dielectric properties of the primary cable when installed in any location within the airfield lighting system.,,,,,,,,,
note,"• The joint must be waterproof and must allow the jointed cable to be installed within the SIT pits without causing damage or undue strain on the joint, as per the specification.",,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications )cl.3.11.4,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
