type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP016 - AGL Removal of Luminaires and Install of foundations,itp,,,,,ITP016 - AGL Removal of Luminaires and Install of foundations,,,
section,1.0 Preliminary Works,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria: Ensure that all employees and subcontractors are using the latest and complete set of drawings,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• IFC Drawings,,,,,,,,,
note,• Appendix K- AGL Specification,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Drawings,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Subcontractor Representative,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,
note,Frequency: Prior to commencing any activities,,,,,,,,,
note,"Acceptance Criteria: All necessary measures and controls are being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,,,
note,"Reference Documents: PSP, EMP, TMP, JSEA, SWMS, WP",,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Site and Office Inspection,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.3 - Material/Equipment Approvals and Certification,,,,,,,,,
note,Frequency: Prior to Start,,,,,,,,,
note,Acceptance Criteria: All materials shall be proven to meet contractual requirements prior to acceptance.,,,,,,,,,
note,Reference Documents: Appendix K- AGL Specification Section 2.3.3,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Datasheet/ Material Submission,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.4 - As-built location,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria: Surveyor to pick up existing location of all AGL Luminaires and position of foundations are prescribed based on design RL. ,,,,,,,,,
note,Reference Documents: Survey Documentation,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Survey as Built,,,,,,,,,
note,SPC,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,2.0 Removal of AGL Luminaires and installation of Foundation (All light types),,,,,,,,,
checkpoint,2.1 - Confirmation of pre-works,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,
note,Acceptance Criteria: Ensure that the light to be removed corresponds to project drawings and documentation.,,,,,,,,,
note,Reference Documents: IFC Drawings 12554937-E031 to 12554937-E037,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & AGL Sub-Contractor ITC,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.3 - Isolation of lights,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,
note,"Acceptance Criteria: Prior to commencement of removal, the subcontractor shall ensure that the light has been isolated from power.",,,,,,,,,
note,Reference Documents: APAM Electrical Isolation Standards,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & AGL Sub-Contractor ITC,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.4 - Light removal,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,
note,Acceptance Criteria: Remove existing light and AGL cables from conduits as per Sub-Contractor ITC for the Method 1- 8 lights.,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• IFC Drawings 12554937-E031 to 12554937-E037,,,,,,,,,
note,• Sub-Contractor ITC,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & AGL Sub-Contractor ITC,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,2.5 - Light storage,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,
note,"Acceptance Criteria: After removal of the light, the subcontractor must ensure that the light number and position is recorded and stored accordingly for re-installation.",,,,,,,,,
note,Reference Documents: IFC Drawings 12554937-E031 to 12554937-E037,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & AGL Sub-Contractor ITC,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,3.0 Installation of Light Foundation,,,,,,,,,
checkpoint,3.1 - Coring,,,,,,,,,
note,Frequency: Each Light,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Core pavement to required depth as per subcontractor ITC for relevant Method. Remove base and clean void.,,,,,,,,,
note,• Existing AGL secondary cables removed after coring.,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• AGL Subcontractor ITC,,,,,,,,,
note,• IFC Drawings 12554937-E031 to 12554937-E037,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & AGL Subcontractor ITC,,,,,,,,,
note,IP,,,,,,,,,
