type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP020 - AGL Precast Pits,itp,,,,,ITP020 - AGL Precast Pits,,,
section,1.0 Preliminary Works,,,,,,,,,
checkpoint,1.1 - Check for Correct Documentation,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Ensure that all employees and subcontractors are:,,,,,,,,,
note,– using the correct and complete set of drawings ,,,,,,,,,
note,– all drawings are the latest revision,,,,,,,,,
note,Reference Documents: Drawings / Aconex Register,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Drawings and drawing registers,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,"Acceptance Criteria: All necessary measures and controls being implemented, that is PSP, EMP, TMP, SWMS & WP",,,,,,,,,
note,"Reference Documents: PSP, EMP, TMP, JSEA, SWMS, WP",,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.3 - Definition of the work Area & Survey check,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,Acceptance Criteria: Work area has been cleared and surveyed (marked on site). Work area to be clearly defined as per For Construction drawings prior to trenching and install.,,,,,,,,,
note,Reference Documents: IFC Drawings 12554937-E014 to E028,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,
note,SCP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.4 - Excavation Works,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Location of services to be found and marked on the ground within the works;,,,,,,,,,
note,• Obtain excavation permit from APAM prior to any excavation works.,,,,,,,,,
note,"• Services located within the works area to be exposed/proven, recorded as survey data and also on a service plan which is to be attached to the Excavation Permit.",,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• APAM- DBYD Job:32711991 Seq:215891341,,,,,,,,,
note,• FH Permit,,,,,,,,,
note,• Appendix K- Technical Specifications Cl.3.9.3,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Melbourne Airport Excavation Permit,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Surveyor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.5 - Native Grass Protection,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,"Acceptance Criteria: Native grass protection installed. As per native grass model, 8m wide corridor delineated by bollards/ fencing.",,,,,,,,,
note,Reference Documents: Relevant Native Grass Permit,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer/Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.6 - Service Locating/Proving,,,,,,,,,
note,Frequency: Prior to commencing Excavation Works,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Location of services to be found and marked on the ground within the works;,,,,,,,,,
note,• Obtain excavation permit from APAM prior to any demolition works.,,,,,,,,,
note,"• Services located within the works area to be exposed/proven, recorded as survey data and also on a service plan which is to be attached to the Excavation Permit.",,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• APAM- DBYD Job:32711991 Seq:215891341,,,,,,,,,
note,• FH Permit,,,,,,,,,
note,• Appendix K- Technical Specifications Cl.3.9.3,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Melbourne Airport Excavation Permit,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Surveyor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.7 - Native Grass Protection,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,"Acceptance Criteria: Native grass protection installed. As per native grass model, 8m wide corridor delineated by bollards/ fencing.",,,,,,,,,
note,Reference Documents: Relevant Native Grass Permit,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer/Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,2.0 Supply of Materials,,,,,,,,,
checkpoint,2.1 - Materials & source Approval,,,,,,,,,
note,Frequency: Pre-commencement,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• Provide full details of pit types to the Contract administrator including, but not limited to:",,,,,,,,,
note,– Manufacturer,,,,,,,,,
note,– Model Number,,,,,,,,,
note,– External Dimensions,,,,,,,,,
note,– Internal Dimensions,,,,,,,,,
note,– Maximum number of penetrations of each conduit size for each pit wall,,,,,,,,,
note,– Depth of penetrations,,,,,,,,,
note,– Label recess dimensions,,,,,,,,,
note,– SIT tray details/ installation details,,,,,,,,,
note,– Installation requirements,,,,,,,,,
note,– Lid details including,,,,,,,,,
note,○ Model Number,,,,,,,,,
note,○ Dimensions,,,,,,,,,
note,○ Materials,,,,,,,,,
note,○ Lifting points / mechanism,,,,,,,,,
note,○ Load rating,,,,,,,,,
note,○ Removal tools,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications - Section 2.7,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Aconex correspondence Reference Approval,,,,,,,,,
note,AP,,,,,,,,,
note,Responsibility: Site Engineer and Principal’s Representative,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,3.0 Excavation,,,,,,,,,
checkpoint,3.1 - Excavation Obstruction,,,,,,,,,
note,Frequency: Each lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• Any rock found to impose significantly on excavations (i.e. rock that cannot be excavated by means of a Rock Saw, Caterpillar D7 with single tyne ripper or similar suitably equipped machine) must be brought to the attention of the Contract Administrator",,,,,,,,,
note,• Cable pits must be relocated as necessary to avoid significant areas of rock that cannot be excavated.  Provide details of proposed pit relocations to the Contract Administrator for approval.,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• Appendix K- Technical Specifications )3.9.7,,,,,,,,,
note,• AGL Conduit Install ITC,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,HP,,,,,,,,,
note,Responsibility: Site Engineer / Foreman / Principal’s Representative,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,3.2 - Confirm Ground,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,"Acceptance Criteria: Pits shall be constructed on firm subgrade as per methods listed in item 3.3,  in accordance with manufacturer’s instructions",,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• IFC Drawings,,,,,,,,,
note,• Manufacturer installation guide,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Foreman,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,3.3 - Blinding,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Blinding to be installed in either of the following methods:,,,,,,,,,
note,– 50mm 20Mpa Concrete,,,,,,,,,
note,– 100mm Class 2 Wet Mix Crushed Rock – Compacted to refusal using handheld mechanical aid (DPU / Wacker Plate).,,,,,,,,,
note,• Installed blinding layer is to be stable and level to ensure the precast pit is vertical,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• IFC Drawings,,,,,,,,,
note,• Manufacturer installation guide,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,4.0 Precast Pit Fabrication & Delivery,,,,,,,,,
checkpoint,4.1 - Pit Delivery,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Ensure each pit component is inspected upon arrival ensuring:,,,,,,,,,
note,– Dimensions are as shown on manufacturer drawings,,,,,,,,,
note,– All blockouts in correct positions and to dimensions.,,,,,,,,,
note,– No damage to any pit component to the satisfaction of Site Engineer,,,,,,,,,
note,• No modifications to the pits are to be made without written approval from manufacturer.,,,,,,,,,
note,"• Conduit entries to be drilled on site, with defined area defined by pit manufacturer.",,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,5.0 Pit Installation,,,,,,,,,
checkpoint,5.1 - Positioning Pit Components,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: Pits must be constructed at the locations shown on the drawings.,,,,,,,,,
note,Reference Documents: IFC Drawings,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Surveyor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,5.2 - Construction / Levels,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: Install new pits as shown on drawings such that its collar and lid is level and at the same level as the finished adjacent surface.,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications - Section 3.8,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,5.3 - Pit Entries,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: Seal buried entries to all pits with a waterproof compound where necessary to prevent the ingress of soil and mud after backfill. Seal spare pit entries immediately after installation with a temporary cap.,,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications - Section 3.8,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,5.4 - Bedding & Backfilling,,,,,,,,,
note,Frequency: Each lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• In trenches, the lower layers to the level of 300 mm above the top of the conduits must be carefully bedded and consolidated at the appropriate moisture content under, around and on top of the conduits to not less than 90% MDD in accordance with test No. 5.1.1 of Australian Standard 1289 in the case of cohesive material, and not less than 70% of the density index in accordance with test No. E6.1 of Australian Standard 1289 in the case of cohesionless material.",,,,,,,,,
note,• If the excavated soil is not compactible material free of rocks or will not pass through a 25 mm sieve then: ,,,,,,,,,
note,– The bottom of the trench must comprise a bed of 50 mm of sand placed before the first enclosure or cable is laid; and ,,,,,,,,,
note,– A layer of sand must be placed to cover the conduit with 75 mm of sand before backfilling,,,,,,,,,
note,• Compaction Testing under roads must be carried out at a rate of not less than: ,,,,,,,,,
note,– Bedding: 1 test per 25 m of backfill laid ,,,,,,,,,
note,– Backfill: 1 test per 25 m of backfill laid per 0.5 m of backfill depth ,,,,,,,,,
note,– Subgrade: 1 test per 25 m of backfill laid – Base: 1 test per 25 m of backfill laid,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• Appendix K- Technical Specifications )3.9.9,,,,,,,,,
note,• AGL Conduit Install ITC,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Test Report and This ITP Signed,,,,,,,,,
note,TP/IP,,,,,,,,,
note,Responsibility: Site Engineer / Foreman,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,5.5 - Pit Fit out,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Ensure that all installation requirements are as detailed in drawings including:,,,,,,,,,
note,– Pit ID plate & label,,,,,,,,,
note,– Conduit directions markers,,,,,,,,,
note,– Earth Bar,,,,,,,,,
note,– SIT tray,,,,,,,,,
note,Reference Documents: IFC Drawings 12554937-E045 & E050,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,5.6 - Lid Encasement Slab Installation,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Seal Pit Wall and Lid encasement slab using mastic type sealant ensuring no gaps remain.,,,,,,,,,
note,• Any encasement slab on a slope is to be checked by the surveyor and achieved using packers and infilled using non-shrink grout.,,,,,,,,,
note,Reference Documents: Manufacturer Guide,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,5.7 - Earth Pit Installation,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: Install earth pit next to AGL pit as shown in IFC drawing.,,,,,,,,,
note,Reference Documents: IFC Drawing 12554937-E050,,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP Signed,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,6.0 Post Installation,,,,,,,,,
checkpoint,6.1 - As-built Documentation,,,,,,,,,
note,Frequency: Prior to Practical Completion,,,,,,,,,
note,"Acceptance Criteria: Record the location of all new pits, as well as any existing pits utilised by the works. Prior to backfilling accurately record the location of routes of underground cables.",,,,,,,,,
note,Reference Documents: Appendix K- Technical Specifications 3.18,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: As-built Survey Report,,,,,,,,,
note,SCP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,
note,The signature below verifies that this ITP has been completed in accordance with the Fulton Hogan’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Position:,,,,,,,,,
textbox,Date:,,,,,,,,,
