type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP021 - AGL Conduit & Boring Installation,itp,,,,,ITP021 - AGL Conduit & Boring Installation,,,
section,"1.0 Preliminary Activities – Permits, Documentation, Approvals, Survey Documentation",,,,,,,,,
checkpoint,1.1 - Check for Correct Documentation,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Ensure that all employees and subcontractors are:,,,,,,,,,
note,– using the correct and complete set of drawings ,,,,,,,,,
note,– all drawings are the latest revision,,,,,,,,,
note,Reference Documents: Drawings / Aconex Register,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Drawings and drawing registers,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,"Acceptance Criteria: All necessary measures and controls being implemented, that is PSP, EMP, TMP, SWMS & WP",,,,,,,,,
note,"Reference Documents: PSP, EMP, TMP, JSEA, SWMS, WP",,,,,,,,,
note,Inspection/ Test Method: Visual Inspection,,,,,,,,,
note,Record of conformity: This ITP signed,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.3 - Definition of the work Area & Survey check,,,,,,,,,
note,Frequency: Prior to commencing activity,,,,,,,,,
note,Acceptance Criteria: Work area has been cleared and surveyed (marked on site). Limits of excavation clearly defined as per For Construction drawings prior to trenching and install.,,,,,,,,,
note,Reference Documents: IFC Drawings 12554937-E014 to E028,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & Sub-contractor ITC,,,,,,,,,
note,SCP,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.4 - AGL Drainage Survey,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Survey for new pit and duct to be carried out & services in the area located to confirm works at each of the 6 drainage locations. This is to include:,,,,,,,,,
note,"○ Surface levels over locations of all proposed drainage structures (pit, pipe and headwalls)",,,,,,,,,
note,"○ Full survey detail of all existing drainage infrastructure in the vicinity of the connection points (SLs, ILs, size of pipes, size of pits, size and depth of trench grates, infrastructure location, material, confirmation of condition suitability for connection).",,,,,,,,,
note,"○ Invert levels required at all connections to existing infrastructure (pit, pipes and swales/surface)",,,,,,,,,
note,"○ Location, level, depth, size and type of all existing services within works area.",,,,,,,,,
note,Reference Documents: Aconex Reference: BecaCPL-TENADD-000007,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
