type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Fire Damper Checklist [N],,,,,,Fire Damper Checklist [N]
section,Details,,,,,,
checkpoint,Penetration details have been captured,,,,,,
checkpoint,Position damper centrally in penetration aperture as per system drawing with temporary supports or packers. ,,,,,,
checkpoint,Fasten 0.7mm thick steel mounting angles or brackets to damper with steel self drilling screws or steel pop rivets and to the building element with appropriate mechanical fixings at 200mm centre spacing or 1 per side as shown on system drawing.,,,,,,
checkpoint,Killargo fire rated mastic has been applied to the gaps between fire damper & building element on both sides.Gaps between the fire damper and wall no greater than 25mm.Ensure fill depth is 50mm. No evidence of cracking.,,,,,,
checkpoint,Ensure convenient access to fire damper for visual and/or maintenance inspections is provided.,,,,,,
checkpoint,Fire damper labelling in accordance with AS1682.2 has been placed and clearly identifies the fire damper,,,,,,
checkpoint,Pictures attached,,,,,,
checkpoint,Signature (Contract/Subcontractor Assessor),,,,,,
checkpoint,Signature (Builder Representative),,,,,,
