Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
CTN-ITP-002 - Stormwater Drainage,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Separable Portion A - Stage 3 - Loop Road - Stormwater Drainage,dynamic,Separable Portion A,Stage 3 - Loop Road,Stormwater Drainage
,,Separable Portion A - Commercial Road - Stormwater Drainage,dynamic,Separable Portion A,Commercial Road,Stormwater Drainage
,,Separable Portion C - Main Car Park: Area 1 - Stormwater Drainage,dynamic,Separable Portion C,Main Car Park: Area 1,Stormwater Drainage
,,Separable Portion C - Main Car Park: Area 2 - 02 - Stormwater Drainage,dynamic,Separable Portion C,Main Car Park: Area 2,02 - Stormwater Drainage
,Columns,,,,,
,,1.1 - Check for correct documentation,,1.1 - Check for correct documentation,1 - Preliminary Works,
,,1.2 - Implementation of all measures and controls,,1.2 - Implementation of all measures and controls,1 - Preliminary Works,
,,2.1 - Precast Reinforced Concrete Pipe Supply,,2.1 - Precast Reinforced Concrete Pipe Supply,2 - Procurement of Materials,
,,2.2 - Precast Reinforced Concrete Inlet and Outlet Structures supply,,2.2 - Precast Reinforced Concrete Inlet and Outlet Structures supply,2 - Procurement of Materials,
,,2.3 - Bedding and Backfill Material Specification,,2.3 - Bedding and Backfill Material Specification,2 - Procurement of Materials,
,,2.4 - Setout of Works,,2.4 - Setout of Works,2 - Procurement of Materials,
,,3.1 - Excavation for pipe,,3.1 - Excavation for pipe,3 - Installation of Underground Stormwater Drainage,
,,3.2 - Trench Inspection,,3.2 - Trench Inspection,3 - Installation of Underground Stormwater Drainage,
,,3.3 - Trench Base Preparation / Bedding,,3.3 - Trench Base Preparation / Bedding,3 - Installation of Underground Stormwater Drainage,
,,3.4 - Haunching,,3.4 - Haunching,3 - Installation of Underground Stormwater Drainage,
,,3.5 - Laying of pipes,,3.5 - Laying of pipes,3 - Installation of Underground Stormwater Drainage,
,,3.6 - Jointing,,3.6 - Jointing,3 - Installation of Underground Stormwater Drainage,
,,3.7 - Drainage Pits,,3.7 - Drainage Pits,3 - Installation of Underground Stormwater Drainage,
,,3.8 - Tolerance,,3.8 - Tolerance,3 - Installation of Underground Stormwater Drainage,
,,4.1 - Inspection Prior to Backfilling,,4.1 - Inspection Prior to Backfilling,4 - Backfilling of Stormwater,
,,4.2 - Filling,,4.2 - Filling,4 - Backfilling of Stormwater,
,,4.3 - Testing and Acceptance of Fill Materials,,4.3 - Testing and Acceptance of Fill Materials,4 - Backfilling of Stormwater,
,,5.1 - Finishing and Rendering Pipes,,5.1 - Finishing and Rendering Pipes,5 - Finishing and Commissioning,
,,5.2 - As-Constructed survey and documentation,,5.2 - As-Constructed survey and documentation,5 - Finishing and Commissioning,
,,Final Inspection,,Final Inspection,5 - Finishing and Commissioning,
,,,,,,
CTN-ITP-003 - Service Trenching & Install,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Separable Portion A - Stage 2 - Remnant Ready Bay - Electrical & Communications Trenching,dynamic,Separable Portion A,Stage 2 - Remnant Ready Bay,Electrical & Communications Trenching
,,Separable Portion A - Stage 3 - Loop Road - Electrical & Communications Trenching,dynamic,Separable Portion A,Stage 3 - Loop Road,Electrical & Communications Trenching
,,Separable Portion A - Commercial Road - Electrical & Communications Trenching,dynamic,Separable Portion A,Commercial Road,Electrical & Communications Trenching
,,Separable Portion C - Main Car Park: Area 1 - Electrical & Communications Trenching,dynamic,Separable Portion C,Main Car Park: Area 1,Electrical & Communications Trenching
,,Separable Portion C - Main Car Park: Area 2 - Electrical & Communications Trenching,dynamic,Separable Portion C,Main Car Park: Area 2,Electrical & Communications Trenching
,,Separable Portion B - 03 - Service Trenching & Install,dynamic,Separable Portion B,03 - Service Trenching & Install,
,Columns,,,,,
,,1.1 - Check for correct documentation,,1.1 - Check for correct documentation,,
,,1.2 - Implementation of all measures and controls,,1.2 - Implementation of all measures and controls,,
,,1.3 - Materials,,1.3 - Materials,,
,,2.1 - Survey set-out,,2.1 - Survey set-out,,
,,2.2 - Excavation/Boring & Trenching,,2.2 - Excavation/Boring & Trenching,,
,,2.3 - Installation of Conduits,,2.3 - Installation of Conduits,,
,,2.4 - Back Fill of Trenches,,2.4 - Back Fill of Trenches,,
,,2.6 - Compaction,,2.6 - Compaction,,
,,2.7 - Compaction,,2.7 - Compaction,,
,,2.8 - Installation of marker tape,,2.8 - Installation of marker tape,,
,,2.9 - Cable Pits & Pit Lids,,2.9 - Cable Pits & Pit Lids,,
,,3.1 - Cleaning of Site,,3.1 - Cleaning of Site,,
,,3.2 - Recording/As Built,,3.2 - Recording/As Built,,
,,Final Inspection,,Final Inspection,,
,,,,,,
CTN-ITP-004 - Subsurface Drains,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Separable Portion A - Stage 2 - Remnant Ready Bay - Subsoil Drainage,dynamic,Separable Portion A,Stage 2 - Remnant Ready Bay,Subsoil Drainage
,,Separable Portion A - Stage 3 - Loop Road - Subsurface Drainage,dynamic,Separable Portion A,Stage 3 - Loop Road,Subsurface Drainage
,,Separable Portion A - Commercial Road - Subsurface Drainage,dynamic,Separable Portion A,Commercial Road,Subsurface Drainage
,,Separable Portion C - Main Car Park: Area 2 - 04 - Subsurface Drains,dynamic,Separable Portion C,Main Car Park: Area 2,04 - Subsurface Drains
,,Separable Portion B - 04 - Subsurface Drains,dynamic,Separable Portion B,04 - Subsurface Drains,
,Columns,,,,,
,,1.1 - Check for correct documentation,,1.1 - Check for correct documentation,,
,,1.2 - Implementation of all measures and controls,,1.2 - Implementation of all measures and controls,,
,,1.3 - Material Classification,,1.3 - Material Classification,,
,,2.1 - Excavation Permit,,2.1 - Excavation Permit,,
,,2.2 - Outlets,,2.2 - Outlets,,
,,2.3 - Excavation of Trench,,2.3 - Excavation of Trench,,
,,2.4 - Bedding,,2.4 - Bedding,,
,,2.5 - Placing pipes,,2.5 - Placing pipes,,
,,2.6 - Backfilling,,2.6 - Backfilling,,
,,2.6 - Backfilling,,2.6 - Backfilling,,
,,2.8 - Access Points and Flushouts,,2.8 - Access Points and Flushouts,,
,,3.1 - As-Constructed survey and documentation,,3.1 - As-Constructed survey and documentation,,
,,Final Inspection,,Final Inspection,,
,,,,,,
CTN-ITP-005 - Asphalt Placement,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Separable Portion A - Stage 2 - Remnant Ready Bay - Asphalt Placement,dynamic,Separable Portion A,Stage 2 - Remnant Ready Bay,Asphalt Placement
,,Separable Portion A - Stage 3 - Loop Road - Asphalt Placement,dynamic,Separable Portion A,Stage 3 - Loop Road,Asphalt Placement
,,Separable Portion A - Commercial Road - Asphalt,dynamic,Separable Portion A,Commercial Road,Asphalt
,,Separable Portion C - Main Car Park: Area 1 - Asphalt Pavements,dynamic,Separable Portion C,Main Car Park: Area 1,Asphalt Pavements
,,Separable Portion C - Main Car Park: Area 2 - 05 - Asphalt Placement,dynamic,Separable Portion C,Main Car Park: Area 2,05 - Asphalt Placement
,,Separable Portion B - 05 - Asphalt Placement,dynamic,Separable Portion B,05 - Asphalt Placement,
,Columns,,,,,
,,1.1 - Submission of Mix Design,,1.1 - Submission of Mix Design,,
,,1.2 - Implementation of all measures and controls,,1.2 - Implementation of all measures and controls,,
,,1.3 - Site Inspection and Base Condition,,1.3 - Site Inspection and Base Condition,,
,,1.4 - Ambient Conditions for Placing,,1.4 - Ambient Conditions for Placing,,
,,2.1 - Tack Coat,,2.1 - Tack Coat,,
,,2.2 - Prime Coat,,2.2 - Prime Coat,,
,,2.3 - Commencement of Placing,,2.3 - Commencement of Placing,,
,,2.4 - Delivery of Mix,,2.4 - Delivery of Mix,,
,,2.5 - Layer Thickness and Level Control,,2.5 - Layer Thickness and Level Control,,
,,2.6 - Asphalt Placement works,,2.6 - Asphalt Placement works,,
,,2.7 - Surface Finish of Wearing Course,,2.7 - Surface Finish of Wearing Course,,
,,2.8 - Kerb and Channel,,2.8 - Kerb and Channel,,
,,3.1 - Compaction,,3.1 - Compaction,,
,,3.2 - As-constructed survey and conformance documentation,,3.2 - As-constructed survey and conformance documentation,,
,,Final Inspection,,Final Inspection,,
,,,,,,
CTN-ITP-006 - Concrete - Kerbs,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Separable Portion A - Stage 2 - Remnant Ready Bay - Concrete Kerbs,dynamic,Separable Portion A,Stage 2 - Remnant Ready Bay,Concrete Kerbs
,,Separable Portion A - Stage 3 - Loop Road - Concrete Kerbs,dynamic,Separable Portion A,Stage 3 - Loop Road,Concrete Kerbs
,,Separable Portion A - Commercial Road - Concrete Kerbs,dynamic,Separable Portion A,Commercial Road,Concrete Kerbs
,,Separable Portion C - Main Car Park: Area 1 - Concrete Kerbs,dynamic,Separable Portion C,Main Car Park: Area 1,Concrete Kerbs
,,Separable Portion C - Main Car Park: Area 2 - 06 - Concrete Kerbs,dynamic,Separable Portion C,Main Car Park: Area 2,06 - Concrete Kerbs
,,Separable Portion B - 06 - Concrete Kerbs,dynamic,Separable Portion B,06 - Concrete Kerbs,
,Columns,,,,,
,,1.1 - Check for correct documentation,,1.1 - Check for correct documentation,1 - Preliminary Works,
,,1.2 - Implementation of all measures and controls,,1.2 - Implementation of all measures and controls,1 - Preliminary Works,
,,1.3 - Submission & Approval of Concrete Mix Design,,1.3 - Submission & Approval of Concrete Mix Design,1 - Preliminary Works,
,,2.1 - Setting Out,,2.1 - Setting Out,2 - Construction Works,
,,2.2 - Excavation Permit,,2.2 - Excavation Permit,2 - Construction Works,
,,2.3 - Excavation,,2.3 - Excavation,2 - Construction Works,
,,2.4 - Concrete Placement,,2.4 - Concrete Placement,2 - Construction Works,
,,2.5 - Pram Crossings,,2.5 - Pram Crossings,2 - Construction Works,
,,2.6 - Joints,,2.6 - Joints,2 - Construction Works,
,,2.7 - Protection of concrete,,2.7 - Protection of concrete,2 - Construction Works,
,,2.8 - Curing - Kerb,,2.8 - Curing - Kerb,2 - Construction Works,
,,3.1 - Carry out sampling of concrete - strength and consistency,,3.1 - Carry out sampling of concrete - strength and consistency,3 - Completion,
,,3.2 - Tolerances,,3.2 - Tolerances,3 - Completion,
,,3.3 - Backfilling,,3.3 - Backfilling,3 - Completion,
,,3.4 - As-constructed survey and conformance documentation,,3.4 - As-constructed survey and conformance documentation,3 - Completion,
,,Final Inspection,,Final Inspection,3 - Completion,
,,,,,,
CTN-ITP-007 - Concrete - Footpaths & Islands,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Separable Portion A - Stage 2 - Remnant Ready Bay - Concrete Footpaths & Islands,dynamic,Separable Portion A,Stage 2 - Remnant Ready Bay,Concrete Footpaths & Islands
,,Separable Portion A - Stage 3 - Loop Road - Pavements,dynamic,Separable Portion A,Stage 3 - Loop Road,Pavements
