type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-255-CIV-Calder-Signage (Supply and Install),itp,,,,,ITP-255-CIV-Calder-Signage (Supply and Install) Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-255-CIV-Calder-Signage (Supply and Install),,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Calder-Signage (Supply and Install),,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 255-CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 28/04/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Jason Quan/Derek Collins,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Section 860 (Feb 2023),,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Section 714 (Feb 2023),,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Section 703 (Aug 2021),,,,,,,,,,,,,,,,,,,,,,
label,○ IFC Drawings AS 1742.2:2009,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries - Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Manufacture & Supply of Signages and Posts,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 860,,,,,,,,,,,,,,,,,,,,,,
label,○ Section 860.06,,,,,,,,,,,,,,,,,,,,,,
label,○ Section 860.07,,,,,,,,,,,,,,,,,,,,,,
label,○ Table 860.071,,,,,,,,,,,,,,,,,,,,,,
label,○ Section 714.03,,,,,,,,,,,,,,,,,,,,,,
label,○ Section 714.06,,,,,,,,,,,,,,,,,,,,,,
label,○ IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Signs are to be manufactured in accordance with Section 860 and IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,"○ Warranties for the Signboard and Components, Sign Face Material, Giving of the Warranty and warranty Claims to be in accordance with Specification 860.07 and Table 860.071. ",,,,,,,,,,,,,,,,,,,,,,
label,○ Packaging and Storage of Sign to be in accordance with Specification 860.06.,,,,,,,,,,,,,,,,,,,,,,
label,○ Signs and components shall be handled and transported so as to prevent damage. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ Signs shall be stored vertically in such a manner to prevent damage to the sign face, edges or components, taking into account any recommendations of the sheeting manufacturer.",,,,,,,,,,,,,,,,,,,,,,
label,○ Post details shall be as shown on the Sign and Post Schedule and in accordance with the VicRoads Traffic Engineering Manual Volume 2. Steel posts shall be either: ,,,,,,,,,,,,,,,,,,,,,,
label, — Hot dipped galvanised; or ,,,,,,,,,,,,,,,,,,,,,,
label, — Pre-galvanised prior to forming,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: TeamBinder Material Approval Ref No,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to works start,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Conqa HP Release,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries - Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Check for correct documentation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Ensure that all employees and sub contractors are:,,,,,,,,,,,,,,,,,,,,,,
label,— Using the correct and complete set of drawings ,,,,,,,,,,,,,,,,,,,,,,
label,— All drawings are the latest version,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual inspection,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to commencing any activity,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed-off,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4. Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Setting Out - Position of Posts and Signs,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Section 714.06 IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Set out work in accordance with IFC Drawings.,,,,,,,,,,,,,,,,,,,,,,
label,○ The required positions of all posts and signs shall be checked and confirmed by the Superintendent before the erection of posts,,,,,,,,,,,,,,,,,,,,,,
label,Method - Verify,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to start,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE, Nominated Authority",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed-off,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4. Construction / Installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Foundation,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - Section 714.06 (c), Section 703, Brimbank Standards S520",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All posts shall be set in concrete foundations to depths shown in the Sign and post Schedule and have hole diameters as per the below: ,,,,,,,,,,,,,,,,,,,,,,
label,○ Post sizes 32mm and 50mm nominal bore steel = 225mm diameter ,,,,,,,,,,,,,,,,,,,,,,
label,○ Post sizes 80mm to 150mm nominal bore steel = 300mm diameter ,,,,,,,,,,,,,,,,,,,,,,
label,○ Frangible hardwood posts 180mm x 100mm = 300mm diameter,,,,,,,,,,,,,,,,,,,,,,
label,○ Concrete Footing should be 300mm diametre and 700mm deep with 25MPa concrete mix as per Brimbank standards S520.,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: Concrete Delivery Docket,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Per Lot,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
