type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,700X V1.1,,,,,,700X V1.1,c292be6c-2e2b-466e-94ff-e1b694bc5095
section,DETAILS,,,,,,,
checkpoint,Attach any relevant documents or photos,,,,,,,
text,ITP No. ,,,,,,,
text,Revision No. & Date ,,,,,,,
text,Prepared By,,,,,,,
text,Reviewed By,,,,,,,
text,Approved By,,,,,,,
text,"Supporting documentations - e.g location, CIDD alerts etc. ",,,,,,,
section,BATCH DETAIL NUMBER OF PRODUCTS - EACH LOCATION ,,,,,,,
checkpoint,Enviro Flex FC/ Sika Flex Pro ,,,,,,,
label,Records - Photograph,,,,,,,
label,Surveillance point,,,,,,,
checkpoint,Enviro B-LV,,,,,,,
label,Records - Photograph,,,,,,,
label,Surveillance point,,,,,,,
checkpoint,Enviro 700X,,,,,,,
label,Records - Photograph,,,,,,,
label,Surveillance point,,,,,,,
section,PRE COMMENCEMENT - EACH LOCATION ,,,,,,,
checkpoint,Sample Submissions ,,,,,,,
label,Submit samples for approval as per Specific Material Requirements.,,,,,,,
label,Record Submissions,,,,,,,
checkpoint,First Of Type Inspection,,,,,,,
label,First of type of inspection conducted by builder prior to commencment of works taking place.,,,,,,,
label,Record Submissions,,,,,,,
checkpoint,Material Management & Storage - Envirosystems TDS ,,,,,,,
label,"Store materials in a dry, clean place away from direct sunlight as per TDS",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Acceptance of Substrate - AS 4654 .2.2012 Section 2.5,,,,,,,
label,Obtain clearance for work initiation.,,,,,,,
label,"Ensure a smooth substrate without protrusions, voids, or formwork distortions. The substrate should be free of honeycombing/bug holes.",,,,,,,
label,Patching products must be fully cured as per TDS prior to application,,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Falls in Substrate- AS3740- 2021 Section 2.3 and AS 4654.2,,,,,,,
label,Builder to confirm compliant falls; minimum 1-100 falls,,,,,,,
label,Hold Point,,,,,,,
checkpoint,Cracks in Substrate - AS2870 Table C2,,,,,,,
label,Ensure no substrate cracks greater than 1.6mm.,,,,,,,
label,"Cracks of 1.6mm and over, movement structural joints, cold joints and Live cracks are to be referred to engineers for treatment methodology.",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,SUBSTRATE PREPERATION: AS 4654.2-2012,,,,,,,
checkpoint,Substrate Preperation - AS 4654.2-2012 ,,,,,,,
label,Ensure Surface is prepared to receive primer application.,,,,,,,
label,"Clean substrate so that it is free of mould, paint, sealers, coatings, curing agents, loose particles and other contamination or foreign matter that may interfere with the adhesion.",,,,,,,
label,Achieve CSP2 and CSP3 Concrete finish profile.,,,,,,,
label,"Remove all sharp edges including screws, nails and concrete/mortar projection.",,,,,,,
label,"Steel surfaces should be treated with appropriate degreasers, then grit blasted and/or wire brushed where necessary.",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,PRIME COAT- EACH LOCATION ,,,,,,,
checkpoint,Moisture Content - Enviro Epoxy B-LV Product TDS ,,,,,,,
label,"Check moisture content of substrate, not to exceed 6% (Min.1 test per 10m2).",,,,,,,
label,Records - Photograph,,,,,,,
label,Surveillance point,,,,,,,
checkpoint,Weather/RH - Enviro Epoxy BL-V Product TDS ,,,,,,,
label,Apply within 5-35°C,,,,,,,
label,RH must be 0-85% ,,,,,,,
label,Screenshot - Temperature and weather forecast ,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Product Mixing - Enviro Epoxy BL-V Product TDS ,,,,,,,
label,"Mix Part A (12L) and Part B (6L) seperately add Part B, liquid hardener, to the Enviro Epoxy B-LV Part A base.",,,,,,,
label,Enviro Epoxy B-LV should be thoroughly mixed with a mechanical mixer at low speed with a suitable mixing paddle attached.,,,,,,,
label,Mix for 3 minutes or until uniform with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application - Enviro Epoxy BL-V Product TDS ,,,,,,,
label,Apply primer using a brush or roller and casting aggregate for every 5 m2 applied. ,,,,,,,
label,"Applications of excessive build should be avoided, and material must not be allowed to pool on the substrate surface.",,,,,,,
label,Ensure Primer is dry and tack free (within 24 hours) prior to next coat.,,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,BOND BREAKER- EACH LOCATION ,,,,,,,
checkpoint,Caulking - AS 3740 2021 & AS 4654.1,,,,,,,
label,"Apply compatible sealant to form smooth flexible cove to all internal corners, penetrations and joints.",,,,,,,
label,This is to be a 12mm x 12mm coved fillet as per AS3740 class III membrane requirements for internal areas and 15mm x 15mm coved fillet as per AS4654.1 class III membrane requirements for external areas. ,,,,,,,
label,Bond breaker to be tack free prior to coating. ,,,,,,,
label,Records - Photograph,,,,,,,
label,Records - Thickness testing with fillet gauge ,,,,,,,
label,Witness Point,,,,,,,
section,FIRST BASE COAT - EACH LOCATION ,,,,,,,
checkpoint,Weather/RH - 700X Product TDS,,,,,,,
label,Apply within 5-35°C,,,,,,,
label,RH must be 0-85% ,,,,,,,
label,Screenshot - Temperature and weather forecast ,,,,,,,
label,Surveillance point,,,,,,,
checkpoint,Product Mixing - 700X Product TDS,,,,,,,
label,○ Product should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application.,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application - 700X Product TDS,,,,,,,
label,○ 700X to be applied by roller vertically on substrate and terminating min 150mm with brush.,,,,,,,
label,Minimum application requirements set forth relevant Australian Standards to be followed,,,,,,,
label,Allow membrane to dry for 24 Hours before proceeding to the second coat.,,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,ENVIRO 700X - SECOND COAT ,,,,,,,
checkpoint,Weather/RH - 700X Product TDS,,,,,,,
