Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Studio Units + Community Centre ,dynamic,Studio Units + Community Centre ,
,,Rest Home ,dynamic,Rest Home ,
,,"Special Care, Salisbury Wing, O’Bryne Wing ",dynamic,"Special Care, Salisbury Wing, O’Bryne Wing ",
,,Townhouses,dynamic,Townhouses,
,,Medical Centre ,dynamic,Medical Centre ,
,Columns,,,,
,,Main Building & Townhouse Spiderproofing,,Main Building & Townhouse Spiderproofing,
,,Main Building Brickwork Washdown,,Main Building Brickwork Washdown,
,,Main Building Gutter Debris Removal,,Main Building Gutter Debris Removal,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
,,Main Building Roof Treatment,,Main Building Roof Treatment,
,,Path Treatments & Lamp Cleaning,,Path Treatments & Lamp Cleaning,
