Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
H&S - Daily Prestart,,,,,,,
,Scope,,,pre-start,,,
,Rows,,,,,,
,,March 2023,dynamic,march 2023,pre-start,Health and Safety,CONQA Standardised Demos  - Carpentry
,,April 2023,dynamic,pre-start,april 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,May 2023,dynamic,pre-start,may 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,June 2023,dynamic,pre-start,june 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,July 2023,dynamic,pre-start,july 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,August 2023,dynamic,pre-start,august 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,September 2023,dynamic,pre-start,september 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,October 2023,dynamic,pre-start,october 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,November 2023,dynamic,pre-start,november 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,December 2023,dynamic,december 2023,pre-start,health and safety,CONQA Standardised Demos  - Carpentry
,Columns,,,,,,
,,Person/s in charge of site operations,,person/s in charge of site operations,,,
,,Weather conditions,,weather conditions,,,
,,Conditions,Conditions,weather conditions,,,
,,Wind Conditions,,wind conditions,,,
,,Conditions,Conditions,wind conditions,,,
,,Meeting minutes,,meeting minutes,,,
,,Safety minutes,,safety minutes,,,
,,Main contractor supplied minutes,,main contractor supplied minutes,,,
,,Signatures of all attendees,,signatures of all attendees,,,
,,,,,,,
H&S - Toolbox Meeting Minutes,,,,,,,
,Scope,,,toolbox,,,
,Rows,,,,,,
,,March 2023,dynamic,march 2023,toolbox,health and safety,CONQA Standardised Demos  - Carpentry
,,April 2023,dynamic,toolbox,april 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,May 2023,dynamic,toolbox,may 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,June 2023,dynamic,toolbox,june 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,July 2023,dynamic,toolbox,july 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,August 2023,dynamic,toolbox,august 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,September 2023,dynamic,toolbox,september 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,October 2023,dynamic,toolbox,october 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,November 2023,dynamic,toolbox,november 2023,health and safety,CONQA Standardised Demos  - Carpentry
,,December 2023,dynamic,december 2023,toolbox,health and safety,CONQA Standardised Demos  - Carpentry
,Columns,,,,,,
,,Details,,details,,,
,,Health & safety issues,,health and safety issues,,,
,,Job plans reviewed,,job plans reviewed,,,
,,Operational issues,,operational issues,,,
,,Other business,,other business,,,
,,Attendees,,attendees,,,
,,Review by management,,review by management,,,
,,,,,,,
QA - Carpentry,,,,,,,
,Scope,,,site qa,,,
,Rows,,,,,,
,,Ground level,dynamic,ground level,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 1,dynamic,level 1,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 2,dynamic,level 2,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 3,dynamic,level 3,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 4,dynamic,level 4,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 5,dynamic,level 5,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 6,dynamic,level 6,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 7,dynamic,level 7,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 8,dynamic,level 8,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 9,dynamic,level 9,site qa,CONQA Standardised Demos  - Carpentry,
,,Level 10,dynamic,level 10,site qa,CONQA Standardised Demos  - Carpentry,
,Columns,,,,,,
,,Internal Framing,,internal framing,,,
,,External Framing,,external framing,,,
,,RAB,,rab,,,
,,Wrapshield,,wrapshield,,,
,,Soffits,,soffits,,,
,,,,,,,
