type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-148-CIV-CPD-Chadoak Water Main Relocation,itp,,,,,ITP-148-CIV-CPD-Chadoak Water Main Relocation Rev 0,,,,,,,,,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: CHA-02-ITP-WATERMAIN,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: WATER MAIN RETICULATION,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 24/07/2023,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Daniel Griffin,,,,,,,,,,,,,,,,,,,,,,
label,References: WSA 03-2011-3.2 Project Risk Management Plan (PRMP) MRWA Standard Drawings,,,,,,,,,,,,,,,,,,,,,,
section,1.0 PRELIMINARIES,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - The current Water Authority Approved revision drawings are being used. including subcontractors’ copy,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Current revision drawings are being used, ensure drawings have been Issued as IFC",,,,,,,,,,,,,,,,,,,,,,
label,Test/Inspection Frequency - Each Lot,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,
label,By - PM SP,,,,,,,,,,,,,,,,,,,,,,
label,Record/evidence - This ITP signed,,,,,,,,,,,,,,,,,,,,,,
checkpoint,"1.2 - Applicable Permits obtained (includes Excavation Permits, BYD, Road Opening Permits, YVW Approvals & etc.)",,,,,,,,,,,,,,,,,,,,,,
label,Specification - Design Drawings (Refer to General Notes & Legend),,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Permits obtained prior to demolition or construction from the relevant authorities,,,,,,,,,,,,,,,,,,,,,,
label,Test/Inspection Frequency - Before job start,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,
label,By - PM SP,,,,,,,,,,,,,,,,,,,,,,
label,Record/evidence - This ITP signed,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Check pipeline material’s compliances,,,,,,,,,,,,,,,,,,,,,,
label,Specification - Design Drawings WSA 03-2011-3.2 Section 12.1,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Use only products and materials specified by the Project Specification, Design Drawings or as approved by the Water Agency",,,,,,,,,,,,,,,,,,,,,,
label,Test/Inspection Frequency - Before job start,,,,,,,,,,,,,,,,,,,,,,
