type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist-flat,AHU,,,,,,AHU Installation Checklist,,,
checkpoint,Check equipment installed in correct location,,,,,,,,,
checkpoint,Correct Model No checked & referenced,,,,,,,,,
checkpoint,Fan section checked,,,,,,,,,
checkpoint,"Belts, pulleys, guards fitted & checked",,,,,,,,,
checkpoint,Internal supports & spring mounts checked,,,,,,,,,
checkpoint,Flexible connections checked,,,,,,,,,
checkpoint,Coils & Filters checked,,,,,,,,,
checkpoint,"Checked traps & drains, flow from trays with unit running",,,,,,,,,
checkpoint,Coil fins not damaged,,,,,,,,,
checkpoint,Coils installed correctly,,,,,,,,,
checkpoint,Commissioning report attached,,,,,,,,,
,,,,,,,,,,
checklist-flat,Boiler,,,,,,Boiler Installation Checklist,,,
checkpoint,Correct Model No checked & referenced,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
checkpoint,Vibration Isolation checked,,,,,,,,,
checkpoint,Boilers checked,,,,,,,,,
checkpoint,Installed to manufacturers instructions,,,,,,,,,
checkpoint,Combustion air / mechanical ventilation available,,,,,,,,,
checkpoint,Clearance for servicing & inspection checked,,,,,,,,,
checkpoint,Condensate drain off boiler vessel,,,,,,,,,
checkpoint,Flue installation checked,,,,,,,,,
checkpoint,Checked against manufacturer literature,,,,,,,,,
checkpoint,Correct flue size,,,,,,,,,
checkpoint,Fan installed correctly (if required),,,,,,,,,
checkpoint,Adequate brackets & support,,,,,,,,,
checkpoint,Provision to disconnect the stack for servicing & inspection,,,,,,,,,
checkpoint,Clear & unobstructed,,,,,,,,,
checkpoint,Drain and test points to boiler flues,,,,,,,,,
checkpoint,Gas pipework checked,,,,,,,,,
checkpoint,Line size checked against schedule,,,,,,,,,
checkpoint,Conducted leak test,,,,,,,,,
checkpoint,Correct boiler inlet gas pressure ≤7 kPa - checked against manufacturer literature,,,,,,,,,
checkpoint,Insulation checked,,,,,,,,,
checkpoint,Flue checked against spec / drawing,,,,,,,,,
checkpoint,Controls checked,,,,,,,,,
checkpoint,"Sensors, controllers, switches fitted to flue and pipes",,,,,,,,,
checkpoint,Wiring/tubing to devices to boiler checked,,,,,,,,,
,,,,,,,,,,
checklist-flat,Chiller,,,,,,Chiller Installation Checklist,,,
checkpoint,Correct Model No checked & referenced,,,,,,,,,
checkpoint,Equipment installed in correct location,,,,,,,,,
