type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP034 - ALER 3 Electrical,itp,,,,,FH-ZU2-QU-ITP034 - ALER 3 Electrical - Rev 0,
section,"1.0 - Preliminary Activities – Permits, Documentation, Approvals, Survey Documentation",,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Ensure that all employees and subcontractors are:,,,,,,,
label,– using the correct and complete set of drawings.,,,,,,,
label,– all drawings are the latest revision.,,,,,,,
label,Reference Documents - Drawings / Aconex Register,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Drawings and drawing registers,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, JSEA, SWMS, WP",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Survey Checks,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Survey set out to be completed for all assets,,,,,,,
label,Reference Documents - Drawings,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.4 - Submission & approval of shop drawings,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - HOLD POINT,,,,,,,
label,○ Submit shop drawings to the principal’s representative for approval prior to fabrication commencement. Items to include but not limited to:,,,,,,,
label," – MSB, DB-A, DB-C, DB-L&P, DB-EX1, DB-EX2, MSSB, DB-MGC, DB-GCP, DB-LBC, Luminaires, Light Control Systems, Lightning Protection and Earthing",,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005 C2100 Page 8, Drawings 030-3100 set, Approved Shop drawings",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Reference,,,,,,,
label,HP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer /Principal’s Representative,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.5 - Material Submissions,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - HOLD POINT,,,,,,,
label,○ Items to include but not limited to:,,,,,,,
label," – Cables, control panels, luminaires, lighting control, switches, isolators, contactors, circuit breakers, earthing system, cable trays, ladders, etc. (all containment)",,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005, AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Reference,,,,,,,
label,HP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer /Principal’s Representative,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.6 - Temporary Works (if applicable),,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Submission and approval of the following documentation based on the Temporary Works Design Process Matrix.,,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005, Temporary Works Design Process Matrix, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - As defined by the Temporary Works Design Process Matrix (where applicable),,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.7 - Off-site Inspections,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - WITNESS POINT,,,,,,,
label,○ Inspection and attendance on site for Factory Acceptance Testing for:,,,,,,,
label, – Switchboards,,,,,,,
label, – Distribution Boards,,,,,,,
label,○ Following these inspections FAT testing shall be submitted.,,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005 C2121.20, AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - This ITP Signed, Factory Acceptance Tests",,,,,,,
label,WP TP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer /Principal’s Representative,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.8 - Certificates of Compliance (prior to delivery to onsite),,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Provide Suppliers Certificate of Compliance and Spatial Certificate of Compliance for,,,,,,,
label,○ Switchboards,,,,,,,
label,○ Distribution Boards,,,,,,,
label,○ Control Systems,,,,,,,
label,○ Power Control,,,,,,,
label,○ Switchgear,,,,,,,
label,○ Cables,,,,,,,
label,"Reference Documents - ZULU-BECA-001-SPC-00005 C2100.3, AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - Supplier’s Certificate of Compliance, Spatial Certificate of Compliance (where required)",,,,,,,
label,HP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer /Principal’s Representative,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,2.0 - Construction,,,,,,,
checkpoint,2.01 - Delivery of Materials to site,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Inspection of materials whilst still loaded on the truck prior to accepting the delivery on site.,,,,,,,
label,○ Identify any damage/defects prior to unloading of the material.,,,,,,,
label,Reference Documents - ZULU-BECA- 001-SPC-00005 Drawings,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,"Record of conformity - This ITP Signed, Materials Inspection Checklist on ConQA",,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.2 - Conduit / Containment Installation – Walls and Ceilings,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm the following items are constructed in accordance with IFC design and specification.,,,,,,,
label,○ Fixings secured in walls/ceilings.,,,,,,,
label,"○ Conduits, bends, and junction boxes",,,,,,,
label,○ Draw wires installed,,,,,,,
label,○ Fire-stopping and fire protection,,,,,,,
label,"Reference Documents - ZULU-BECA-001-SPC-00005, AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP Signed Building Eng ITC,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"2.3 - MSB, LV Distribution Boards, and Control Panels",,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm the following items are constructed in accordance with IFC design and specification.,,,,,,,
label,"○ Size, colour, location",,,,,,,
label,○ Plinth (if required),,,,,,,
label,○ Secure and anchored.,,,,,,,
label,○ Labels,,,,,,,
label,○ Switchgear and M.E.N Link,,,,,,,
label,○ Tightness & alignment,,,,,,,
label,○ All wiring tidy and neat,,,,,,,
label,Verify and confirm the following tests (not limited to):,,,,,,,
label,○ Polarity Check,,,,,,,
label,○ Cable Loop Resistance (Ohms),,,,,,,
label,○ Insulation Resistance (Core-Core& Core to Earth),,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005, AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,"Record of conformity - This ITP Signed, Building Engineering ITP",,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"2.4 - Cable Tray & Cable Tray Support Post Installation (Comms, Electrical and AGL)",,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm the following items are constructed in accordance with IFC design and specification.,,,,,,,
label," ○ (i) Provide cable support system throughout, including cable trays (both power and Comms/ELV), cable ladders, trunking, conduits and catenary wire system.",,,,,,,
label, ○ (ii) External ducts and draw pits for the incoming LV supply shall be provided by the Civils Trade. Ducts connected between building and external pits to be of flexible type and be able to withstand building movement.,,,,,,,
label, ○ (iii) Provide cast-in conduits with draw wires as required.,,,,,,,
label," ○ (iv) All safety services shall be installed on fire rated containment. Where fire rated cable share containment with general services reticulation, all containment and fixings shall be selected and installed to suit the requirements of the safety services installation.",,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005-C2100, C2112 AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP Signed Building Eng ITC,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"2.5 - Cabling – Mains, Submains,",,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm cabling is constructed in accordance with IFC design and AS/NZS 3000.,,,,,,,
label,Verify and confirm the following tests (not limited to):,,,,,,,
label,○ Polarity Check,,,,,,,
label,○ Cable Loop Resistance (Ohms),,,,,,,
label,○ Insulation Resistance (Core-Core& Core to Earth),,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005 C2111.5, AS/NZS 3000, Drawings 030-3100 set",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP Signed Building Eng ITP,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.6 - Emergency Lighting and Illuminated Exit Sign Installation,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm cabling is constructed in accordance with IFC design and AS/NZS 3000 & AS/NZS 2293,,,,,,,
label,Verify and confirm the following tests (not limited to):,,,,,,,
label,○ Polarity Check,,,,,,,
label,○ Cable Loop Resistance (Ohms),,,,,,,
label,○ Insulation Resistance (Core-Core& Core to Earth),,,,,,,
label,"All Emergency luminaires, signs and exits labelled as per ALER 3 Emergency Lighting Schedule.",,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005 C2132, Drawings 030-3100 set, AS/NZS 3000",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP Signed Building Eng ITP,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"2.7 - Light Fitting and Light Control Installation. (External/Internal Luminaires, PIRs)",,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm the following items are constructed in accordance with IFC design and specification.,,,,,,,
label," – Type, size, colour, quantities, location",,,,,,,
label, – Secure,,,,,,,
label,○ Verify and confirm the following tests (not limited to):,,,,,,,
label, – Polarity Check,,,,,,,
label, – Cable Loop Resistance (Ohms),,,,,,,
label, – Insulation Resistance (Core-Core& Core to Earth),,,,,,,
label,○ DALI control and lighting devices has been provided where dimming or time scheduling is required.,,,,,,,
label,○ External lighting must meet spill requirements of Part 139 (Aerodromes) MOS 2019 (i.e. downward facing so no spill light above the horizontal) and must not cause glare or distraction to pilots during aircraft movements.,,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005 C2133 C2130, Drawings 030-3100 set, AS/NZS 1680.3, AS/NZS 3000 MOS 2019 – Part 139",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP Signed Building Eng ITP,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.8 - GPOs / Data / Antenna outlets & WAPs,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm the following items are constructed in accordance with IFC design and specification.,,,,,,,
label,○ Quantities& location,,,,,,,
label,○ Secure,,,,,,,
label,○ Fitted off and level.,,,,,,,
label,"Confirm mounting height of outlets on site with the Superintendent. Generally, and unless otherwise shown on the drawings, outlets shall be mounted at:",,,,,,,
label,○ 300 mm above floor level or 200mm above benches in commercial areas.,,,,,,,
label,○ 1400 mm above floor level in plant and industrial areas.,,,,,,,
label,"Reference Documents - ZULU-BECA- 001-SPC-00005- C2141, Drawings 030-3100 set, AS/NZS 3000, AS/ACIF S009:2006",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP Signed Building Eng ITP,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer / Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,"2.9 - Access Control systems Installation (Security Panel, Card Readers, Mag locks, Reed switches, REX, UPS)",,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Confirm the following items are constructed in accordance with IFC design and specification.,,,,,,,
label," – Size, colour, quantities, location",,,,,,,
label, – Secure,,,,,,,
label, – Fitted off and level.,,,,,,,
label,○ Check that the card reader is installed:,,,,,,,
label, a) at 1000mm above floor level; and,,,,,,,
label," b) on the access side of the door, on the mullion or within 600mm of the door / egress area as applicable.",,,,,,,
label,○ Verify battery and/or UPS capacity can operate normally for a duration of Eight (8) hours.,,,,,,,
