resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,TOB,,,,,,,,
,,,step,,,,Building A ,,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L00-EM4.1,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L01-DRC3.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L03-DRC3.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L03-DRC3.3,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L01-DRC4.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L03-DRC4.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L03-DRC4.3,,,,,,
,,,step,,,,Building B ,,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L00-DRC1.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L00-DRC1.3/4,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L00-DRC1.5,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L02-DRC1.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L04-DRC1.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L04-DRC1.3/4,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L06-DRC1.1,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L09-DRC1.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L00-EM1.1,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1A-L04-EM1.1,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-1B-L09-EM1.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L00-DRC2.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L00-DRC2.3,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L00-DRC4.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L02-DRC2.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L04-DRC2.1/2,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L04-DRC2.3/4,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L06-DRC2.1,,,,,,
AE-ITCX-013 - T-Off Visual Inspection Test (Rev 0 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,folder-with-checklists,,,,,TOB-2A-L09-DRC2.1/2,,,,,,
