type,name,values,prefix,postfix,usage count,user addable,template name
checklist,"ITP - Enabling Works - Footpath, Kerb and Channel",itp,,,,,"Weymouth Construction - Weymouth South - ITP - Enabling Works - Footpath, Kerb and Channel"
section,Site Set Out,,,,,,
checkpoint,1 - Site Set out,,,,,,
label,VERIFICATION ACTIVITY: Surveyor,,,,,,
label,METHODS OR REFERENCE: Surveyor,,,,,,
label,FREQUENCY: Everysite,,,,,,
label,ACCEPTANCE CRITERIA: Site Set out as per construction plan provided with GPS location and 3D model provided by designers. Site set out inspected with designers/MSQA and client ensure criterea is acceptable.,,,,,,
label,HOLD POINT: Mandatory HOLD POINT -,,,,,,
label,RECORDS: Onsite records/photos,,,,,,
label,ONSITE RESPONSIBILITY: Site Engineer,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,
section,Materials,,,,,,
checkpoint,1 - Kerb & Channel,,,,,,
label,VERIFICATION ACTIVITY: QA FORM,,,,,,
label,METHODS OR REFERENCE: TDM Technical Standards - KC0001,,,,,,
label,FREQUENCY: Everysite,,,,,,
label,ACCEPTANCE CRITERIA: Kerb & Channel to be precast hand-laid. Kerbing laid on 300mm min Gap 65 subbase in roads with CIV > 25. (CBR>5).Concrete 20MPa @28 Days,,,,,,
label,HOLD POINT: Inprocess Inspection,,,,,,
label,"RECORDS: FH concrete QA sheet, photos. Concrete Plant Docket",,,,,,
label,ONSITE RESPONSIBILITY: Site Engineer,,,,,,
checkpoint,2 - Channel Level,,,,,,
label,VERIFICATION ACTIVITY: QA FORM,,,,,,
label,METHODS OR REFERENCE: TDM Technical Standards - KC0001,,,,,,
label,FREQUENCY: Everysite,,,,,,
label,ACCEPTANCE CRITERIA: Channels must be laid to flow water in the direction of the nearest cesspit in a manner such that no water ponds and match new road level. Channel grade to follow long-sections provided in IFC set.,,,,,,
label,HOLD POINT: Inprocess Inspection,,,,,,
label,RECORDS: FH concrete QA sheet,,,,,,
label,ONSITE RESPONSIBILITY: Site Engineer,,,,,,
section,Construction,,,,,,
checkpoint,3 - Concrete Footpaths,,,,,,
