resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
,step,,,,Block A,,,,,,,
Box Gutter Installation,checklist,,,,,Box Gutter,,,,,,
Roof Installation,checklist,,,,,Roof Installation,,,,,,
Roof Penetrations,checklist,,,,,Roof Penetrations,,,,,,
Wall Cladding Longline,checklist,,,,,Wall Cladding,,,,,,
,step,,,,Block B,,,,,,,
Box Gutter Installation,checklist,,,,,Box Gutter,,,,,,
Roof Installation,checklist,,,,,Roof Installation,,,,,,
Flashing/Capping Installation Checklist,checklist,,,,,Flashings,,,,,,
Roof Penetrations,checklist,,,,,Roof Penetrations,,,,,,
Wall Cladding Longline,checklist,,,,,Wall Cladding,,,,,,
,step,,,,Block C,,,,,,,
Box Gutter Installation,checklist,,,,,Box Gutter,,,,,,
Roof Installation,checklist,,,,,Roof Installation,,,,,,
Roof Penetrations,checklist,,,,,Roof Penetrations,,,,,,
Flashing/Capping Installation Checklist,checklist,,,,,Flashings,,,,,,
Wall Cladding Longline,checklist,,,,,Wall Cladding,,,,,,
