Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,SOG,,,,,Yes,SOG,0c8d4602-fc8c-4a71-9af8-67809f562211
checkpoint-group,,,section,Prior to Concrete Pour,,,,,,,
checkpoint-status,,,checkpoint,Materials used complies with design documentation,,,,,,,
checkpoint-status,,,checkpoint,Datum point used & soffit RLs checked,,,,,,,
checkpoint-status,,,checkpoint,Grids marked by builder,,,,,,,
checkpoint-status,,,checkpoint,Confirm As-Built Survey of deck is complete,,,,,,,
label,b3364fbd-3f18-562c-aa79-415e9114a171,,note,HOLD POINT - Attach As-Built Survey of Deck,,,,,,,
checkpoint-status,,,checkpoint,"Confirm Form Worker has received As-Built Survey of deck, and has rectified errors prior to any trades commencing on deck",,,,,,,
checkpoint-status,,,checkpoint,Confirm all beams and decks constructed as per Structural Concrete Profiles,,,,,,,
checkpoint-status,,,checkpoint,Install slip joints to all load bearing walls and corbels where required,,,,,,,
checkpoint-status,,,checkpoint,"Clean off decks and beams prior to pour, and ensure all exposed off-form soffits are free of any dust, stains and rust marks Hose down if necessary",,,,,,,
checkpoint-status,,,checkpoint,"Check if concrete has falls, and ensure shutters, timbers, spacers are used to create folds where necessary Cross-check the following drawings",,,,,,,
boolean,297e3be6-799b-5f3a-8dca-3204f3af8b56,,tickbox,Hydraulic Drawings,,,,,,,
boolean,e39b8584-0f61-5f17-9796-0bbb9a33abf5,,tickbox,Architectural Concrete Outlines,,,,,,,
boolean,6114161b-231e-5593-92ce-88a22f149700,,tickbox,Structural Drawings,,,,,,,
checkpoint-status,,,checkpoint,"Check top RLs for all reinforcement, ensuring adequate concrete cover Confirm with Concreter",,,,,,,
checkpoint-status,,,checkpoint,"Confirm that plastic bar chairs are used everywhere, particularly at exposed off-form soffits",,,,,,,
checkpoint-status,,,checkpoint,Attach Formwork ITP,,,,,,,
checkpoint-status,,,checkpoint,"Attach Formwork Engineer sign off certificate Confirm that certificate references props, braces and compliance with design & AS3610",,,,,,,
