resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,STAGE #4,,,,,,,,
,step,,,,#2 TYPE 151 - W1010-1 Activity,,,,,,,
General Manufacturing Template,checklist,,,,,Factory Works,,,,,,
Pre-Install Checklist,checklist,,,,,Pre Install Checklist,,,,,,
Metro-Resi - Install Checklist,checklist,,,,,Installation ,,,,,,
Glazing Checklist,checklist,,,,,Glazing,,,,,,
Performance Tests,checklist,,,,,Performance Tests,,,,,,
Handover Checklist,checklist,,,,,Handover Checklist,,,,,,
,step,,,,#3 TYPE 149 - W006-2 Bedroom,,,,,,,
General Manufacturing Template,checklist,,,,,Factory Works,,,,,,
Pre-Install Checklist,checklist,,,,,Pre Install Checklist,,,,,,
Metro-Resi - Install Checklist,checklist,,,,,Installation ,,,,,,
Glazing Checklist,checklist,,,,,Glazing,,,,,,
Performance Tests,checklist,,,,,Performance Tests,,,,,,
Handover Checklist,checklist,,,,,Handover Checklist,,,,,,
,step,,,,#4 TYPE 149 - W006-1 Living,,,,,,,
General Manufacturing Template,checklist,,,,,Factory Works,,,,,,
Pre-Install Checklist,checklist,,,,,Pre Install Checklist,,,,,,
Metro-Resi - Install Checklist,checklist,,,,,Installation ,,,,,,
Glazing Checklist,checklist,,,,,Glazing,,,,,,
Performance Tests,checklist,,,,,Performance Tests,,,,,,
Handover Checklist,checklist,,,,,Handover Checklist,,,,,,
,step,,,,#5 TYPE 066 - W005-1 Kitchen,,,,,,,
General Manufacturing Template,checklist,,,,,Factory Works,,,,,,
Pre-Install Checklist,checklist,,,,,Pre Install Checklist,,,,,,
Metro-Resi - Install Checklist,checklist,,,,,Installation ,,,,,,
Glazing Checklist,checklist,,,,,Glazing,,,,,,
Performance Tests,checklist,,,,,Performance Tests,,,,,,
Handover Checklist,checklist,,,,,Handover Checklist,,,,,,
,step,,,,#6 TYPE 201 - W005-2 Living,,,,,,,
