Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
High Level QA Overview,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Site QA,grouping,Site QA,
,,Building A (SUB-ACUTE),,Building A (SUB-ACUTE),Site QA
,,Building B (IPU),,Building B (IPU),Site QA
,,Building D,,Building D,Site QA
,,Building VU & Footbridge,,Building VU & Footbridge,Site QA
,,External Works,,External Works,Site QA
,Columns,,,,
,,Drainage In-Ground,,ITP 001 - Drainage In Ground,Site QA
,,Reticulated Systems In-Ground,,ITP 002 - Reticulated Systems In-Ground,Site QA
,,Drainage Above Ground,,ITP 003 - Drainage Above Ground (NFH),Site QA
,,Reticulated Systems Above Ground,,ITP 004 - Reticulated Above Ground (NFH),Site QA
,,Fixtures & Fittings,,ITP 005 - Fixtures & Fittings (NFH),Site QA
