"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned","e4f0a5e4-1222-4758-8162-94735cdd3394","","checklist","Lift Lobby Outside Air Supply","",,,75,"Yes","Lift Lobby Outside Air Supply","03e7aebd-fa4c-4710-9a0f-4fdfd39873b8"
"checkpoint-group","337acbc5-c928-494a-9f0c-9c905474bff7","","section","General"
"checkpoint-status","b7b7a04e-8d34-4480-8754-b4aa063a575b","","checkpoint","Area ready and accessible for work - take picture if required"
"checkpoint-status","4f8e1371-693e-49c1-aace-79b61b52bbbb","","checkpoint","Inspect - Materials free from Damage"
"checkpoint-status","a4ee08bb-15b5-4477-8673-8eacb2a26bc2","","checkpoint","Location Correct As per Plan/Drawing"
"checkpoint-group","534aeda5-abea-4995-b635-ea1b4b5558e2","","section","Fire Damper"
"checkpoint-status","d37d3b3c-fe93-414e-ac8d-c34c6b3e1d9f","","checkpoint","Penetration through wall is correct size and ready for installation"
"checkpoint-status","32fb5000-d993-4694-98ba-b6e503e2fd3f","","checkpoint","FD sleeve fitted to wall"
"checkpoint-status","0e4d3c17-d1de-4dba-8a3a-0b9f5854dc7d","","checkpoint","Fire Damper label filled out and located where visible from access panel"
"checkpoint-status","22218ac6-44d9-44fe-8f92-cd27aeb7e03e","","checkpoint","Access panel marked out"
"checkpoint-status","997ce903-701f-498f-99c1-32db783bb637","","checkpoint","8. Access panel installed by others"
"checkpoint-group","a0f98821-9aa9-4e1a-aa15-25fd0594af51","","section","Flex and Grille"
"checkpoint-status","0741bcb2-6b12-4e26-ad27-0bba0adad0a6","","checkpoint","Flex installed and adequately supported (with Gutterguard)"
"checkpoint-status","85941532-5070-47a4-b534-7cfa6be63dda","","checkpoint","Grille installed"
"checkpoint-group","8889290a-8c11-494d-8e48-79cce8cacc5d","","section","Handover"
"checkpoint-status","50575a98-0356-4687-a50b-155f701afd20","","checkpoint","Handover - Work completed as per specification, checked and accepted"

"checklist-flat","1fbe8be6-298b-419b-ab6b-d38a6c29679c","","checklist","Fire Penetration","",,,0,"Yes","Fire Penetration","36bd349b-a1d9-4d0e-afe8-45f13972987b"
"checkpoint-status","f5099020-2643-4283-8f30-7639ec44ac62","","checkpoint","Fire Penetration labelled & caulked in accordance with AS 4072.1 Drawing Reference No AO101"

"checklist-flat","35e5ad92-cd26-48e7-b2e5-e98ee0a9355c","","checklist","Site Diary","",,,36,"Yes","Site Diary","4aca0381-4c41-4af9-839b-3ba5b6779ce9"
"checkpoint-status","3fa9e58e-3c1f-457f-8860-3910c11c0066","","checkpoint","Areas of work accessible for the day"
"text","f74a2cfb-4f1b-5d53-8ef8-d36c31187648","","textbox","Number of workers on site",,,
"text","5fb8d7c2-2c1c-50c9-a3bf-785a1e928b57","","textbox","HSR on site today enter name",,,
"text","b6ddf98c-1561-5604-97c2-dd5f53d5ec5c","","textbox","First Aider on site today enter name",,,
"text","1388511e-5f25-5f7c-9eb4-c7ee72e7a690","","textbox","Injury on site today enter name",,,
"checkpoint-status","24cb2969-e2dd-46eb-9c8d-f94fd270579c","","checkpoint","Work area - Take a photo & add a comment"

"checklist-sectioned","ada09071-79ac-4f32-9543-e19513739a9c","","checklist","OAF","",,,2,"Yes","OAF","4b270d80-53d4-427f-9c2b-b0b1212fa842"
"checkpoint-group","7b99a482-3117-4c12-ac03-237e4a2b4ed9","","section","General"
"checkpoint-status","87a7c841-a54b-4c2a-9344-78d85f0ad42a","","checkpoint","Area ready and accessible for work - take picture if required"
"checkpoint-status","f3b574a8-6ca2-4cd3-b453-7163b231fcb2","","checkpoint","Inspect - Materials free from Damage"
"checkpoint-status","82821283-1806-4d8f-970a-4d5bfd15203f","","checkpoint","Location Correct As per Plan/Drawing"
"checkpoint-status","d3a3cfe1-2f37-4f2f-bcfb-cc5e9cd42732","","checkpoint","Correct Fan Installed"
"checkpoint-status","0e70a926-eb85-4439-905c-8d28a61db920","","checkpoint","Fan installed for correct direction of Air Flow"
"checkpoint-status","2bbba2bc-4096-4304-b394-06f1a2b25394","","checkpoint","Anti Vibration Mounts Installed"
"checkpoint-group","325f6f78-8069-47cf-874e-bf696ebd5d2c","","section","Ductwork"
"checkpoint-status","4c09a9dd-120d-4cd0-9ade-bb3d39dc9558","","checkpoint","Flex connection to duct work"
"checkpoint-status","926518ad-18ca-4544-a902-2584ca540da0","","checkpoint","Duct work installed with clearance from other services"
"checkpoint-status","fd078305-11c8-4727-99bf-f914efb3a226","","checkpoint","Duct work adequately supported"
"checkpoint-status","ee6dc7b7-8083-450c-ba13-d56844623009","","checkpoint","Duct work sealed through walls"
"checkpoint-status","f24b2b11-0a01-49b7-be30-1bbbcadabf2c","","checkpoint","Flex installed and adequately supported (Gutter Guard)"
"checkpoint-status","0475eb22-bda7-4ca3-a2ce-bcaa0224c5bc","","checkpoint","Provision for Access"
"checkpoint-status","f9c754dc-9091-469b-8364-666f2f7e37d6","","checkpoint","Grille installed"
"checkpoint-group","c678721e-ee45-4d70-a319-8f2dd999c4e9","","section","Electrical"
"checkpoint-status","a08e6d6f-25e6-4808-adae-470522dd437f","","checkpoint","Electrical terminations - all terminations complete"
"checkpoint-status","9eaabf24-b279-4e72-b02d-85d58a7e39a4","","checkpoint","Equipment Isolator - installed and correctly labelled"
"checkpoint-group","eb27c679-7eb3-48d6-a65c-dd26dc29a454","","section","Handover"
"checkpoint-status","c93d095b-6a17-4971-bad8-35896e2726ce","","checkpoint","Handover - Work completed as per specification, checked and accepted"

"checklist-flat","0710ea60-eacc-44d7-8788-ad3ce48f3f3c","","checklist","Car Park Supply & Exhaust Grilles ITP","",,,3,"Yes","Car Park Supply & Exhaust Grilles ITP","4f8908b1-b3fb-40d2-addf-5710011247e5"
"checkpoint-status","fc6030b5-fc2b-41d2-a5bb-654672f2246c","","checkpoint","Area ready and accessible for work - take picture if required"
"checkpoint-status","a25155f7-df22-446b-a44f-f05d18772cfb","","checkpoint","Inspect - Materials free from Damage"
"checkpoint-status","8a417c55-0b12-4140-a356-3c43b98e6811","","checkpoint","Location Correct As per Plan/Drawing"
"checkpoint-status","753f0788-1c8d-45ec-af4e-d02aead4c758","","checkpoint","Correct size and number of grilles installed (with OBD)"
"checkpoint-status","3626f992-b7a8-472e-b59d-64f1b5444208","","checkpoint","Handover - Work completed as per specification, checked and accepted"

"checklist-sectioned","6c48adb0-e713-469f-8b05-d8b859877f1b","","checklist","Roof Mounted Outside Air Fan","",,,4,"Yes","Roof Mounted Outside Air Fan","5800fca9-1c5b-4514-a5e8-ff44b229d413"
"checkpoint-group","9694172d-83d2-434e-92de-3232f9600e02","","section","General"
"checkpoint-status","fc8cf6c5-a4f7-40c8-854b-ef9ad3efdb9d","","checkpoint","Area ready and accessible for work - take picture if required"
"checkpoint-status","1c4cec57-62a8-4b1a-a152-939593c97737","","checkpoint","Inspect - Materials free from Damage"
"checkpoint-status","60439640-7d74-4eb6-8e8e-9b95de0a60dd","","checkpoint","Location Correct As per Plan/Drawing"
"checkpoint-status","e1400a6c-24c8-4997-9e71-4b02d4aca089","","checkpoint","Correct Fan Installed"
"checkpoint-status","3f8b495c-cad0-4cbf-8076-695467dbed9b","","checkpoint","Fan installed for correct direction of Air Flow"
"checkpoint-status","bf410077-fab8-4b37-9640-8893d85ebfe7","","checkpoint","Anti Vibration Mounts Installed"
