Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Health & Safety,,,,,,,
,Scope,,,Health & Safety,,,
,Rows,,,,,,
,,WEEKLY SAFETY AUDITS 2022,grouping,WEEKLY SAFETY AUDITS 2022,,,
,,Weekly Safety Audits 2022 - Oct-21,dynamic,Health & Safety,Weekly Safety Audits 2022,Oct-21,
,,Weekly Safety Audits 2022 - Nov-21,dynamic,Health & Safety,Weekly Safety Audits 2022,Nov-21,
,,Weekly Safety Audits 2022 - Dec-21,dynamic,Health & Safety,Weekly Safety Audits 2022,Dec-21,
,,Weekly Safety Audits 2022 - Jan-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Jan-22,
,,Weekly Safety Audits 2022 - Feb-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Feb-22,
,,Weekly Safety Audits 2022 - Feb-22 (18/02/2022),dynamic,Health & Safety,Weekly Safety Audits 2022,Feb-22,18/02/2022
,,Weekly Safety Audits 2022 - Mar-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Mar-22,
,,Weekly Safety Audits 2022 - Apr-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Apr-22,
,,Weekly Safety Audits 2022 - May-22,dynamic,Health & Safety,Weekly Safety Audits 2022,May-22,
,,Weekly Safety Audits 2022 - Jun-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Jun-22,
,,Weekly Safety Audits 2022 - Jul-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Jul-22,
,,Weekly Safety Audits 2022 - Aug-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Aug-22,
,,Weekly Safety Audits 2022 - Sep-22,dynamic,Health & Safety,Weekly Safety Audits 2022,Sep-22,
,,Weekly Safety Audits 2022 - Mar 22,dynamic,Health & Safety,Weekly Safety Audits 2022,Mar-22,
,,Weekly Safety Audits 2022 - Oct 22,dynamic,Health & Safety,Weekly Safety Audits 2022,Oct-22,
,,Weekly Safety Audits 2022 - Nov 22,dynamic,Health & Safety,Weekly Safety Audits 2022,Nov-22,
,,Weekly Safety Audits 2022 - Dec 22,dynamic,Health & Safety,Weekly Safety Audits 2022,Dec-22,
,,MONTHLY SAFETY AUDITS 2022,grouping,MONTHLY SAFETY AUDITS 2022,,,
,,Monthly Safety Audits 2022 - Oct-21,dynamic,Health & Safety,Monthly Safety Audits 2022,Oct-21,
,,Monthly Safety Audits 2022 - Nov-21,dynamic,Health & Safety,Monthly Safety Audits 2022,Nov-21,
,,Monthly Safety Audits 2022 - Dec-21,dynamic,Health & Safety,Monthly Safety Audits 2022,Dec-21,
,,Monthly Safety Audits 2022 - Jan-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Jan-22,
,,Monthly Safety Audits 2022 - Feb-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Feb-22,
,,Monthly Safety Audits 2022 - Feb-22 (18/02/2022),dynamic,Health & Safety,Monthly Safety Audits 2022,Feb-22,18/02/2022
,,Monthly Safety Audits 2022 - Mar-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Mar-22,
,,Monthly Safety Audits 2022 - Apr-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Apr-22,
,,Monthly Safety Audits 2022 - May-22,dynamic,Health & Safety,Monthly Safety Audits 2022,May-22,
,,Monthly Safety Audits 2022 - Jun-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Jun-22,
,,Monthly Safety Audits 2022 - Jul-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Jul-22,
,,Monthly Safety Audits 2022 - Aug-22,dynamic,Health & Safety,Monthly Safety Audits 2022,Aug-22,
