"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7d32dad-05a5-4795-a5db-a344d7aec838","","folder-normal","","","step","TRUE","FALSE","Site QA"
"429222ae-597a-4c5e-9f58-b96bbee3ae65","","folder-normal","","","step","TRUE","FALSE","Site QA","LEVEL 01- GROUND FLOOR"
"2dbe0d73-1696-4de2-894a-8552ae2a535c","","folder-normal","","","step","TRUE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 101"
"ce7dd9b5-1e0d-46fd-85df-5e5acfd60389","","checklist-flat","","External Liquid Membrane Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 101","TERRACE"
"99bdb62c-ee4b-438f-a770-028eacfdd2eb","","checklist-flat","","Planters Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 101","PLANTER"
"1f5e8f56-ce7f-494a-890c-76da323d1a0b","","checklist-flat","","Internal Wet Areas Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 101","WC"
"367c8339-07ae-4906-a5bb-1dfa16963f25","","folder-normal","","","step","TRUE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 102"
"ae86846e-0d4c-4f0d-8083-e46ecbda9e1a","","checklist-flat","","External Liquid Membrane Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 102","TERRACE"
"5cfa260a-cbb8-45cb-aea7-e46ecd129188","","checklist-flat","","Planters Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 102","PLANTER"
"25ab14ec-e670-434a-a1b3-1d114881da4e","","checklist-flat","","Internal Wet Areas Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","APT 102","WC"
"5b575ac9-d989-4ba5-9aa0-beb5842461bb","","checklist-flat","","Planters Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","ARTIFICIAL TURF"
"91ffe9d6-2ba4-4055-96df-548f852a6287","","checklist-flat","","External Liquid Membrane Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","TERRACE"
"d3c18b6b-97f9-4e51-a38a-a8d363ab732f","","checklist-flat","","External Liquid Membrane Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","LOBBY"
"4c4dc9b8-04b8-4b47-bf89-279567cf6a35","","checklist-flat","","Trafficable Liquid Membrane","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","PUMP ROOM"
"72d52e1f-92c3-479a-84fc-f442966202ff","","checklist-flat","","Trafficable Liquid Membrane","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","BIN STORAGE 1"
"1539e4b2-162a-4262-b608-fd77f0d8dd75","","checklist-flat","","Trafficable Liquid Membrane","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","BIN STORAGE 2"
"a20feeae-df6b-4201-998b-69d24401fa2e","","checklist-flat","","Internal Wet Areas Checklist","checklist-flat","FALSE","FALSE","Site QA","LEVEL 01- GROUND FLOOR","ENCLOSED WATER METERS"
"e7feee19-64a1-46aa-a969-e5f4904804ed","","folder-normal","","","step","TRUE","FALSE","Site QA","LEVEL 02-MEZZANINE LEVEL"
