Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Painting QA Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,B05 - Basement - Common Areas,dynamic,Common Areas,Basement,Fitout,B05,
,,B05 - Ground Level - Apartments - G30,dynamic,G30,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G31,dynamic,G31,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G32,dynamic,G32,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G33,dynamic,G33,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G34,dynamic,G34,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G35,dynamic,G35,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G36,dynamic,G36,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G38,dynamic,G38,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Apartments - G39,dynamic,G39,Apartments,Ground Level,Fitout,B05
,,B05 - Ground Level - Service Areas,dynamic,Service Areas,Ground Level,Fitout,B05,
,,B05 - Ground Level - Common Areas,dynamic,Common Areas,Ground Level,Fitout,B05,
,,B05 - First Level - Apartments - 130,dynamic,130,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 131,dynamic,131,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 132,dynamic,132,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 133,dynamic,133,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 134,dynamic,134,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 135,dynamic,135,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 136,dynamic,136,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 137,dynamic,137,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 138,dynamic,138,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Apartments - 139,dynamic,139,Apartments,First Level ,Fitout,B05
,,B05 - First Level - Service Areas,dynamic,Service Areas,First Level ,Fitout,B05,
,,B05 - First Level - Common Areas,dynamic,Common Areas,First Level ,Fitout,B05,
,,B05 - Level 2 - Apartments - 230,dynamic,230,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 231,dynamic,231,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 232,dynamic,232,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 233,dynamic,233,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 234,dynamic,234,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 235,dynamic,235,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 236,dynamic,236,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 237,dynamic,237,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 238,dynamic,238,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Apartments - 239,dynamic,239,Apartments,Level 2,Fitout,B05
,,B05 - Level 2 - Service Areas,dynamic,Service Areas,Level 2,Fitout,B05,
,,B05 - Level 2 - Common Areas,dynamic,Common Areas,Level 2,Fitout,B05,
,Columns,,,,,,,
,,Any prep work & sealer coat completed,,Any prep work & sealer coat completed,,,,
,,Light inspection completed & approved to continue,,Light inspection completed and approved to continue,,,,
,,Any additional prep work completed,,"Any additional prep work completed (stopping, filling, sanding etc)",,,,
,,First top coat completed,,First top coat completed,,,,
,,Additional top coat applications completed,,Additional top coat applications completed,,,,
,,Final coat completed as per specifications ,,Final coat completed as per specifications ,,,,
,,Painting work completed - spec. level of finish achieved,,Painting work completed - specified level of finish achieved,,,,
