type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Add New Task,,,,,Yes,Add New Task,06820c7b-0cdf-42fa-a727-f05838c5a101
checkpoint-status,Mark this checkpoint as 'FAIL' if you think this task should be a variation. If no variation mark as 'N/A'. You must still proceed with the following checks,,,,,,,
checkpoint-status,New task checked off (add brief description of this task),,,,,,,
,,,,,,,,
checklist-flat,Water Service Installation (In-ground),,,,,Yes,Water Service Installation (In-ground),0799b442-9f35-4c26-bbab-325101bff003
checkpoint-status,Mark this checkpoint as 'FAIL' if you think this task should be a variation. If no variation mark as 'N/A'. You must still proceed with the following checks,,,,,,,
checkpoint-status,Installation complies with current AS/NZS-3500,,,,,,,
checkpoint-status,Installation complies with current drawings & specifications,,,,,,,
checkpoint-status,"Installation & materials were used, comply with manufacturer requirements",,,,,,,
checkpoint-status,Check for damage & leaks,,,,,,,
checkpoint-status,Check materials & joining methods,,,,,,,
checkpoint-status,Check alignments & levels,,,,,,,
checkpoint-status,Check bedding & clearances,,,,,,,
checkpoint-status,Check valve connections,,,,,,,
checkpoint-status,Check pipework is clear of debris,,,,,,,
checkpoint-status,Check open ends are sealed,,,,,,,
checkpoint-status,Check pipe trench marking tape (if specified),,,,,,,
checkpoint-status,"If trench is to be left open, make sure pipe can not float",,,,,,,
checkpoint-status,Check trench backfill & compaction,,,,,,,
checkpoint-status,Testing by approved method has been complete (must provide test pressure photos),,,,,,,
,,,,,,,,
checklist-flat,Commission Water Pressure Pump Set,,,,,Yes,Commission Water Pressure Pump Set,07f0a08d-74e7-4e5b-9c03-063a701dbdc3
checkpoint-status,Installation complies with current AS/NZS-3500,,,,,,,
checkpoint-status,Installation complies with current drawings & specifications,,,,,,,
checkpoint-status,"Installation & materials were used, comply with manufacturer requirements",,,,,,,
checkpoint-status,Check water supply fault,,,,,,,
checkpoint-status,Check pump motor rotation,,,,,,,
checkpoint-status,Check dry pump fault,,,,,,,
checkpoint-status,Check auto pump roll-over,,,,,,,
checkpoint-status,Check pump package operational set points,,,,,,,
checkpoint-status,Check control panel display & set points,,,,,,,
checkpoint-status,Check fault warning alarms,,,,,,,
checkpoint-status,Check BMS connection as specified,,,,,,,
checkpoint-status,Provide the suppliers commissioning report & all plant documentation to this checkpoint,,,,,,,
,,,,,,,,
checklist-flat,Hose Tap Installation,,,,,Yes,Hose Tap Installation,0b2f8881-b4b6-42d6-99e9-03aee491db24
checkpoint-status,Mark this checkpoint as 'FAIL' if you think this task should be a variation. If no variation mark as 'N/A'. You must still proceed with the following checks,,,,,,,
checkpoint-status,Installation complies with current AS/NZS-3500,,,,,,,
checkpoint-status,Installation complies with current drawings & specifications,,,,,,,
checkpoint-status,"Installation & materials were used, comply with manufacturer requirements",,,,,,,
checkpoint-status,Check for damage or leaks,,,,,,,
checkpoint-status,Vacuum breaker fitted,,,,,,,
checkpoint-status,Check pipe colour coding,,,,,,,
,,,,,,,,
checklist-flat,Commission Hot Water Generating Plant,,,,,Yes,Commission Hot Water Generating Plant,2278d8d7-5637-4c68-8b5e-3596b52aedb1
checkpoint-status,Installation complies with current AS/NZS-3500 & AS/NZS-5600,,,,,,,
checkpoint-status,Installation complies with current drawings & specifications,,,,,,,
checkpoint-status,"Installation & materials were used, comply with manufacturer requirements",,,,,,,
checkpoint-status,Check valves are fully open,,,,,,,
checkpoint-status,Check water filters are clean,,,,,,,
checkpoint-status,Check gas supply,,,,,,,
checkpoint-status,Check circulating pumps,,,,,,,
checkpoint-status,Check flue operation,,,,,,,
checkpoint-status,Check system auto start,,,,,,,
checkpoint-status,Check flow & return temperatures,,,,,,,
checkpoint-status,Check control panel display & set points,,,,,,,
checkpoint-status,Check BMS connection as specified,,,,,,,
checkpoint-status,Provide the suppliers commissioning report & all plant documentation to this checkpoint,,,,,,,
,,,,,,,,
checklist-flat,Commission Fixture Group,,,,,Yes,Commission Fixture Group,29cb394a-51ca-4134-9ab7-1526a8125a7a
checkpoint-status,Installation complies with current AS/NZS-3500 or AS/NZS-5600,,,,,,,
checkpoint-status,Installation complies with current drawings & specifications,,,,,,,
checkpoint-status,"Installation & materials were used, comply with manufacturer requirements",,,,,,,
checkpoint-status,"Check for any damage, leaks or missing components",,,,,,,
checkpoint-status,Check level & alignment of all fixtures,,,,,,,
checkpoint-status,"Check all fixtures, seats & covers are securely fastened",,,,,,,
checkpoint-status,Check all valves are fully open,,,,,,,
checkpoint-status,Check all flexible connections are not twisted or kinked,,,,,,,
checkpoint-status,Check for water for cross connections,,,,,,,
checkpoint-status,Check fixture wastes & connections,,,,,,,
checkpoint-status,Check pipework & all traps are clear of debris,,,,,,,
checkpoint-status,Check AAV is installed to correct height,,,,,,,
checkpoint-status,Check future connection water valves are securely capped,,,,,,,
checkpoint-status,Check TV do not exceed 50°C,,,,,,,
checkpoint-status,Check TMV do not exceed 45°C,,,,,,,
checkpoint-status,Check dishwasher function,,,,,,,
checkpoint-status,Check gas valves & regulators,,,,,,,
checkpoint-status,Check all gas burner functions,,,,,,,
checkpoint-status,Check balcony hose tap,,,,,,,
checkpoint-status,Check balcony floor grate & downpipe,,,,,,,
