"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","a20a25f4-2fbc-4dc9-85b6-ab87fa09a573/1","checklist","1. Standard","","1. Standard",40,"444be8a9-d45d-4207-bab7-68053fc0fd6b"
"","8125b83f-040c-4acb-9cb9-90f6cb6585a5","section","Precast Element Details",,,,
"","e9eb7875-8477-4a89-9caf-b17457091676","checkpoint","Concrete Details Complete",,,,
"","c0293d91-fbbd-5b95-8620-19b3c8678272","textbox","Concrete Volume",,,,
"","e9e8c6f5-081e-5208-8b9e-1cb372d09eae","textbox","Concrete Strength",,,,
"","28b6f67e-75d0-5c93-a7dc-2441a1fa11d3","textbox","Enter Drawing Revision Number",,,,
"","26da3808-b459-5ec5-a2d8-485e4ae9bc86","textbox","Cast Date",,,,
"","e28c4d35-7eb9-513a-bf8b-b3e73cdadc71","textbox","Admixture Required",,,,
"","c456d7c2-b32d-47f9-ad50-718cba69b870","section","Reinforcing Yard Checks",,,,
"","e077fe6d-a107-4706-8582-9727f59d2b1c","checkpoint","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)",,,,
"","0cb27c81-91b6-4cc1-a8ca-6465ce913a8e","checkpoint","Cast in Items coordinated and marked on cage (Dross Ducts, Inserts Weld Plates)",,,,
"","11177f52-5c3d-4e01-a35c-9e4901aed875","checkpoint","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges",,,,
"","00b1ad01-4e3d-4f05-a970-103f49520c9f","checkpoint","Overall cage thickness checked and there will be sufficient cover to MF and TF",,,,
"","6be4cb44-d43e-47ab-82ab-d7218d4f5845","checkpoint","There is sufficient cover to rebates around openings or weatherproofing details",,,,
"","12c08ed5-890d-47ae-8524-4e28dd92f4a1","section","Formwork Set Up Checks",,,,
"","b6fafeb7-1dde-42a0-9e14-6f3550ef8c0a","checkpoint","Length/Width/Thickness/Cutouts/Diagonals",,,,
"","d0737ca3-e948-469d-9103-7275f13959d8","checkpoint","Edge Details & Rebates",,,,
"","2a820f0f-caaf-4212-ae1a-05b9b7934eb4","checkpoint","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)",,,,
