type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,CC0394 - ITP-010 - FRP Combi Slabs,itp,,,,,CC0394 - ITP-010 - FRP Combi Slabs REV0,
section,Lot Conformance.,,,,,,,
checkpoint,Lot Conformance,,,,,,,
select,Lot Status,"Awaiting Hold Point Release, Awaiting NCR Closure, Awaiting Test Results, Awaiting Verification, Cancelled, Closed-out, Outstanding, Work In Progress",,,,,,
text,Lot opened date:,,,,,,,
text,Lot opened by:,,,,,,,
text,Date lot closed:,,,,,,,
button,NCR raised?,"Yes, No",,,,,,
text,NCR Raised Date:,,,,,,,
button,NCR closed?,"Yes, No",,,,,,
text,NCR Closed Date:,,,,,,,
text,NCR Number:,,,,,,,
text,Comments,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,1.0 Preliminaries,,,,,,,
checkpoint,1.1 - SWMS approval,,,,,,,
label,Acceptance criteria - ,,,,,,,
button,"Has the subcontractors SWMS been reviewed and approved by Symal PM and HSE, and client.","Yes,No,N/A",,,,,,
label,Frequency - Pre-commencement,,,,,,,
label,Key - H,,,,,,,
label,Resp - PE/SE,,,,,,,
label,Client Key - W,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
text,Correspondence Reference #:,,,,,,,
checkpoint,1.2 - AMS Creation,,,,,,,
label,Acceptance criteria - ,,,,,,,
button,"Has an AMS been created between Symal and the Subcontractor, reviewed and approved by the Symal engineering and management team.","Yes,No,N/A",,,,,,
label,Frequency - Pre-commencement,,,,,,,
label,Key - H,,,,,,,
label,Resp - PE,,,,,,,
label,Client Key - W,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
text,AMS Document Reference #:,,,,,,,
checkpoint,1.3 - Enviro controls,,,,,,,
label,Acceptance criteria - Are all necessary environmental controls in place in accordance with the AMS,,,,,,,
label,Frequency - Pre-commencement,,,,,,,
label,Key - H,,,,,,,
label,Resp - SS,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Photos",,,,,,,
checkpoint,1.4 - Previous Layer Conformance,,,,,,,
label,Acceptance criteria - ,,,,,,,
button,Has the previous layers been conformed and verified?,"Yes,No,N/A",,,,,,
label,Frequency - Pre-commencement,,,,,,,
label,Key - H,,,,,,,
label,Resp - PE,,,,,,,
label,Client Key - W,,,,,,,
section,2.0 Material Approvals and pre-commencement requirements,,,,,,,
checkpoint,2.1 - Manufacturer provide QA and manufacturing control procedure for approval,,,,,,,
label,Ref docs - RANGEBANK 200MW BESS SFRC/ COMBI SLAB SPECIFICATION TECHNICAL DOCUMENT 3.17 IFC Drawings 5668-126-1006,,,,,,,
label,Acceptance criteria - Mix design to be approved prior to placement.,,,,,,,
label,○ Material properties meet project specification.,,,,,,,
label,○ 32Mpa DRAMIX 4D6560BG @ 35kg/m3,,,,,,,
label,○ Ensure mix design quotes cementitious content of the mix 320kg/m3 for 32mPa concrete and has a maximum size of 20mm stone.,,,,,,,
label,Frequency - Pre-commencement,,,,,,,
label,Key - H,,,,,,,
label,Resp - PE,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,
text,Procedure approval ref No:,,,,,,,
label,○ Daily production reports,,,,,,,
text,Mix design approval correspondence reference number:,,,,,,,
checkpoint,2.2 - DRAMIX mixing dosage,,,,,,,
