"Id","Type","Name","Values","Prompting Name","Postfix","Usage Count","Resource Id"
,"checklist-flat","[Rename] Document Upload Checklist","","[Rename] Document Upload Checklist",,0,"76c6cdce-e3d9-41a3-8540-d3cda204792b"
,"checkpoint","Document Uploaded Below",,,,,

,"checklist","INF-HSEQ CC0398-ITP-002 Bulk Earthworks REV D","itp","INF-HSEQ CC0398-ITP-002 Bulk Earthworks REV D",,6,"c49b5c58-0a77-4f97-93e4-48886035b4bf"
,"section","1.0 Preliminaries",,,,,
,"checkpoint","1.1 - Determine lot size",,,,,
"17c2ed7f-6649-5816-b0d9-c9f08c804f2d","note","Acceptance criteria - What is the lot size?",,,,,
"939eeafe-eea4-5169-8369-1b238759f0fb","textbox","Acceptance",,,"m2",,
"d7856abb-22da-55e1-ac94-131e27f59581","note","Key - S",,,,,
"3f5c9f41-ba36-59f3-aa3e-d7d953263178","note","MDR/VIVA Key - S",,,,,
,"checkpoint","1.2 - Survey set-out",,,,,
"95c23751-464a-5c23-8c42-6c4475203c53","note","Ref docs - 235929 IFC Drawings",,,,,
"a003dc98-8074-5f09-bf30-347080541f43","note","Acceptance criteria - Has the work area been set out for line and level?",,,,,
"414fc0b9-d0aa-503a-8b72-1acc0142d5e7","button","Acceptance","Yes,No,N/A",,,,
"244e5a50-04fe-53a3-996b-948074e374a1","note","Key - S",,,,,
"87ade986-a2da-519e-a4d5-964d14d3564b","note","MDR/VIVA Key - S",,,,,
"93a9bdc1-186a-52b6-a29c-66d2021e49f0","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"5feb5bf7-0aac-5792-a0c4-02653b7d41cf","textbox","IFC drawing number:",,,,,
"9f62bc1b-b9a8-564c-a937-859df44285e6","textbox","Rev:",,,,,
,"checkpoint","1.3 - Excavation material classification",,,,,
"a386b8ef-731d-5cf5-85fd-d2db39fe7f49","note","Ref docs - 235929-000- CV-SP-00002",,,,,
"475ed1a0-a607-5f85-825b-1cafb9b13c08","note","Acceptance criteria - Has the material being excavated been inspected with category agreed upon by Superintendent and/or Superintendents Environmental Representative?",,,,,
"39dfcc38-a132-502d-b61c-e070d7fa269c","note","Tick category below:",,,,,
"16d27692-38e0-575c-8923-9bee94e3c519","tickbox","Common Fill (CF1)",,,,,
"c9acafa7-2d96-5355-b866-959295f39c36","tickbox","Sand Fill (S1)",,,,,
"dc14a3b9-f0b4-5abf-89ce-46bb6222f428","tickbox","Structural Fill (SF1)",,,,,
"48594622-3c27-5471-b593-1cc677bff502","tickbox","Topsoil (TS1)",,,,,
"fdd39b43-d498-582a-af44-4616da946bd2","tickbox","Reuse of Site Won material",,,,,
"c00254ca-c049-53a1-a7b8-1884a2c653d2","tickbox","Rock",,,,,
"a54318c8-52cd-539d-88c0-f050911d3d4f","tickbox","Contaminated Material",,,,,
"1183bc04-d025-5e22-9ecb-27f15ba52dff","button","Acceptance","Yes,No,N/A",,,,
"d2efc44e-4948-521c-a787-b6633d9f67ce","note","Key - H",,,,,
"7b586300-13bb-5686-abd2-dfda87b38f31","note","MDR/VIVA Key - W",,,,,
,"checkpoint","1.4 - Material Submission / Approval",,,,,
"a0176bd7-d038-5164-97ec-68460346314a","note","Ref docs - 235929-000- CV-SP-00002 Sec 11.1 Aggregate report",,,,,
"881c9d6c-e129-5c59-9257-eb9855179d9b","note","Acceptance criteria - Has any imported material (to be used as permanent fill) been approved by MDR for usage on site.",,,,,
"5d547fea-255f-56da-91aa-79525e69c8df","button","Acceptance","Yes,No,N/A",,,,
"3be45e37-2c04-58b9-a4c2-d8753b2f82f5","note","Key - H",,,,,
"0ab96b98-a950-5ce1-be24-24bc7efc1d34","note","MDR/VIVA Key - H",,,,,
"4f0825b1-5d2f-581d-b3fe-bebcc0e8520c","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"42e5086d-e728-57fb-b1df-376f7a475cd9","tickbox","Material mix design",,,,,
,"signoff","AUTHORITY HOLDPOINT",,,,,
,"section","2.0 Bulk earthworks – cut",,,,,
,"checkpoint","2.1 - Subgrade preparation",,,,,
"079f5e68-cd67-56df-b0cd-3c707fbe5dc2","note","Acceptance criteria - Has the area been excavated to top of earthworks layer.",,,,,
"7d15c849-32c2-5dd2-8314-4b8a1a458e35","note","○ Note: Existing surface material is approximately 200-300mm of crushed rock.",,,,,
"ded8d32c-22b4-56d2-978e-5e1449224d11","note","○ Is the surface evenly graded and free-draining.",,,,,
"443106d1-8ecc-5b77-8c79-0478f9a1e8f8","button","Acceptance","Yes,No,N/A",,,,
"a53716f1-44f3-559b-9222-3b3f49b71e3e","note","Key - S",,,,,
"543f0d46-93a3-5fb4-8c5b-c7498753c251","note","MDR/VIVA Key - S",,,,,
,"checkpoint","2.2 - Material Export / Stockpiling",,,,,
"743366f3-681d-5363-9d44-c0b79f0b780e","note","Ref docs - SMP 20359156-211-R-Rev",,,,,
"e8031a82-714d-5411-b201-9f3e72df01b8","note","Acceptance criteria - Adherence to Soil Management Plan.",,,,,
"e142d24b-eeab-5ed9-9a2e-7c11f2d83c71","button","Acceptance","Yes,No,N/A",,,,
"b4742af9-5605-57e9-bd5d-53ecc9238a6b","note","Key - S",,,,,
"2e09c9db-4dc1-5810-8cda-c8b97f430d49","note","MDR/VIVA Key - S",,,,,
,"section","3.0 Bulk earthworks - fill",,,,,
,"checkpoint","3.1 - Preparation of surface",,,,,
"247b5235-85c8-5547-b733-127f326c7585","note","Acceptance criteria - Has surface been cleared of all loose material visible on surface.",,,,,
"94210f34-239e-5a10-859b-1ba3ee25fd17","button","Acceptance","Yes,No,N/A",,,,
"6d2f2968-c8a7-58ae-b197-1ea0492a2235","note","Key - S",,,,,
"5986627b-044d-5721-98fc-f156ab469f1f","note","MDR/VIVA Key - S",,,,,
,"checkpoint","3.2 - Compaction Trial for Blended Material",,,,,
"600de072-e43d-5d8a-8b29-310d6c0f9dd1","note","Ref docs - 235929-PE- WI-000009 - Backfill Specification",,,,,
"6ef316aa-259f-5d74-990d-2ad22aa91172","note","Acceptance criteria -",,,,,
"3265b67a-9766-5a39-8ece-21c60a190621","button","○ Is the material to be used for backfill blended material.","Yes,No,N/A",,,,
"00f6c107-39d5-5e67-9602-24b0ca652853","note","If No, go to item 3.3.",,,,,
"87ff2c05-68f2-5396-a1f1-7eb495a3802a","button","○ Has the compaction trial been undertaken?","Yes,No,N/A",,,,
"356fb490-cdc6-5a1b-b546-9af580793365","button","○ Did the compaction trial achieve the appropriate design backfill requirements of 70kPa?","Yes,No,N/A",,,,
"3339ed77-d485-5166-a70b-2d70228c0523","button","○ Does MDR approve usage of site blended material for backfill purposes?","Yes,No,N/A",,,,
"8f4995db-6b67-5ad9-b136-cd0a4dbb8d5c","button","Acceptance","Yes,No,N/A",,,,
"7e239d07-0614-5b34-b811-48925eaf4a53","note","Key - H",,,,,
"e5fd72dd-8075-5ba8-a67a-0ecc5afc56e7","note","MDR/VIVA Key - W",,,,,
"5dfb2fbb-bad2-58e2-a061-7784fedb11df","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"a51ec0d1-a2fb-5fd1-b764-ceb991274e3f","textbox","MDR approval:",,,,,
"0b7b470a-f52a-5f02-b88c-e9edcad8ceaa","textbox","(correspondence reference number)",,,,,
,"checkpoint","3.3 - Fill Placement",,,,,
"119184bd-f636-5039-a4bc-8c3367637c5b","note","Ref docs - 235929-000-CV-SP-00002 Sec 12.2, 235929 IFC Drawings",,,,,
"8fe5cde6-7b3f-5a72-8946-3885580a2681","note","Acceptance criteria - Has fill been placed in maximum 200mm compacted layer thickness?",,,,,
"e434c6a8-d8c4-59f1-8425-5c6dcfa01fdd","button","Acceptance","Yes,No,N/A",,,,
"e1ba56e0-6c97-5bc7-8eb9-5cfd038ffa44","note","Key - W",,,,,
"319a9a92-6fef-5c4c-a011-4dad984f2936","note","MDR/VIVA Key - W",,,,,
"8238465d-3205-5dbd-8a22-5814f173459c","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
,"checkpoint","3.4 - Moisture",,,,,
"bdf9774c-c3d0-504f-841f-a11c1fdddcfe","note","Acceptance criteria - Has the material maintained at +/- 3% modified moisture content, with additional water being added if required during compaction?",,,,,
"0f4d56a2-bda2-532b-9091-eafaab18f2b2","button","Acceptance","Yes,No,N/A",,,,
"bb7fa767-0045-5e73-a054-4da887129cfa","note","Key - S",,,,,
"34a0df43-7447-5733-ad0b-0dd2d99083ce","note","MDR/VIVA Key - W",,,,,
"28c50542-a9e3-515e-9348-931f076e399c","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"fd4397c8-78db-561f-9d22-ae417982ce64","tickbox","Test reports",,,,,
,"checkpoint","3.5 - Compaction",,,,,
"8dd9625d-58f3-5dee-9a01-ee1f6a3e57f4","note","Ref docs - 235929-000- CV-SP-00002 Sec 13 & Sec 14.2",,,,,
"2c1c660f-8f9f-5b23-be56-388e897a363d","note","Acceptance criteria - Has the layer been adequately compacted achieving a mean value of minimum 98% MDD?",,,,,
"1992ca89-242d-5eb6-84a4-40644a7ed472","note","○ Density test to be completed on first backfill to verify procedure. Procedure assumed to be equal henceforth (Inspector may request additional test upon insufficient density or compaction).",,,,,
"53ea1341-e06d-547d-9811-a95dfe9944cd","note","Acceptance -",,,,,
"546263c4-daee-50e1-b864-598846089603","tickbox","Small Foundations",,,,,
"d51e168c-162f-5adf-bf72-52fdea3e663f","note","(1 test per foundation)",,,,,
"23220f2a-3f3c-57c2-b1d0-57f60b977850","tickbox","Large Foundation",,,,,
"01aa0de9-31c1-5d45-aeb4-b608cb4902ed","note","(larger than 10m2) minimum 3 tests per lift",,,,,
"6436025b-dd51-55ff-9291-3dc905aa5e84","tickbox","Fill Areas minimum 2 tests per 185m2 but not less than 3 tests per area",,,,,
"2ab8f6fe-1eb4-561d-84f5-4aa65506abc0","note","Key - H",,,,,
"52be4b23-9644-5961-8d24-4cc6ca25475a","note","MDR/VIVA Key - W",,,,,
"acbbca5f-8ef6-587f-bf83-cd62e724f47a","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"a7f397a5-8ecc-560c-856b-3123b1ee5078","tickbox","Test reports",,,,,
,"checkpoint","3.6 - Fill layer – test rolling",,,,,
"fa9b9cb2-6e5c-5ab7-ae3e-35fcfc6dd76f","note","Ref docs - 235929-000- CV-SP-00002 Sec 12",,,,,
"c71e2bf6-058c-503c-b18a-b7a318ffa9a9","note","Acceptance criteria - Does the layer withstand test rolling without visible deformation or springing?",,,,,
"a9285242-a497-526b-8026-b59279a7e060","textbox","List Attendees:",,,,,
"e091273a-d4b8-5080-bf13-985e291dfac3","button","Acceptance","Yes,No,N/A",,,,
"8cbc68c6-937d-52ba-99a4-36cb9d70a2f9","note","If 'no' please see below If 'yes' please proceed to Conformance Check",,,,,
"39c24a2e-6181-598d-89b5-7e85ebabfe9c","note","Key - H",,,,,
"441e742f-19dc-5f26-b13b-bb0253a4db09","note","MDR/VIVA Key - W",,,,,
"c9e4d077-121e-5383-b93c-65cd02b4cb90","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"74ba581f-2fc9-5ce5-b627-f90f5236bd6e","tickbox","Proof roll checklist [235929-MG1668-CV- 003-SUBC-000053]",,,,,
,"checkpoint","3.7 - Identification of soft wet or unstable material",,,,,
"95e5b108-fac5-5515-b8c0-cc9048cdb6c9","note","Acceptance criteria - Has any soft or wet unsuitable material been found?",,,,,
"e010e420-4c20-55bc-98eb-15eb30ae9f9c","button","Acceptance","Yes,No,N/A",,,,
"febfea7e-0b56-5b46-8dc1-237eac1d2d42","note","Key - W",,,,,
"80d09676-4e64-50f1-87bf-572b396ef562","note","MDR/VIVA Key - S",,,,,
,"checkpoint","3.8 - Treatment of unsuitable material",,,,,
"7623fbb6-0b92-5c0e-acd8-4fa1c88f85a5","note","Ref docs - 235929-000- CV-SP-00002 Sec 12.1, Symal Proof Roll Procedure Doc",,,,,
"0526dd2b-c120-5c17-857b-56d93c49baa5","note","Acceptance criteria - Have any issues been determined?",,,,,
"44dcaf17-29d8-5dcb-b903-396ebbd75e82","textbox","(length)",,,"m",,
"f2c2b076-ad13-5148-9185-a729d9f65fd5","textbox","(width)",,,"m",,
"498a0a65-ffd3-5383-9400-4d9a02b89f6f","button","Acceptance","Yes,No,N/A",,,,
"6a2b81fc-9995-5f0f-bde7-357d0f7e278d","note","Key - W",,,,,
"8ce4edd9-e6a3-5cf4-bac8-f7eb4d94ab9b","note","MDR/VIVA Key - W",,,,,
"c1711777-6c0f-538d-94d4-5734d8e221ef","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Proof Roll Checklist, Dockets / Photos",,,,,
,"section","4.0 Conformance check",,,,,
,"checkpoint","4.1 - Subgrade level and shape",,,,,
"4a32164d-617a-5d45-b7d9-c8c2d2c62728","note","Ref docs - 235929 IFC Drawings",,,,,
"1ec92379-64a0-51e5-8d42-44d7d51ad26b","note","Acceptance criteria - Has the prepared subgrade been surveyed in accordance with and verifying specified requirements?",,,,,
"9d26e3ab-8309-5a70-8eae-6226750a50af","note","○ Final grade +- 60mm",,,,,
"57c34ad4-27ed-57c5-9994-5f4ed7d17c25","button","Acceptance","Yes,No,N/A",,,,
"78001b3d-1342-56e5-a5f7-0ddd17672814","note","Key - H",,,,,
"19578b77-12aa-50e7-a3a6-6215b317b037","note","MDR/VIVA Key - W",,,,,
"60c3c6fe-2e3a-588b-9791-af591495ee2e","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"86e2d997-539e-568a-a7d5-4b04bc121298","tickbox","As built report",,,,,
"5f382c3b-f132-5b5c-875d-59a7be186117","textbox","IFC drawing number:",,,,,
"ad5daabb-5230-587b-bce5-a329176f6c59","textbox","Rev:",,,,,

,"checklist","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1","itp","INF-HSEQ CC0398-ITP-003 Base Pavement Construction Rev 1",,8,"c2d50d7f-6b8c-4b90-9a2a-f936795b5260"
,"section","1.0 Preliminaries",,,,,
,"checkpoint","1.1 - Determine lot size",,,,,
"6501d8b1-cb43-5bdf-9dd5-67d2dba00fa2","note","Ref docs - 235929-000-CV-SP-002",,,,,
"8f839c3d-0f6f-57fd-ba40-2524e8f064c0","note","Acceptance criteria - Lot sizes is determined by the lesser of: One day’s production or 4000m2",,,,,
"5b2bd2ef-3e75-540d-8649-4edd104a0c67","textbox","Acceptance",,,"m2",,
"cca7cbfa-c2a2-5d83-aafb-5efa18c67deb","note","Maximum lot size = 4000m2",,,,,
"54c4c5c8-e11c-59fa-87eb-3fd3e9d0f909","note","Key - S",,,,,
"43d09c37-555c-5265-aaf5-711e3df335c7","note","VIVA - S",,,,,
"26acb492-9acd-5d06-9f7a-caaa1143b6cb","note","Remarks / record (eg. test frequency, reports, certificates, checklist etc) -",,,,,
"5f18f051-a676-5e3f-ba60-44534e570e48","tickbox","Lot Mark-Up",,,,,
,"checkpoint","1.2 - Survey set-out",,,,,
"e8633a6d-758b-59ef-888f-cfbd143e64c6","note","Ref docs - IFC Drawings",,,,,
"8aa7e653-16c3-56d5-a513-2a0363d44dbf","note","Acceptance criteria - Is the work area clearly pegged out for line and level?",,,,,
"0cf98971-5246-5cfd-bb65-0aeee80bd42a","button","Acceptance","Yes,No,N/A",,,,
"f05c6e9a-36fd-54f4-9394-97ae24b54482","note","Key - W",,,,,
"80487666-1cd6-59d5-9be7-ddf3c4831cbf","note","VIVA - S",,,,,
,"checkpoint","1.3 - Material classification and source",,,,,
