Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,CRL-ITR-001 - Mechanical Duct,,,,,Yes,CRL-ITR-001 - Mechanical Duct,a9de3f00-764a-4d78-acaa-16e97654b8a6
checkpoint-group,,,section,First Fix QA,,,,,,,
checkpoint-status,,,checkpoint,Pre-check equipment for damage prior to installation,,,,,,,
checkpoint-status,,,checkpoint,"Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete.",,,,,,,
checkpoint-status,,,checkpoint,U/S of duct heights correct as per Workshop Drawings.,,,,,,,
checkpoint-status,,,checkpoint,"Duct Hangers (is spacing correct, installed level , rods trimmed back etc)",,,,,,,
checkpoint-status,,,checkpoint,"Duct jointing (Joints sealed, cleats fitted etc)",,,,,,,
checkpoint-status,,,checkpoint,Orientation of dampers and equipment to be installed correct way,,,,,,,
checkpoint-status,,,checkpoint,Access panels at low points of ducts,,,,,,,
checkpoint-status,,,checkpoint,No metallic ducts have taped joints,,,,,,,
checkpoint-group,,,section,Second Fix QA,,,,,,,
checkpoint-status,,,checkpoint,All volume control dampers set fully open.,,,,,,,
checkpoint-status,,,checkpoint,Seismic bracing installed as per Drawing,,,,,,,
text,f6fc64b6-63ad-5161-805c-03bfc24c3c10,,textbox,Drawing Reference Number,,,,,,,
checkpoint-status,,,checkpoint,Flexible duct exceeding 1.5m in length to be supported in the centre using flexible duct supports & nylon banding. Flexibles not to exceed 3m Total length,,,,,,,
checkpoint-group,,,section,Fit Off QA,,,,,,,
checkpoint-status,,,checkpoint,Correct Equipment / Correct Grills / Diffuser Installed,,,,,,,
checkpoint-status,,,checkpoint,Restrained correctly,,,,,,,
checkpoint-status,,,checkpoint,Flexible connection fixed correctly to grill box,,,,,,,
