type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,POST - S - Screeding,,,,,,POST - S - Screeding
checkpoint,"Area is clean, waterproofed and free of cracks",,,,,,
checkpoint,Area setout correctly and dimensions specified,,,,,,
checkpoint,Material used is as per specification,,,,,,
checkpoint,Alignment and evenness as per specification,,,,,,
checkpoint,Screeding work completed - specified level of finish achieved,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,POST - S - Tiling,,,,,,POST - S - Tiling
checkpoint,Matching batches of tiles installed ,,,,,,
checkpoint,Correct tile adhesive applied as per spec,,,,,,
checkpoint,Trims/ transition bars and any other finishing completed,,,,,,
checkpoint,Epoxy/ grouting correct colours applied and acceptable ,,,,,,
checkpoint,Silicone correct colours applied and acceptable ,,,,,,
checkpoint,Fully cleaned and no grout residue on tiles,,,,,,
checkpoint,Tiling completed - specified level of finish achieved and area left clean and tidy,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,POST - S - Waterproofing,,,,,,POST - S - Waterproofing
checkpoint,Underfloor heating installed,,,,,,
checkpoint,"Inspection of floor membrane (1.5mm thick, no pin holes)",,,,,,
checkpoint,Inspection of wall membrane (2 coats applied),,,,,,
checkpoint,Is the water-stop at shower correctly positioned and coated with membrane,,,,,,
checkpoint,"Flood testing completed, results recorded and acceptable",,,,,,
checkpoint,Waterproofing completed - specified level of finish achieved,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,POST - S - Cork/ Soundproofing,,,,,,POST - S - Cork/ Soundproofing
checkpoint,Cork installed across the floor,,,,,,
checkpoint,Joints are tight,,,,,,
checkpoint,Cork/ Soundproofing work completed - specified level of finish achieved,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,FC - S - Exterior Tiling,,,,,,FC - S - Exterior Tiling
checkpoint,Screeding work completed - specifed level of finish achieved and area left clean and tidy,,,,,,
checkpoint,"Waterprooing completed - specified level of finish achieved and area left clean and tidy - Membrane not wrinkled, smooth, no holes, etc. and flood test completed if required ",,,,,,
checkpoint,Nurajacks installation completed - Nurajacks system sitting flush and cuts around walls checked and acceptable,,,,,,
checkpoint,Tiling completed - specified level of finish achieved and area left clean and tidy - Matching batches of tiles,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,CST - S - Completion Documents,,,,,,CST - S - Completion Documents
checkpoint,All relevant Compliance Documentation completed and attached above,,,,,,
bool,Any Additional Compliance Documentation (Required under Section C and by Consultants) - Completed and Attached,,,,,,
label,"Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,,,
holdpoint,Request Signoff,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
